Stattrak,Weapon Name,Skin Name,Range Delimeter,#FN,#MW,#FT,#WW,#BS,$FN,$MW,$FT,$WW,$BS,floatAvg,Avg Cost,Avg Profit,Net Profit After Steam ($)
True,SG 553,Atlas,Min,1,1,1,7,0,0.85,0.33,0.15,0.2,0.13,0.375,2.73,1.06,-1.81
False,UMP-45,Labyrinth,Min,0,1,1,8,0,0.26,0.16,0.1,0.27,nan,0.373,2.42,0.7,-1.81
False,PP-Bizon,Runic,Max,10,0,0,0,0,0.32,0.12,0.08,0.07,0.07,0.0,3.2,1.6,-1.81
True,UMP-45,Briefing,Min,1,1,1,7,0,1.24,0.31,0.16,0.14,0.14,0.375,2.69,1.01,-1.81
True,MAG-7,Heaven Guard,Min,1,1,1,7,0,1.01,0.64,0.43,0.44,nan,0.34,5.16,3.85,-1.81
False,Galil AR,Akoben,Min,1,9,0,0,0,0.56,0.36,0.22,0.3,0.21,0.142,3.8,2.28,-1.81
False,MP5-SD,Acid Wash,Min,0,0,10,0,0,0.74,0.46,0.34,0.36,0.35,0.38,3.4,1.83,-1.81
False,Nova,Ghost Camo,Max,0,10,0,0,0,1.37,1.01,0.97,1.23,nan,0.07,10.1,9.54,-1.81
False,Dual Berettas,Royal Consorts,Min,0,0,1,9,0,2.85,1.01,0.46,0.37,0.37,0.4429999999999999,3.79,2.28,-1.81
False,PP-Bizon,Runic,Min,10,0,0,0,0,0.32,0.12,0.08,0.07,0.07,0.07,3.2,1.6,-1.81
False,M4A4,Magnesium,Min,0,10,0,0,0,1.4,0.26,0.1,0.09,0.08,0.15,2.6,0.91,-1.81
False,P90,Cocoa Rampage,Min,10,0,0,0,0,0.66,0.4,0.26,0.21,0.2,0.07,6.6,5.49,-1.82
True,G3SG1,High Seas,Max,0,0,0,10,0,5.91,2.88,1.2,1.22,0.95,0.38,12.2,11.94,-1.82
False,G3SG1,Dream Glade,Min,0,0,0,1,9,1.67,0.66,0.37,0.34,0.33,0.945,3.31,1.71,-1.82
True,SCAR-20,Powercore,Max,0,0,8,1,1,3.69,1.21,0.55,0.54,0.64,0.203,5.58,4.32,-1.82
True,SG 553,Heavy Metal,Min,0,0,0,1,9,1.84,0.64,0.43,0.44,0.41,0.945,4.13,2.66,-1.82
True,MAC-10,Lapis Gator,Min,0,1,1,1,7,1.49,0.95,0.5,0.66,0.34,0.448,4.49,3.07,-1.82
False,MAC-10,Whitefish,Min,1,9,0,0,0,0.75,0.34,0.21,0.21,0.26,0.142,3.81,2.28,-1.82
True,P2000,Lifted Spirits,Min,1,9,0,0,0,0.91,0.38,0.17,0.16,0.2,0.142,4.33,2.89,-1.82
False,Galil AR,Connexion,Max,0,7,1,1,1,1.48,0.96,0.54,0.48,0.39,0.147,8.13,7.26,-1.82
True,M249,Magma,Max,0,0,8,1,1,1.8,1.45,1.16,1.08,1.09,0.203,11.45,11.07,-1.82
False,G3SG1,Digital Mesh,Max,10,0,0,0,0,0.66,0.43,0.25,0.31,0.17,0.0,6.6,5.49,-1.82
False,P2000,Handgun,Min,0,1,1,8,0,3.71,1.19,0.66,0.5,0.46,0.413,5.85,4.63,-1.82
False,SG 553,Phantom,Min,0,1,1,8,0,1.21,0.7,0.48,0.43,0.4,0.413,4.62,3.22,-1.82
False,Five-SeveN,Scumbria,Max,6,1,1,1,1,0.36,0.15,0.08,0.1,0.07,0.105,2.56,0.85,-1.82
True,Glock-18,Winterized,Min,0,0,10,0,0,3.45,0.75,0.33,0.28,0.27,0.38,3.3,1.71,-1.82
False,G3SG1,Dream Glade,Max,0,0,0,9,1,1.67,0.66,0.37,0.34,0.33,0.387,3.39,1.81,-1.82
False,P90,Cocoa Rampage,Max,10,0,0,0,0,0.66,0.4,0.26,0.21,0.2,0.0,6.6,5.49,-1.82
False,Dual Berettas,Dualing Dragons,Min,0,1,9,0,0,1.91,0.48,0.27,0.21,0.23,0.357,2.91,1.25,-1.82
False,G3SG1,Digital Mesh,Min,10,0,0,0,0,0.66,0.43,0.25,0.31,0.17,0.07,6.6,5.49,-1.82
True,AUG,Ricochet,Min,0,0,0,0,10,2.78,1.03,0.43,1.24,0.3,0.8,3.0,1.35,-1.82
False,MAG-7,Heat,Min,0,0,0,0,10,2.8,0.82,0.49,0.39,0.38,1.0,3.8,2.28,-1.82
True,SCAR-20,Jungle Slipstream,Min,1,1,1,1,6,0.62,0.27,0.15,0.17,0.22,0.4049999999999999,2.53,0.81,-1.82
True,MAG-7,Cobalt Core,Max,0,8,1,1,0,1.26,0.77,0.33,0.36,0.31,0.109,6.85,5.79,-1.82
True,MAC-10,Button Masher,Max,0,0,0,0,10,2.86,1.18,0.56,0.46,0.45,0.45,4.5,3.09,-1.82
False,XM1014,Zombie Offensive,Max,0,8,1,1,0,1.3,0.66,0.39,0.35,0.35,0.109,6.02,4.83,-1.82
True,MP9,Modest Threat,Min,1,1,8,0,0,1.04,0.41,0.19,0.4,0.18,0.326,2.97,1.32,-1.82
True,CZ75-Auto,Eco,Min,0,0,10,0,0,6.91,2.63,1.22,1.17,1.14,0.38,12.2,11.94,-1.82
True,MAC-10,Button Masher,Max,0,0,8,1,1,2.86,1.18,0.56,0.46,0.45,0.203,5.39,4.1,-1.82
False,MAG-7,Cobalt Core,Max,6,1,1,1,1,0.48,0.32,0.15,0.36,0.19,0.105,3.9,2.39,-1.82
False,Glock-18,Catacombs,Max,9,1,0,0,0,0.54,0.33,0.21,0.41,1.19,0.007,5.19,3.88,-1.82
True,MP5-SD,Gauss,Max,0,0,8,1,1,3.25,1.2,0.55,0.48,0.45,0.203,5.33,4.04,-1.82
True,FAMAS,Survivor Z,Max,0,0,10,0,0,1.63,1.07,0.6,1.13,0.62,0.15,6.0,4.8,-1.83
False,R8 Revolver,Crazy 8,Min,0,0,0,1,9,3.33,1.81,1.05,0.81,0.71,0.945,7.2,6.18,-1.83
False,Sawed-Off,Limelight,Min,0,1,1,1,7,2.07,0.92,0.54,0.44,0.42,0.798,4.84,3.46,-1.83
False,MAC-10,Button Masher,Max,0,0,0,0,10,1.24,0.66,0.48,0.33,0.33,0.45,3.3,1.69,-1.83
False,Negev,dev_texture,Max,0,0,8,1,1,1.19,0.65,0.37,0.35,0.33,0.203,3.64,2.08,-1.83
True,AUG,Amber Slipstream,Max,9,1,0,0,0,1.01,0.58,0.3,0.36,0.38,0.007,9.67,9.01,-1.83
False,SG 553,Dragon Tech,Min,0,0,0,0,10,3.02,1.93,1.06,0.98,0.72,0.7,7.2,6.18,-1.83
True,G3SG1,Dream Glade,Max,0,0,8,1,1,3.22,1.19,0.55,0.46,0.43,0.203,5.29,3.98,-1.83
False,Negev,dev_texture,Max,0,0,0,0,10,1.19,0.65,0.37,0.35,0.33,0.45,3.3,1.69,-1.83
False,MAC-10,Button Masher,Min,0,0,0,10,0,1.24,0.66,0.48,0.33,0.33,0.45,3.3,1.69,-1.83
True,R8 Revolver,Crimson Web,Max,0,0,0,9,1,18.0,1.43,0.33,0.33,0.24,0.387,3.21,1.59,-1.83
False,G3SG1,Dream Glade,Min,0,0,0,10,0,1.67,0.66,0.37,0.34,0.33,0.45,3.4,1.81,-1.83
False,P250,Cyber Shell,Max,0,0,0,0,10,1.23,0.65,0.37,0.35,0.33,0.45,3.3,1.69,-1.83
False,Desert Eagle,Blue Ply,Max,0,7,1,1,1,1.22,0.31,0.17,0.14,0.14,0.147,2.62,0.91,-1.83
False,MAC-10,Pipe Down,Min,0,1,9,0,0,1.42,0.81,0.51,0.43,0.4,0.357,5.4,4.1,-1.83
False,Galil AR,Signal,Max,0,0,0,10,0,1.27,0.83,0.56,0.54,0.51,0.38,5.4,4.1,-1.83
False,MAG-7,Heat,Min,0,0,0,10,0,2.8,0.82,0.49,0.39,0.38,0.45,3.9,2.38,-1.83
False,P90,Elite Build,Min,0,10,0,0,0,1.42,0.31,0.19,0.15,0.14,0.15,3.1,1.46,-1.83
False,M249,Warbird,Min,0,1,9,0,0,0.81,0.45,0.33,0.57,0.34,0.357,3.42,1.83,-1.83
False,MAG-7,Heat,Min,0,0,0,1,9,2.8,0.82,0.49,0.39,0.38,0.945,3.81,2.28,-1.83
True,MP7,Akoben,Max,7,1,1,1,0,0.72,0.42,0.23,0.3,0.22,0.06,5.99,4.78,-1.83
False,Galil AR,Signal,Min,0,0,0,10,0,1.27,0.83,0.56,0.54,0.51,0.45,5.4,4.1,-1.83
False,P250,Cyber Shell,Max,0,0,8,1,1,1.23,0.65,0.37,0.35,0.33,0.203,3.64,2.08,-1.83
True,SCAR-20,Blueprint,Max,0,0,0,9,1,1.57,0.41,0.23,0.36,0.18,0.387,3.42,1.83,-1.83
False,SCAR-20,Torn,Min,0,0,1,9,0,0.65,0.52,0.36,0.33,nan,0.4429999999999999,3.33,1.72,-1.83
True,MP9,Sand Scale,Min,0,0,1,9,0,1.01,0.49,0.33,0.38,nan,0.4429999999999999,3.75,2.19,-1.84
True,Dual Berettas,Shred,Min,0,1,9,0,0,0.98,0.6,0.33,0.5,0.33,0.357,3.57,1.99,-1.84
True,MAG-7,Petroglyph,Min,0,0,10,0,0,2.79,1.16,0.56,0.53,nan,0.38,5.6,4.32,-1.84
True,SSG 08,Mainframe 001,Max,0,0,0,10,0,2.55,0.61,0.32,0.26,0.26,0.38,2.6,0.87,-1.84
False,Negev,Loudmouth,Min,0,0,10,0,0,nan,4.22,0.63,0.6,0.59,0.38,6.3,5.13,-1.84
False,P250,Valence,Max,0,0,0,10,0,0.7,0.25,0.16,0.25,0.15,0.38,2.5,0.76,-1.84
False,MP5-SD,Acid Wash,Max,0,8,1,1,0,0.74,0.46,0.34,0.36,0.35,0.109,4.38,2.92,-1.84
True,UMP-45,Briefing,Min,1,1,8,0,0,1.24,0.31,0.16,0.14,0.14,0.326,2.83,1.14,-1.84
True,Negev,Man-o'-war,Min,0,1,9,0,0,nan,0.43,0.36,nan,nan,0.195,3.67,2.1,-1.84
True,Five-SeveN,Scumbria,Min,1,1,8,0,0,1.41,0.3,0.14,0.13,0.13,0.326,2.83,1.14,-1.84
False,UMP-45,Arctic Wolf,Max,0,0,0,9,1,1.26,0.66,0.38,0.37,0.33,0.387,3.66,2.1,-1.84
True,Glock-18,Oxide Blaze,Max,0,8,1,1,0,1.73,0.43,0.24,0.4,0.23,0.109,4.08,2.58,-1.84
True,MP7,Akoben,Min,1,9,0,0,0,0.72,0.42,0.23,0.3,0.22,0.142,4.5,3.06,-1.84
True,CZ75-Auto,Imprint,Min,1,1,1,1,6,1.27,0.3,0.16,0.13,0.13,0.705,2.64,0.92,-1.84
False,MAG-7,Heat,Max,0,0,10,0,0,2.8,0.82,0.49,0.39,0.38,0.15,4.9,3.52,-1.84
True,SG 553,Heavy Metal,Min,0,0,1,1,8,1.84,0.64,0.43,0.44,0.41,0.883,4.15,2.66,-1.84
True,M249,Spectre,Min,10,0,0,0,0,0.72,0.37,0.2,0.25,0.22,0.07,7.2,6.16,-1.84
True,P250,Cassette,Min,0,0,0,10,0,0.73,0.33,0.14,0.25,0.14,0.45,2.5,0.76,-1.84
True,MP7,Mischief,Min,0,1,1,8,0,nan,1.2,0.35,0.31,0.25,0.413,4.03,2.51,-1.84
True,MP7,Akoben,Min,1,1,1,7,0,0.72,0.42,0.23,0.3,0.22,0.375,3.47,1.87,-1.84
False,MP7,Cirrus,Min,1,1,1,1,6,0.85,0.34,0.16,0.31,0.15,0.5549999999999999,2.56,0.83,-1.84
True,SG 553,Cyberforce,Min,0,1,1,1,7,3.55,1.37,0.66,0.54,0.53,0.728,6.28,5.1,-1.84
True,P250,Cassette,Min,0,10,0,0,0,0.73,0.33,0.14,0.25,0.14,0.15,3.3,1.68,-1.84
True,M249,Spectre,Max,10,0,0,0,0,0.72,0.37,0.2,0.25,0.22,0.0,7.2,6.16,-1.84
False,P90,Chopper,Max,0,9,1,0,0,1.78,1.01,0.58,0.94,0.55,0.078,9.67,9.0,-1.84
True,Sawed-Off,Limelight,Min,0,0,0,1,9,5.45,1.97,0.97,1.02,0.79,0.945,8.13,7.24,-1.84
False,MP9,Goo,Min,0,1,1,1,7,1.29,0.7,0.46,0.52,0.42,0.518,4.62,3.19,-1.84
False,SG 553,Phantom,Max,0,7,1,1,1,1.21,0.7,0.48,0.43,0.4,0.147,6.21,5.02,-1.84
True,XM1014,Slipstream,Max,10,0,0,0,0,0.99,0.53,0.22,0.29,0.21,0.0,9.9,9.27,-1.84
False,AUG,Plague,Max,0,9,1,0,0,1.08,0.52,0.22,0.42,0.18,0.078,4.9,3.51,-1.85
False,P2000,Obsidian,Max,0,10,0,0,0,4.98,2.22,1.08,0.96,1.15,0.07,22.2,23.4,-1.85
False,Glock-18,Catacombs,Max,0,0,8,1,1,0.54,0.33,0.21,0.41,1.19,0.203,3.28,1.64,-1.85
True,G3SG1,Keeping Tabs,Min,0,1,1,1,7,1.97,1.08,0.43,0.44,0.29,0.5879999999999999,3.98,2.44,-1.85
False,G3SG1,Black Sand,Max,0,0,9,1,0,1.02,0.45,0.35,0.5,0.35,0.173,3.65,2.07,-1.85
False,PP-Bizon,Space Cat,Max,0,0,9,1,0,1.38,0.81,0.38,0.37,0.33,0.173,3.79,2.23,-1.85
True,SG 553,Aloha,Min,1,9,0,0,0,0.61,0.27,0.13,0.15,0.13,0.142,3.04,1.37,-1.85
True,SCAR-20,Fragments,Min,0,1,1,1,7,2.56,1.29,0.65,0.64,0.53,0.6439999999999999,6.29,5.1,-1.85
False,Glock-18,Moonrise,Min,0,0,0,0,10,1.28,0.71,0.4,0.48,0.38,0.65,3.8,2.24,-1.85
False,PP-Bizon,Space Cat,Min,0,0,0,1,9,1.38,0.81,0.38,0.37,0.33,0.648,3.34,1.71,-1.85
False,M249,Warbird,Max,0,7,1,1,1,0.81,0.45,0.33,0.57,0.34,0.147,4.39,2.92,-1.85
False,P2000,Acid Etched,Min,0,1,1,1,7,1.96,0.84,0.49,0.43,0.42,0.798,4.7,3.27,-1.85
True,Nova,Plume,Max,0,0,0,0,10,2.75,1.19,0.58,0.66,0.52,0.45,5.2,3.86,-1.85
False,Negev,Lionfish,Min,0,0,1,9,0,1.18,0.66,0.43,0.36,0.33,0.4429999999999999,3.67,2.1,-1.85
False,G3SG1,Black Sand,Max,0,0,8,1,1,1.02,0.45,0.35,0.5,0.35,0.203,3.65,2.07,-1.85
False,Sawed-Off,Highwayman,Max,0,0,0,0,10,2.09,1.1,0.74,0.53,0.49,0.45,4.9,3.51,-1.85
False,SSG 08,Necropos,Min,1,1,1,7,0,1.41,0.38,0.28,0.2,0.19,0.375,3.47,1.86,-1.85
True,AUG,Amber Slipstream,Min,0,0,1,9,0,1.01,0.58,0.3,0.36,0.38,0.4429999999999999,3.54,1.94,-1.85
True,PP-Bizon,Jungle Slipstream,Max,8,1,1,0,0,0.67,0.42,0.23,0.24,0.26,0.022,6.01,4.78,-1.85
False,FAMAS,Survivor Z,Min,0,10,0,0,0,0.51,0.36,0.2,0.32,0.18,0.15,3.6,2.02,-1.85
False,Sawed-Off,Limelight,Min,0,1,1,8,0,2.07,0.92,0.54,0.44,0.42,0.413,4.98,3.6,-1.85
False,Galil AR,Signal,Min,0,0,1,9,0,1.27,0.83,0.56,0.54,0.51,0.4429999999999999,5.42,4.1,-1.85
False,UMP-45,Corporal,Min,0,0,0,10,0,1.03,0.3,0.22,0.33,0.2,0.45,3.3,1.67,-1.85
False,MAC-10,Heat,Max,0,10,0,0,0,5.42,3.16,1.73,1.53,1.47,0.07,31.6,34.22,-1.85
False,AUG,Ricochet,Min,0,10,0,0,0,0.87,0.32,0.1,0.28,0.08,0.15,3.2,1.56,-1.85
False,Tec-9,Re-Entry,Max,0,9,1,0,0,1.39,0.69,0.47,0.46,nan,0.078,6.68,5.55,-1.85
False,PP-Bizon,Harvester,Max,8,1,1,0,0,0.43,0.16,0.12,0.17,0.12,0.022,3.72,2.15,-1.85
False,MP7,Guerrilla,Min,1,1,8,0,0,0.95,0.43,0.22,0.17,0.16,0.326,3.14,1.49,-1.85
True,MP9,Modest Threat,Max,0,7,1,1,1,1.04,0.41,0.19,0.4,0.18,0.147,3.64,2.06,-1.85
False,G3SG1,Dream Glade,Min,0,0,1,1,8,1.67,0.66,0.37,0.34,0.33,0.883,3.35,1.71,-1.86
True,G3SG1,Black Sand,Max,0,9,1,0,0,1.88,1.06,0.67,0.53,0.51,0.078,10.21,9.6,-1.86
True,Tec-9,Sandstorm,Max,0,0,8,1,1,nan,2.3,0.51,0.83,0.36,0.203,5.27,3.92,-1.86
False,P250,Contaminant,Max,9,1,0,0,0,0.69,0.43,0.25,0.24,0.18,0.007,6.64,5.49,-1.86
False,P250,Valence,Min,0,0,0,10,0,0.7,0.25,0.16,0.25,0.15,0.45,2.5,0.74,-1.86
False,XM1014,Watchdog,Min,0,1,9,0,0,2.38,0.63,0.28,0.18,0.18,0.357,3.15,1.49,-1.86
False,MAC-10,Pipe Down,Max,0,7,1,1,1,1.42,0.81,0.51,0.43,0.4,0.147,7.01,5.93,-1.86
False,SSG 08,Necropos,Min,1,1,1,1,6,1.41,0.38,0.28,0.2,0.19,0.705,3.41,1.78,-1.86
False,MP5-SD,Gauss,Max,0,0,0,9,1,1.33,0.66,0.43,0.34,0.34,0.387,3.4,1.77,-1.86
True,MP5-SD,Acid Wash,Min,0,0,10,0,0,1.98,1.27,0.54,1.03,0.53,0.38,5.4,4.07,-1.86
True,CZ75-Auto,Polymer,Min,1,1,1,1,6,1.01,0.48,0.3,0.3,0.28,0.4049999999999999,3.77,2.19,-1.86
False,G3SG1,Dream Glade,Min,0,0,1,9,0,1.67,0.66,0.37,0.34,0.33,0.4429999999999999,3.43,1.81,-1.86
False,PP-Bizon,Space Cat,Min,0,0,10,0,0,1.38,0.81,0.38,0.37,0.33,0.38,3.8,2.23,-1.86
False,MP5-SD,Gauss,Max,0,0,0,10,0,1.33,0.66,0.43,0.34,0.34,0.38,3.4,1.77,-1.86
False,Tec-9,Sandstorm,Min,0,1,1,1,7,nan,1.41,0.23,0.28,0.2,0.5879999999999999,3.32,1.68,-1.86
False,SCAR-20,Grotto,Min,0,0,0,0,10,0.55,0.31,0.19,0.24,0.3,0.5,3.0,1.31,-1.86
False,CZ75-Auto,Red Astor,Max,0,0,0,0,10,1.41,0.72,0.51,0.37,0.36,0.45,3.6,2.0,-1.86
True,P250,Ripple,Max,7,1,1,1,0,0.71,0.44,0.28,0.33,0.41,0.06,6.02,4.78,-1.86
False,FAMAS,Meow 36,Max,8,1,1,0,0,0.53,0.21,0.12,0.09,0.08,0.022,4.57,3.11,-1.86
True,Nova,Exo,Min,0,0,1,1,8,0.96,0.54,0.29,0.39,0.34,0.483,3.4,1.77,-1.86
False,SCAR-20,Grotto,Max,0,0,0,0,10,0.55,0.31,0.19,0.24,0.3,0.45,3.0,1.31,-1.86
True,Nova,Exo,Min,0,0,0,0,10,0.96,0.54,0.29,0.39,0.34,0.5,3.4,1.77,-1.86
True,SCAR-20,Assault,Max,0,0,0,9,1,0.85,0.31,0.17,0.29,0.17,0.387,2.78,1.05,-1.86
True,CZ75-Auto,Imprint,Min,1,1,8,0,0,1.27,0.3,0.16,0.13,0.13,0.326,2.85,1.14,-1.86
True,P90,Traction,Min,0,1,9,0,0,3.17,0.71,0.32,0.27,0.27,0.357,3.59,1.99,-1.86
False,SG 553,Cyberforce,Min,1,1,1,7,0,1.29,0.65,0.43,0.32,0.3,0.375,4.61,3.17,-1.86
True,SCAR-20,Assault,Min,0,0,1,9,0,0.85,0.31,0.17,0.29,0.17,0.4429999999999999,2.78,1.05,-1.86
True,MP7,Akoben,Max,6,1,1,1,1,0.72,0.42,0.23,0.3,0.22,0.105,5.49,4.18,-1.86
False,Tec-9,Ice Cap,Max,0,8,1,1,0,0.63,0.35,0.12,0.16,0.12,0.109,3.08,1.41,-1.86
True,MP9,Featherweight,Max,0,8,1,1,0,4.3,1.31,0.69,0.54,0.55,0.109,11.71,11.33,-1.86
True,SCAR-20,Torn,Min,0,1,1,8,0,1.73,0.96,0.5,0.47,nan,0.413,5.22,3.86,-1.87
True,XM1014,Oxide Blaze,Min,1,9,0,0,0,0.63,0.27,0.12,0.14,0.13,0.142,3.06,1.37,-1.87
True,SCAR-20,Powercore,Max,0,7,1,1,1,3.69,1.21,0.55,0.54,0.64,0.147,10.2,9.58,-1.87
False,XM1014,Ziggy,Max,0,9,1,0,0,1.27,0.78,0.46,0.48,0.39,0.078,7.48,6.45,-1.87
True,Sawed-Off,Yorick,Max,7,1,1,1,0,1.56,0.62,0.3,0.18,0.18,0.06,12.02,11.67,-1.87
True,MP5-SD,Gauss,Max,0,0,0,0,10,3.25,1.2,0.55,0.48,0.45,0.45,4.5,3.03,-1.87
False,P90,Off World,Min,1,1,1,7,0,0.55,0.32,0.18,0.27,0.17,0.375,2.94,1.23,-1.87
True,AUG,Amber Slipstream,Max,0,0,0,10,0,1.01,0.58,0.3,0.36,0.38,0.38,3.6,1.99,-1.87
False,UMP-45,Exposure,Max,0,7,1,1,1,1.26,0.69,0.46,0.5,0.45,0.147,6.24,5.02,-1.87
False,Negev,Loudmouth,Max,0,0,0,0,10,nan,4.22,0.63,0.6,0.59,0.45,5.9,4.63,-1.87
True,M4A4,Poly Mag,Max,0,0,10,0,0,4.26,1.13,0.5,0.37,0.35,0.15,5.0,3.6,-1.87
False,UMP-45,Briefing,Min,10,0,0,0,0,0.34,0.14,0.08,0.07,0.07,0.07,3.4,1.76,-1.87
True,MAC-10,Classic Crate,Min,1,9,0,0,0,1.14,0.29,0.16,0.15,0.14,0.142,3.75,2.17,-1.87
False,MAC-10,Lapis Gator,Max,6,1,1,1,1,0.55,0.35,0.28,0.26,0.22,0.105,4.41,2.92,-1.87
False,Negev,dev_texture,Max,0,0,9,1,0,1.19,0.65,0.37,0.35,0.33,0.173,3.68,2.08,-1.87
False,MP7,Special Delivery,Max,8,1,1,0,0,3.25,1.81,1.13,1.1,1.07,0.022,28.94,31.13,-1.87
False,SCAR-20,Torn,Max,0,9,1,0,0,0.65,0.52,0.36,0.33,nan,0.078,5.04,3.64,-1.87
False,P250,Cyber Shell,Max,0,0,9,1,0,1.23,0.65,0.37,0.35,0.33,0.173,3.68,2.08,-1.87
False,M4A4,Magnesium,Min,1,1,1,1,6,1.4,0.26,0.1,0.09,0.08,0.705,2.33,0.53,-1.87
False,Galil AR,Akoben,Min,1,1,1,1,6,0.56,0.36,0.22,0.3,0.21,0.5549999999999999,2.7,0.96,-1.87
True,XM1014,Watchdog,Min,0,0,1,1,8,6.99,1.31,0.57,0.37,0.38,0.883,3.98,2.41,-1.88
False,Tec-9,Ice Cap,Max,0,9,1,0,0,0.63,0.35,0.12,0.16,0.12,0.078,3.27,1.6,-1.88
True,SG 553,Heavy Metal,Min,0,1,9,0,0,1.84,0.64,0.43,0.44,0.41,0.357,4.51,3.02,-1.88
False,Desert Eagle,Bronze Deco,Max,0,0,8,1,1,0.66,0.38,0.22,0.26,0.66,0.203,2.68,0.92,-1.88
False,Sawed-Off,Apocalypto,Max,0,8,1,1,0,1.92,0.87,0.5,0.43,0.42,0.109,7.89,6.91,-1.88
True,Glock-18,Moonrise,Max,0,0,10,0,0,3.47,1.91,0.9,1.6,0.77,0.15,9.0,8.19,-1.88
True,SCAR-20,Assault,Min,0,1,1,8,0,0.85,0.31,0.17,0.29,0.17,0.413,2.8,1.05,-1.88
False,CZ75-Auto,Pole Position,Max,0,0,0,9,1,1.9,0.75,0.43,0.4,0.37,0.387,3.97,2.4,-1.88
False,AUG,Tom Cat,Max,9,1,0,0,0,0.38,0.14,0.08,0.14,0.07,0.007,3.56,1.94,-1.88
False,G3SG1,Scavenger,Max,0,7,1,1,1,1.24,0.81,0.53,0.43,0.4,0.147,7.03,5.93,-1.88
True,MAG-7,Heaven Guard,Min,0,0,1,9,0,1.01,0.64,0.43,0.44,nan,0.398,4.39,2.89,-1.88
True,SG 553,Heavy Metal,Min,0,10,0,0,0,1.84,0.64,0.43,0.44,0.41,0.15,6.4,5.2,-1.88
False,CZ75-Auto,Red Astor,Min,0,0,0,0,10,1.41,0.72,0.51,0.37,0.36,1.0,3.6,1.98,-1.88
True,P90,Cocoa Rampage,Max,0,0,0,10,0,1.75,0.82,0.32,0.44,0.28,0.38,4.4,2.89,-1.88
False,CZ75-Auto,Eco,Max,0,8,1,1,0,2.8,1.23,0.68,0.55,0.5,0.109,11.07,10.56,-1.88
True,SCAR-20,Blueprint,Min,0,0,1,9,0,1.57,0.41,0.23,0.36,0.18,0.4429999999999999,3.47,1.83,-1.88
False,UMP-45,Arctic Wolf,Min,0,0,0,10,0,1.26,0.66,0.38,0.37,0.33,0.45,3.7,2.1,-1.88
False,CZ75-Auto,Red Astor,Max,8,1,1,0,0,1.41,0.72,0.51,0.37,0.36,0.022,12.51,12.22,-1.88
False,XM1014,Zombie Offensive,Max,0,0,8,1,1,1.3,0.66,0.39,0.35,0.35,0.203,3.82,2.23,-1.88
False,Galil AR,Black Sand,Max,7,1,1,1,0,0.52,0.18,0.12,0.12,0.11,0.06,4.06,2.51,-1.88
True,Five-SeveN,Scumbria,Min,1,1,1,7,0,1.41,0.3,0.14,0.13,0.13,0.375,2.76,1.01,-1.88
False,Sawed-Off,Highwayman,Min,0,0,0,0,10,2.09,1.1,0.74,0.53,0.49,1.0,4.9,3.47,-1.88
True,CZ75-Auto,Circaetus,Min,0,10,0,0,0,1.75,0.64,0.34,0.32,0.32,0.15,6.4,5.2,-1.88
False,XM1014,Black Tie,Max,0,0,9,1,0,1.79,0.78,0.49,0.47,0.37,0.173,4.88,3.45,-1.88
True,Dual Berettas,Ventilators,Min,0,10,0,0,0,0.84,0.42,0.25,0.35,nan,0.15,4.2,2.67,-1.88
True,MAC-10,Whitefish,Min,0,10,0,0,0,1.93,0.71,0.35,0.28,0.28,0.15,7.1,6.0,-1.88
True,P2000,Gnarled,Min,1,1,1,1,6,1.2,0.27,0.12,0.12,0.12,0.705,2.43,0.63,-1.88
False,UMP-45,Riot,Max,0,0,0,9,1,0.4,0.29,0.2,0.28,0.19,0.387,2.71,0.94,-1.89
True,SCAR-20,Grotto,Min,0,0,1,1,8,1.12,0.63,0.38,0.41,0.45,0.483,4.39,2.88,-1.89
False,Negev,dev_texture,Min,0,0,0,0,10,1.19,0.65,0.37,0.35,0.33,0.65,3.3,1.62,-1.89
False,MAC-10,Button Masher,Min,0,0,0,1,9,1.24,0.66,0.48,0.33,0.33,0.945,3.3,1.62,-1.89
True,XM1014,Zombie Offensive,Max,0,0,8,1,1,2.82,1.15,0.54,0.54,0.49,0.203,5.35,3.98,-1.89
True,MP9,Sand Scale,Max,0,0,0,10,0,1.01,0.49,0.33,0.38,nan,0.38,3.8,2.19,-1.89
False,SCAR-20,Powercore,Max,0,0,8,1,1,1.49,0.65,0.4,0.34,0.35,0.203,3.89,2.3,-1.89
True,G3SG1,Keeping Tabs,Min,0,0,10,0,0,1.97,1.08,0.43,0.44,0.29,0.38,4.3,2.77,-1.89
False,UMP-45,Arctic Wolf,Min,0,0,1,9,0,1.26,0.66,0.38,0.37,0.33,0.4429999999999999,3.71,2.1,-1.89
False,CZ75-Auto,Red Astor,Min,0,0,0,1,9,1.41,0.72,0.51,0.37,0.36,0.945,3.61,1.98,-1.89
False,P250,Cyber Shell,Min,0,0,10,0,0,1.23,0.65,0.37,0.35,0.33,0.38,3.7,2.08,-1.89
True,MAG-7,Heaven Guard,Max,10,0,0,0,0,1.01,0.64,0.43,0.44,nan,0.0,10.1,9.44,-1.89
True,Negev,Desert-Strike,Min,1,1,1,7,0,0.79,0.4,0.21,0.28,0.39,0.375,3.36,1.7,-1.89
True,MP9,Sand Scale,Min,0,0,0,10,0,1.01,0.49,0.33,0.38,nan,0.45,3.8,2.19,-1.89
