Stattrak,Weapon Name,Skin Name,Range Delimeter,#FN,#MW,#FT,#WW,#BS,$FN,$MW,$FT,$WW,$BS,floatAvg,Avg Cost,Avg Profit,Net Profit After Steam ($)
True,MAC-10,Allure,min,2,5,3,0,0,4.1,1.74,0.89,0.69,0.63,0.08,19.57,23.06,0.49
False,UMP-45,Oscillator,min,5,1,4,0,0,0.41,0.21,0.13,0.13,0.13,0.0669999999999999,2.78,3.76,0.49
True,SCAR-20,Assault,min,3,5,2,0,0,0.82,0.31,0.16,0.29,0.17,0.065,4.33,5.54,0.49
True,MAC-10,Rangeen,min,2,6,2,0,0,1.26,0.81,0.38,0.7,0.52,0.072,8.14,9.93,0.49
False,M4A4,Poly Mag,min,0,10,0,0,0,0.84,0.22,0.12,0.09,0.08,0.07,2.2,3.09,0.49
True,XM1014,Teclu Burner,min,0,8,2,0,0,5.27,2.83,1.45,1.84,1.48,0.086,25.54,29.94,0.49
False,P250,Contaminant,min,0,10,0,0,0,0.69,0.43,0.25,0.24,0.18,0.07,4.3,5.51,0.49
True,Sawed-Off,Limelight,min,0,0,7,2,1,5.47,1.98,0.96,1.0,0.8,0.226,9.52,11.51,0.49
True,UMP-45,Briefing,min,1,9,0,0,0,1.24,0.31,0.16,0.14,0.14,0.063,4.03,5.2,0.49
True,MAC-10,Monkeyflage,min,0,0,8,2,0,1.68,0.43,0.21,0.15,0.14,0.196,1.98,2.84,0.49
False,Tec-9,Brother,min,0,1,9,0,0,1.53,0.94,0.54,0.42,0.38,0.142,5.8,7.23,0.49
True,P250,Visions,min,0,0,1,1,8,35.05,17.14,9.06,8.15,6.76,0.413,71.29,82.55,0.49
True,SCAR-20,Grotto,min,1,2,7,0,0,1.12,0.63,0.38,0.4,0.45,0.119,5.04,6.36,0.49
True,M249,Deep Relief,min,5,4,0,1,0,1.67,0.73,0.3,0.25,0.23,0.066,11.52,13.81,0.49
True,P2000,Lifted Spirits,min,0,1,8,1,0,0.91,0.38,0.17,0.16,0.2,0.1649999999999999,1.9,2.75,0.49
True,M249,Aztec,min,0,0,7,2,1,3.5,1.92,1.01,0.87,0.71,0.226,9.52,11.51,0.49
True,Negev,Desert-Strike,min,1,0,9,0,0,0.79,0.39,0.21,0.26,0.39,0.1349999999999999,2.68,3.65,0.49
True,MP5-SD,Agent,min,0,4,6,0,0,11.19,2.63,1.15,0.85,0.97,0.118,17.42,20.59,0.49
True,P2000,Acid Etched,min,0,3,6,1,0,6.05,1.95,0.94,0.77,0.72,0.1489999999999999,12.26,14.67,0.49
False,MAC-10,Rangeen,min,1,9,0,0,0,0.51,0.29,0.17,0.2,0.25,0.063,3.12,4.16,0.49
False,Nova,Windblown,min,3,5,2,0,0,0.42,0.22,0.21,0.21,0.2,0.065,2.78,3.76,0.49
True,P2000,Imperial,min,6,0,4,0,0,1.2,0.83,0.62,nan,nan,0.06,9.68,11.7,0.49
True,UMP-45,Primal Saber,min,0,1,9,0,0,19.62,9.75,3.99,4.29,3.18,0.142,45.66,53.07,0.49
True,Sawed-Off,Zander,min,0,0,10,0,0,0.99,0.49,0.22,0.16,0.16,0.15,2.2,3.09,0.49
True,MAG-7,Petroglyph,min,5,4,0,1,0,2.79,1.16,0.55,0.53,nan,0.066,19.12,22.55,0.49
True,PP-Bizon,Harvester,min,0,3,6,1,0,1.17,0.35,0.21,0.17,0.18,0.1489999999999999,2.48,3.41,0.49
False,M249,O.S.I.P.R.,min,4,4,2,0,0,0.42,0.21,0.13,0.13,0.13,0.058,2.78,3.76,0.49
False,MP5-SD,Liquidation,min,0,8,2,0,0,1.23,0.64,0.43,0.32,0.3,0.086,5.98,7.44,0.49
True,CZ75-Auto,Vendetta,min,1,0,9,0,0,2.1,0.7,0.31,0.26,0.26,0.1349999999999999,4.89,6.18,0.49
True,G3SG1,Ventilator,min,3,5,2,0,0,0.76,0.29,0.15,0.2,nan,0.065,4.03,5.2,0.49
True,P2000,Lifted Spirits,min,0,7,3,0,0,0.91,0.38,0.17,0.16,0.2,0.094,3.17,4.2,0.48
True,G3SG1,Scavenger,min,0,2,6,1,1,2.99,1.61,0.91,0.8,0.7,0.187,10.18,12.26,0.48
True,MAC-10,Classic Crate,min,0,9,1,0,0,1.12,0.29,0.16,0.14,0.14,0.078,2.77,3.73,0.48
True,MAC-10,Allure,min,0,2,6,2,0,4.1,1.74,0.89,0.69,0.63,0.18,10.2,12.28,0.48
True,Nova,Ranger,min,0,4,6,0,0,2.05,0.68,0.29,0.26,0.25,0.118,4.46,5.68,0.48
True,CZ75-Auto,Distressed,min,4,6,0,0,0,0.86,0.27,0.13,0.12,0.12,0.042,5.06,6.37,0.48
False,G3SG1,Keeping Tabs,min,2,7,1,0,0,0.72,0.42,0.21,0.22,0.17,0.064,4.59,5.83,0.48
True,XM1014,Ziggy,min,0,8,2,0,0,2.93,1.47,0.74,1.18,0.75,0.086,13.24,15.78,0.48
True,G3SG1,High Seas,max,0,1,2,4,3,5.91,2.84,1.18,1.22,0.95,0.481,12.93,15.42,0.48
True,XM1014,Ziggy,min,1,5,4,0,0,2.93,1.47,0.74,1.18,0.75,0.095,13.24,15.78,0.48
True,UMP-45,Arctic Wolf,min,0,9,0,1,0,3.07,1.3,0.59,0.66,0.47,0.101,12.36,14.77,0.48
True,P90,Shapewood,min,0,3,6,1,0,26.59,9.08,3.56,3.04,3.22,0.1489999999999999,51.64,59.94,0.48
False,UMP-45,Plastique,min,0,0,9,1,0,1.66,1.01,0.64,0.75,0.59,0.173,6.51,8.04,0.48
True,CZ75-Auto,Polymer,min,5,1,4,0,0,1.01,0.48,0.3,0.3,0.29,0.0669999999999999,6.73,8.29,0.48
False,MAC-10,Monkeyflage,min,1,9,0,0,0,0.41,0.2,0.11,0.08,0.08,0.063,2.21,3.09,0.48
True,Dual Berettas,Shred,min,1,1,8,0,0,0.98,0.6,0.33,0.47,0.33,0.127,4.22,5.41,0.48
True,MAG-7,Foresight,min,0,7,3,0,0,0.7,0.38,0.17,0.21,0.2,0.094,3.17,4.2,0.48
False,P250,Wingshot,min,4,5,1,0,0,4.0,2.09,1.33,1.31,1.31,0.05,27.78,32.49,0.48
True,Negev,Lionfish,min,2,4,4,0,0,2.7,1.16,0.58,0.53,0.52,0.088,12.36,14.77,0.48
False,FAMAS,Crypsis,min,2,8,0,0,0,0.53,0.32,0.2,0.21,0.17,0.056,3.62,4.72,0.48
True,MAC-10,Rangeen,min,5,3,2,0,0,1.26,0.81,0.38,0.7,0.52,0.051,9.49,11.46,0.48
True,M249,Aztec,min,0,5,4,1,0,3.5,1.92,1.01,0.87,0.71,0.133,14.51,17.24,0.48
False,MP7,Powercore,min,1,0,9,0,0,2.8,1.36,0.65,0.7,0.53,0.1349999999999999,8.65,10.5,0.48
True,P90,Chopper,min,5,3,2,0,0,4.54,2.37,1.5,2.0,1.58,0.051,32.81,38.28,0.48
False,P250,Cyber Shell,min,3,6,1,0,0,1.22,0.65,0.37,0.35,0.33,0.057,7.93,9.67,0.48
True,Galil AR,Destroyer,min,2,8,0,0,0,0.96,0.51,0.24,0.34,0.23,0.056,6.0,7.45,0.48
False,Nova,Windblown,min,3,6,1,0,0,0.42,0.22,0.21,0.21,0.2,0.057,2.79,3.76,0.48
True,SCAR-20,Grotto,min,0,5,5,0,0,1.12,0.63,0.38,0.4,0.45,0.11,5.05,6.36,0.48
False,CZ75-Auto,Pole Position,min,6,0,4,0,0,1.88,0.75,0.43,0.4,0.37,0.06,13.0,15.5,0.48
True,M249,Warbird,min,2,8,0,0,0,2.79,0.96,0.51,0.57,0.53,0.066,13.26,15.8,0.48
True,Sawed-Off,Spirit Board,min,0,1,7,1,1,0.84,0.36,0.17,0.16,0.21,0.195,1.92,2.75,0.47
True,Nova,Wild Six,min,0,0,8,2,0,2.77,1.18,0.54,0.57,0.46,0.196,5.46,6.82,0.47
True,Negev,Terrain,min,1,6,3,0,0,1.04,0.6,0.41,0.7,nan,0.087,5.87,7.29,0.47
False,P90,Neoqueen,min,8,0,1,1,0,5.35,3.96,2.47,3.23,5.59,0.053,48.5,56.32,0.47
False,SCAR-20,Outbreak,min,5,1,4,0,0,0.34,0.18,0.1,0.1,0.11,0.0669999999999999,2.28,3.17,0.47
False,SCAR-20,Outbreak,min,3,7,0,0,0,0.34,0.18,0.1,0.1,0.11,0.049,2.28,3.17,0.47
False,Sawed-Off,Kiss♥Love,min,3,6,0,1,0,17.93,9.93,5.9,4.8,4.33,0.08,118.17,136.43,0.47
True,MAC-10,Carnivore,min,0,2,8,0,0,1.91,0.41,0.21,0.2,0.2,0.1339999999999999,2.5,3.41,0.47
False,G3SG1,Dream Glade,min,0,0,10,0,0,1.62,0.66,0.37,0.33,0.33,0.15,3.7,4.79,0.47
False,SCAR-20,Outbreak,min,4,4,2,0,0,0.34,0.18,0.1,0.1,0.11,0.058,2.28,3.17,0.47
True,Galil AR,Crimson Tsunami,min,0,1,8,1,0,4.82,2.99,1.9,1.85,1.82,0.1649999999999999,20.04,23.58,0.47
True,MAG-7,Petroglyph,min,5,4,1,0,0,2.79,1.16,0.55,0.53,nan,0.043,19.14,22.55,0.47
True,MAC-10,Last Dive,max,0,0,1,0,9,4.33,2.71,1.93,1.98,1.52,0.506,15.61,18.49,0.47
True,M249,Aztec,min,0,0,6,4,0,3.5,1.92,1.01,0.87,0.71,0.242,9.54,11.51,0.47
False,MP7,Abyssal Apparition,min,0,3,6,1,0,10.32,4.71,2.18,1.8,1.62,0.1489999999999999,29.01,33.91,0.47
True,MP5-SD,Agent,min,0,1,8,0,1,11.19,2.63,1.15,0.85,0.97,0.172,12.8,15.26,0.47
False,P250,Cyber Shell,min,4,3,3,0,0,1.22,0.65,0.37,0.35,0.33,0.0659999999999999,7.94,9.67,0.47
True,MP5-SD,Necro Jr.,min,0,0,9,0,1,1.35,0.38,0.19,0.17,0.21,0.18,1.92,2.75,0.47
True,Tec-9,Snek-9,min,0,9,1,0,0,1.95,0.57,0.29,0.24,0.24,0.078,5.42,6.77,0.47
True,G3SG1,Stinger,min,0,0,8,2,0,3.12,1.34,0.68,0.72,0.65,0.196,6.88,8.45,0.47
True,P2000,Ivory,min,0,2,8,0,0,2.36,0.43,0.23,0.17,0.17,0.1339999999999999,2.7,3.65,0.47
True,MP9,Sand Scale,min,4,4,2,0,0,1.03,0.49,0.33,0.37,nan,0.058,6.74,8.29,0.47
False,MP5-SD,Kitbash,min,0,1,9,0,0,1.49,0.96,0.54,0.43,0.38,0.142,5.82,7.23,0.47
True,G3SG1,Scavenger,min,0,0,8,2,0,2.99,1.61,0.91,0.8,0.7,0.196,8.88,10.75,0.47
False,Nova,Windblown,min,3,7,0,0,0,0.42,0.22,0.21,0.21,0.2,0.049,2.8,3.76,0.47
False,Galil AR,Connexion,min,0,1,9,0,0,1.49,0.96,0.54,0.47,0.39,0.142,5.82,7.23,0.47
True,MAG-7,Sonar,min,4,4,2,0,0,1.08,0.46,0.29,0.29,nan,0.058,6.74,8.29,0.47
False,P90,Chopper,min,0,1,9,0,0,1.78,1.0,0.58,0.92,0.55,0.142,6.22,7.69,0.47
True,Nova,Windblown,min,0,2,8,0,0,1.33,0.62,0.35,0.36,0.39,0.1339999999999999,4.04,5.19,0.47
False,SCAR-20,Powercore,min,3,6,1,0,0,1.48,0.65,0.4,0.34,0.35,0.057,8.74,10.59,0.47
True,SCAR-20,Enforcer,min,0,0,8,1,1,5.1,1.74,0.89,0.72,0.67,0.203,8.51,10.33,0.47
True,CZ75-Auto,Polymer,min,4,5,1,0,0,1.01,0.48,0.3,0.3,0.29,0.05,6.74,8.29,0.47
True,MAC-10,Rangeen,min,3,4,3,0,0,1.26,0.81,0.38,0.7,0.52,0.073,8.16,9.93,0.47
False,SG 553,Dragon Tech,min,4,5,1,0,0,3.0,1.92,1.06,0.96,0.72,0.05,22.66,26.6,0.47
True,P90,Vent Rush,min,0,3,5,2,0,6.27,3.6,1.65,1.67,1.32,0.172,22.39,26.29,0.47
False,R8 Revolver,Junk Yard,min,3,5,2,0,0,0.49,0.21,0.14,0.14,0.13,0.065,2.8,3.76,0.47
True,XM1014,Seasons,min,2,0,8,0,0,4.52,3.22,2.0,2.13,1.93,0.12,25.04,29.34,0.47
True,Five-SeveN,Scrawl,max,0,1,0,2,7,1.91,0.45,0.22,0.19,0.21,0.805,2.3,3.19,0.47
False,M249,Downtown,min,0,3,6,1,0,2.95,1.86,1.05,0.85,0.73,0.1489999999999999,12.73,15.18,0.47
True,M249,System Lock,min,1,0,9,0,0,1.91,0.72,0.35,0.4,0.31,0.1349999999999999,5.06,6.36,0.47
True,UMP-45,Corporal,min,1,9,0,0,0,1.3,0.58,0.38,0.4,0.32,0.068,6.52,8.04,0.47
False,Five-SeveN,Triumvirate,min,4,4,2,0,0,3.33,2.13,1.76,1.58,1.49,0.058,25.36,29.7,0.46
False,P2000,Handgun,min,0,0,10,0,0,3.75,1.19,0.66,0.51,0.46,0.15,6.6,8.11,0.46
True,P2000,Lifted Spirits,min,0,1,7,1,1,0.91,0.38,0.17,0.16,0.2,0.195,1.93,2.75,0.46
True,SCAR-20,Grotto,min,0,5,4,1,0,1.12,0.63,0.38,0.4,0.45,0.133,5.07,6.36,0.46
True,MAG-7,Firestarter,min,0,8,2,0,0,10.78,1.32,0.85,1.04,1.78,0.086,12.26,14.63,0.46
True,MAC-10,Rangeen,min,6,1,3,0,0,1.26,0.81,0.38,0.7,0.52,0.052,9.51,11.46,0.46
True,SG 553,Atlas,min,0,2,8,0,0,0.85,0.32,0.15,0.2,0.12,0.1339999999999999,1.84,2.65,0.46
True,Tec-9,Snek-9,min,0,7,3,0,0,1.95,0.57,0.29,0.24,0.24,0.094,4.86,6.12,0.46
True,AUG,Amber Slipstream,min,0,9,1,0,0,1.01,0.57,0.3,0.35,0.37,0.078,5.43,6.77,0.46
False,MAC-10,Button Masher,min,3,5,2,0,0,1.23,0.66,0.48,0.33,0.33,0.065,7.95,9.67,0.46
True,SCAR-20,Torn,min,6,2,1,1,0,1.73,0.96,0.51,0.47,nan,0.067,13.28,15.8,0.46
True,G3SG1,Orange Crash,min,4,6,0,0,0,0.75,0.32,0.16,0.18,0.17,0.042,4.92,6.19,0.46
False,MP7,Special Delivery,min,7,3,0,0,0,3.2,1.8,1.12,1.1,1.06,0.021,27.8,32.49,0.46
False,Glock-18,Umbral Rabbit,min,1,0,9,0,0,6.21,4.25,2.43,2.42,1.81,0.1349999999999999,28.08,32.82,0.46
True,MAC-10,Ensnared,max,0,1,0,0,9,2.13,0.51,0.21,0.21,0.2,0.825,2.31,3.19,0.46
False,CZ75-Auto,Eco,min,4,4,2,0,0,2.79,1.23,0.66,0.54,0.5,0.058,17.4,20.54,0.46
False,AUG,Aristocrat,min,3,5,2,0,0,1.98,1.02,0.59,0.97,0.54,0.065,12.22,14.58,0.46
False,P90,Chopper,min,5,1,4,0,0,1.78,1.0,0.58,0.92,0.55,0.0669999999999999,12.22,14.58,0.46
True,Sawed-Off,Spirit Board,min,0,1,8,0,1,0.84,0.36,0.17,0.16,0.21,0.172,1.93,2.75,0.46
True,MAG-7,Cobalt Core,min,0,1,9,0,0,1.26,0.75,0.33,0.36,0.31,0.142,3.72,4.81,0.46
False,MAG-7,Monster Call,min,1,6,3,0,0,1.68,0.94,0.54,0.43,0.39,0.087,8.94,10.81,0.46
True,UMP-45,Corporal,min,0,4,5,0,1,1.3,0.58,0.38,0.4,0.32,0.148,4.54,5.75,0.46
True,SCAR-20,Outbreak,min,7,2,1,0,0,1.15,0.67,0.32,0.23,0.26,0.029,9.71,11.7,0.46
True,SCAR-20,Poultrygeist,min,4,2,4,0,0,0.71,0.38,0.18,0.2,0.19,0.074,4.32,5.49,0.46
False,M249,Aztec,min,0,3,6,1,0,1.53,1.0,0.61,0.59,0.43,0.1489999999999999,7.25,8.87,0.46
True,CZ75-Auto,Eco,min,0,5,5,0,0,6.85,2.64,1.22,1.16,1.14,0.11,19.3,22.73,0.46
False,MP5-SD,Agent,min,0,1,8,1,0,2.67,1.02,0.63,0.48,0.43,0.1649999999999999,6.54,8.04,0.45
True,AUG,Amber Slipstream,min,1,2,7,0,0,1.01,0.57,0.3,0.35,0.37,0.119,4.25,5.41,0.45
True,PP-Bizon,Osiris,min,0,0,9,1,0,4.34,2.65,1.53,1.29,1.09,0.173,15.06,17.84,0.45
False,MAG-7,Sonar,min,0,10,0,0,0,0.31,0.17,0.12,0.13,nan,0.07,1.7,2.47,0.45
True,Five-SeveN,Scrawl,max,0,1,0,1,8,1.91,0.45,0.22,0.19,0.21,0.86,2.32,3.19,0.45
True,Sawed-Off,Limelight,min,0,6,3,1,0,5.47,1.98,0.96,1.0,0.8,0.125,15.76,18.64,0.45
False,G3SG1,Scavenger,min,0,9,1,0,0,1.24,0.8,0.52,0.43,0.39,0.078,7.72,9.4,0.45
False,UMP-45,Plastique,min,0,10,0,0,0,1.66,1.01,0.64,0.75,0.59,0.07,10.1,12.13,0.45
True,P250,Contaminant,min,0,3,7,0,0,1.94,0.85,0.34,0.82,0.29,0.126,4.93,6.18,0.45
True,UMP-45,Exposure,min,6,1,3,0,0,2.93,1.48,0.88,1.14,0.97,0.052,21.7,25.47,0.45
True,Negev,Drop Me,min,0,0,9,0,1,1.05,0.42,0.21,0.14,0.13,0.18,2.02,2.84,0.45
True,MAC-10,Ensnared,max,0,1,1,0,8,2.13,0.51,0.21,0.21,0.2,0.773,2.32,3.19,0.45
True,Five-SeveN,Triumvirate,min,6,2,1,1,0,6.74,4.28,2.79,2.28,2.35,0.067,54.07,62.69,0.45
True,Tec-9,Jambiya,min,1,9,0,0,0,2.37,0.73,0.43,0.34,0.3,0.063,8.94,10.8,0.45
True,MAG-7,Sonar,min,1,1,8,0,0,1.08,0.46,0.29,0.29,nan,0.127,3.86,4.95,0.45
True,P250,Iron Clad,min,0,8,2,0,0,1.7,0.38,0.22,0.29,0.21,0.086,3.48,4.51,0.45
False,Sawed-Off,Apocalypto,min,4,4,2,0,0,1.93,0.86,0.5,0.43,0.42,0.058,12.16,14.51,0.45
True,SCAR-20,Poultrygeist,min,1,0,9,0,0,0.71,0.38,0.18,0.2,0.19,0.1349999999999999,2.33,3.19,0.45
True,P90,Vent Rush,min,1,1,6,0,2,6.27,3.6,1.65,1.67,1.32,0.187,22.41,26.29,0.45
True,Tec-9,Brother,min,0,3,6,1,0,4.31,1.53,0.83,0.66,0.61,0.1489999999999999,10.23,12.28,0.45
True,MAG-7,Foresight,min,0,3,7,0,0,0.7,0.38,0.17,0.21,0.2,0.126,2.33,3.19,0.45
True,SCAR-20,Poultrygeist,min,0,7,3,0,0,0.71,0.38,0.18,0.2,0.19,0.094,3.2,4.2,0.45
True,MAG-7,Foresight,min,0,1,8,0,1,0.7,0.38,0.17,0.21,0.2,0.172,1.94,2.75,0.45
True,MAC-10,Ensnared,max,0,1,0,1,8,2.13,0.51,0.21,0.21,0.2,0.78,2.32,3.19,0.45
True,R8 Revolver,Crazy 8,min,2,7,0,1,0,8.8,3.62,1.74,1.35,1.22,0.087,44.29,51.45,0.45
False,UMP-45,Exposure,min,4,4,2,0,0,1.26,0.69,0.46,0.5,0.45,0.058,8.72,10.55,0.45
False,UMP-45,Oscillator,min,4,5,1,0,0,0.41,0.21,0.13,0.13,0.13,0.05,2.82,3.76,0.45
True,P250,Iron Clad,min,0,2,8,0,0,1.7,0.38,0.22,0.29,0.21,0.1339999999999999,2.52,3.41,0.45
True,UMP-45,Gold Bismuth,min,2,0,7,1,0,8.22,4.85,2.22,1.8,1.69,0.143,33.78,39.36,0.45
True,G3SG1,Ventilator,min,10,0,0,0,0,0.76,0.29,0.15,0.2,nan,0.0,7.6,9.25,0.45
True,XM1014,Seasons,min,1,8,1,0,0,4.52,3.22,2.0,2.13,1.93,0.071,32.28,37.64,0.45
True,Negev,Drop Me,min,1,6,3,0,0,1.05,0.42,0.21,0.14,0.13,0.087,4.2,5.34,0.45
False,CZ75-Auto,Tacticat,min,0,10,0,0,0,1.31,0.71,0.43,0.48,0.42,0.07,7.1,8.68,0.45
True,CZ75-Auto,Distressed,min,5,1,4,0,0,0.86,0.27,0.13,0.12,0.12,0.0669999999999999,5.09,6.37,0.45
True,R8 Revolver,Banana Cannon,min,0,5,4,1,0,14.97,6.97,3.43,2.72,2.54,0.133,51.29,59.5,0.45
True,MP7,Special Delivery,min,0,1,8,1,0,7.52,4.01,2.26,1.99,1.71,0.1649999999999999,24.08,28.21,0.45
True,P2000,Lifted Spirits,min,0,3,7,0,0,0.91,0.38,0.17,0.16,0.2,0.126,2.33,3.19,0.45
True,P2000,Lifted Spirits,max,0,2,0,1,7,0.91,0.38,0.17,0.16,0.2,0.775,2.32,3.19,0.45
False,MP5-SD,Liquidation,min,0,10,0,0,0,1.23,0.64,0.43,0.32,0.3,0.07,6.4,7.88,0.45
True,MAC-10,Rangeen,min,4,2,4,0,0,1.26,0.81,0.38,0.7,0.52,0.074,8.18,9.93,0.45
True,Tec-9,Snek-9,min,0,5,4,1,0,1.95,0.57,0.29,0.24,0.24,0.133,4.25,5.41,0.45
True,Tec-9,Snek-9,min,0,5,4,0,1,1.95,0.57,0.29,0.24,0.24,0.1399999999999999,4.25,5.41,0.45
False,Glock-18,Umbral Rabbit,min,4,5,1,0,0,6.21,4.25,2.43,2.42,1.81,0.05,48.52,56.32,0.45
False,XM1014,Zombie Offensive,min,5,1,4,0,0,1.31,0.66,0.4,0.35,0.35,0.0669999999999999,8.81,10.65,0.45
True,MP5-SD,Kitbash,min,1,3,5,1,0,3.27,1.69,0.83,0.79,0.58,0.1339999999999999,13.28,15.79,0.45
False,Sawed-Off,Yorick,min,0,0,10,0,0,0.45,0.18,0.09,0.07,0.07,0.15,0.9,1.55,0.45
False,SCAR-20,Fragments,min,0,10,0,0,0,1.02,0.64,0.42,0.34,0.3,0.07,6.4,7.88,0.45
True,M249,Emerald Poison Dart,min,0,2,7,1,0,4.16,2.67,1.87,1.63,nan,0.1569999999999999,20.06,23.58,0.45
True,UMP-45,Roadblock,min,3,7,0,0,0,1.03,0.42,0.22,0.14,0.14,0.049,6.03,7.45,0.45
True,Negev,Desert-Strike,min,0,1,9,0,0,0.79,0.39,0.21,0.26,0.39,0.142,2.28,3.14,0.45
True,P2000,Lifted Spirits,min,0,1,8,0,1,0.91,0.38,0.17,0.16,0.2,0.172,1.94,2.75,0.45
True,SCAR-20,Enforcer,min,0,4,6,0,0,5.1,1.74,0.89,0.72,0.67,0.118,12.3,14.67,0.45
True,MP7,Akoben,min,2,0,8,0,0,0.71,0.41,0.23,0.3,0.22,0.12,3.26,4.27,0.45
True,Nova,Toy Soldier,min,0,4,5,1,0,7.92,2.94,1.29,1.1,1.22,0.141,19.31,22.73,0.45
True,SG 553,Dragon Tech,min,3,6,0,0,1,6.86,3.75,1.68,1.8,1.21,0.087,44.29,51.45,0.45
True,SG 553,Darkwing,min,0,8,2,0,0,7.72,1.88,0.93,0.76,0.72,0.086,16.9,19.95,0.45
True,SCAR-20,Assault,min,0,8,2,0,0,0.82,0.31,0.16,0.29,0.17,0.086,2.8,3.73,0.45
False,M249,Downtown,min,0,2,6,1,1,2.95,1.86,1.05,0.85,0.73,0.187,11.6,13.85,0.45
True,Nova,Windblown,min,6,2,2,0,0,1.33,0.62,0.35,0.36,0.39,0.044,9.92,11.92,0.45
False,MP7,Powercore,min,0,3,6,1,0,2.8,1.36,0.65,0.7,0.53,0.1489999999999999,8.68,10.5,0.45
False,CZ75-Auto,Polymer,min,0,10,0,0,0,0.32,0.17,0.13,0.14,0.15,0.07,1.7,2.47,0.45
True,PP-Bizon,Harvester,min,0,3,7,0,0,1.17,0.35,0.21,0.17,0.18,0.126,2.52,3.41,0.45
False,Dual Berettas,Flora Carnivora,min,0,3,7,0,0,3.31,1.8,1.05,0.82,0.74,0.126,12.75,15.18,0.45
False,UMP-45,Scaffold,min,1,8,1,0,0,2.34,1.32,1.05,1.07,1.1,0.071,13.95,16.54,0.44
False,MAC-10,Monkeyflage,min,0,7,3,0,0,0.41,0.2,0.11,0.08,0.08,0.094,1.73,2.5,0.44
True,Nova,Wild Six,min,0,0,7,3,0,2.77,1.18,0.54,0.57,0.46,0.219,5.49,6.82,0.44
False,R8 Revolver,Banana Cannon,min,4,0,6,0,0,6.03,3.97,2.35,1.87,1.68,0.09,38.22,44.46,0.44
True,MAG-7,Petroglyph,min,0,4,5,1,0,2.79,1.16,0.55,0.53,nan,0.141,7.92,9.61,0.44
False,SCAR-20,Fragments,min,0,0,10,0,0,1.02,0.64,0.42,0.34,0.3,0.15,4.2,5.33,0.44
False,R8 Revolver,Crazy 8,min,1,0,9,0,0,3.31,1.81,1.05,0.8,0.71,0.1349999999999999,12.76,15.18,0.44
False,M249,Aztec,min,0,3,7,0,0,1.53,1.0,0.61,0.59,0.43,0.126,7.27,8.87,0.44
True,XM1014,Teclu Burner,min,0,1,9,0,0,5.27,2.83,1.45,1.84,1.48,0.142,15.88,18.77,0.44
True,SG 553,Tiger Moth,min,0,0,7,3,0,7.14,3.04,1.48,1.3,1.22,0.219,14.26,16.9,0.44
True,Nova,Wild Six,min,0,2,8,0,0,2.77,1.18,0.54,0.57,0.46,0.1339999999999999,6.68,8.19,0.44
True,SCAR-20,Poultrygeist,min,5,1,4,0,0,0.71,0.38,0.18,0.2,0.19,0.0669999999999999,4.65,5.86,0.44
True,UMP-45,Roadblock,min,4,3,3,0,0,1.03,0.42,0.22,0.14,0.14,0.0659999999999999,6.04,7.45,0.44
True,Negev,Drop Me,min,0,3,6,1,0,1.05,0.42,0.21,0.14,0.13,0.1489999999999999,2.66,3.57,0.44
True,UMP-45,Roadblock,min,1,6,3,0,0,1.03,0.42,0.22,0.14,0.14,0.087,4.21,5.34,0.44
True,XM1014,Ziggy,min,3,5,2,0,0,2.93,1.47,0.74,1.18,0.75,0.065,17.62,20.77,0.44
True,Negev,Drop Me,min,0,0,9,1,0,1.05,0.42,0.21,0.14,0.13,0.173,2.03,2.84,0.44
True,MP7,Impire,min,2,5,3,0,0,6.98,4.29,3.56,2.31,nan,0.08,46.09,53.51,0.44
True,MAG-7,Foresight,min,0,1,8,1,0,0.7,0.38,0.17,0.21,0.2,0.1649999999999999,1.95,2.75,0.44
True,MP7,Powercore,min,0,1,8,1,0,5.75,2.6,1.18,1.36,1.1,0.1649999999999999,13.4,15.92,0.44
False,M249,O.S.I.P.R.,min,5,1,4,0,0,0.42,0.21,0.13,0.13,0.13,0.0669999999999999,2.83,3.76,0.44
True,Five-SeveN,Scrawl,max,0,1,1,1,7,1.91,0.45,0.22,0.19,0.21,0.798,2.33,3.19,0.44
False,Dual Berettas,Flora Carnivora,min,1,0,9,0,0,3.31,1.8,1.05,0.82,0.74,0.1349999999999999,12.76,15.18,0.44
True,P2000,Lifted Spirits,min,3,2,5,0,0,0.91,0.38,0.17,0.16,0.2,0.089,4.34,5.49,0.44
False,P90,Off World,min,3,5,2,0,0,0.55,0.33,0.18,0.26,0.16,0.065,3.66,4.72,0.44
True,P250,Cyber Shell,min,6,0,4,0,0,3.13,1.28,0.58,0.85,0.5,0.06,21.1,24.77,0.44
False,MP7,Special Delivery,min,8,0,1,1,0,3.2,1.8,1.12,1.1,1.06,0.053,27.82,32.49,0.44
True,Nova,Clear Polymer,min,2,3,5,0,0,7.7,4.77,2.15,1.9,1.7,0.096,40.46,47.04,0.44
True,G3SG1,Murky,min,2,7,1,0,0,1.79,1.22,0.93,nan,nan,0.064,13.05,15.51,0.44
True,P2000,Imperial,min,5,3,2,0,0,1.2,0.83,0.62,nan,nan,0.051,9.73,11.7,0.44
False,P250,Re.built,min,0,0,10,0,0,1.03,0.63,0.42,0.32,0.29,0.15,4.2,5.33,0.44
