Float,Weapon Name,Skin Name,Single Cost ($),10x Cost ($),Average Profit ($),Net Profit ($),Net Profit After Steam ($),ROI %
0.0,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.0,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.0,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.0,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.0,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.01,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.02,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.03,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
0.04,FAMAS,Djinn,10.07,100.7,57.02,-43.68,-38.22,-37.95
