nameID,market_name,market_hash_name,border_color,image,latest,min,avg,max,mean,median,unstable,unstable_reason,first_seen
176209316,Street Soldier | Phoenix,Street Soldier | Phoenix,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4W1Iwhl3frQTitD_tW3mpSC2aKtYb7VwzwFuMEp3r3Fo43z0AawqkY4Y272I4CWewc8aF2C-VK8wr_xxcjrFbD02bU,4.53,4.45,5.1,5.41,5.08,5.112500000000001,False,False,1606953600000
176096473,The Elite Mr. Muhlik | Elite Crew,The Elite Mr. Muhlik | Elite Crew,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4WpLgJ07OXJYzRD4siw2oaIlKHyMbqJlT9SsJQiie_DrI2hiVW2qBY6YGjwcoKTJgdvYlmD81OggbC4YwmkZXc,3.29,1.12,3.29,3.56,3.29,3.35,False,False,1574035200000
176262921,Trapper Aggressor | Guerrilla Warfare,Trapper Aggressor | Guerrilla Warfare,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4WvPgln3_b3YzxL6Nmkq5aKhf71Pa_X2G4HuMFyjr-Z8dvwjgO1rRFlNzimLIaUJFM2aFuB81K4leq7jJO7vZXXiSw0KyJv-_Q,3.8,1.12,4.3,4.68,4.25,4.34,False,False,1632265200000
176263076,Trapper | Guerrilla Warfare,Trapper | Guerrilla Warfare,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4WvPgln3_b3YzxL6Nmkq5aKhf71Pa_XxCVU7JYn07yWpYqjiQa38hdkY23xItfBIQQ9MA7WqFftkLi-jcK4uJXA1zI97fJAIyH0,5.69,4.61,6.05,6.51,6.02,6.057,False,False,1632265200000
176262766,Vypa Sista of the Revolution | Guerrilla Warfare,Vypa Sista of the Revolution | Guerrilla Warfare,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4WvPgln3_b3YzxL6Nmkq5aKhf71Pa_U2DMJsJQj0rHA94_w3AaxqBc-az-iJI7AewE_NF3S-gTslbu8g5a5v8nXiSw05gLyqBQ,15.39,13.01,14.86,16.1,14.84,14.9065,False,False,1632265200000
176209284,'Blueberries' Buckshot | NSWC SEAL,'Blueberries' Buckshot | NSWC SEAL,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztUoreaOBM27OXJYzRD4si82tOIxq_3N-yDl2hXuZQhibuUpN2jjQPtqRc5Z2zxd9DDclRqaArW_wWggbC4Uzmy7rk,3.35,1.08,3.55,3.92,3.46,3.644,False,False,1606953600000
176262691,'Medium Rare' Crasswater | Guerrilla Warfare,'Medium Rare' Crasswater | Guerrilla Warfare,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4WvPgln3_b3YzxL6Nmkq5aKhf71Pa_TxCUDuZ0njLnC94r00Vbh_ktvMW7zJoCcdlQ9ZFiC-AfryOrojJC_6smd1zI97aG-vIXM,9.1,8.0,8.98,9.73,8.94,8.962499999999999,False,False,1632265200000
176096416,'The Doctor' Romanov | Sabre,'The Doctor' Romanov | Sabre,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztDu4WnKgtr0v33ZzxQ5d24gIjFz_OlZbqJxD4C68cp2u-Z9Ijw0AXmrUZoZm2iLI-cc1M7MAmC_FntwvCv28EpZvYmDw,4.92,4.92,5.23,5.64,5.22,5.221,False,False,1574035200000
176209278,'Two Times' McCoy | TACP Cavalry,'Two Times' McCoy | TACP Cavalry,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztUoreaOBM27OXJYzRD4si62tKKlKelZOKFlztVv5ZzjOyVrdqtjAfmqhVoYjr2J4fDIQQ7aAyCrACggbC4LzEcez0,1.13,0.62,2.22,2.49,2.21,2.276,False,False,1606953600000
176096507,'Two Times' McCoy | USAF TACP,'Two Times' McCoy | USAF TACP,D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXA6Q1NL4kmrAlOA0_FVPCi2t_fUkRxNztUoreaOBM27OXJYzRD4si72oSJk6SiYbnTkDtSsMcg2r6QoI6t2AHlqUtvZT_3LIeRcAU8ZAvY-AeggbC4xBSHpL8,1.72,1.12,2.25,2.4,2.23,2.27,False,False,1574035200000
