itemID,itemType,itemMarketName,medianPrice
176097721,Weapon,★ StatTrak™ Survival Knife | Scorched,137.8
176097671,Weapon,★ Paracord Knife | Crimson Web,267.56
176096556,Weapon,AWP | Gungnir,1613.38
176097492,Weapon,★ StatTrak™ Skeleton Knife | Forest DDPAT,251.81
176097745,Weapon,★ Skeleton Knife | Slaughter,907.82
176097521,Weapon,★ Survival Knife,413.97
176097641,Weapon,★ StatTrak™ Survival Knife,264.99
176097762,Weapon,★ StatTrak™ Paracord Knife | Boreal Forest,129.83
176098055,Weapon,★ StatTrak™ Nomad Knife | Boreal Forest,160.94
176097809,Weapon,★ StatTrak™ Nomad Knife | Blue Steel,300.67
176097584,Weapon,★ StatTrak™ Skeleton Knife | Crimson Web,1079.7
176097532,Weapon,★ StatTrak™ Paracord Knife | Night Stripe,126.33
176097604,Weapon,★ StatTrak™ Skeleton Knife | Scorched,347.5
176098041,Weapon,★ StatTrak™ Nomad Knife | Case Hardened,239.8
176097849,Weapon,★ StatTrak™ Survival Knife | Blue Steel,136.37
176097756,Weapon,★ StatTrak™ Nomad Knife | Slaughter,447.45
176098068,Weapon,★ StatTrak™ Skeleton Knife | Scorched,290.0
176098059,Weapon,★ StatTrak™ Paracord Knife | Case Hardened,212.49
176098204,Weapon,★ StatTrak™ Survival Knife | Stained,193.17
176097508,Weapon,AWP | Gungnir,1057.72
176097791,Weapon,★ StatTrak™ Skeleton Knife | Slaughter,1111.37
176097772,Weapon,★ StatTrak™ Survival Knife | Stained,164.66
176097239,Weapon,★ StatTrak™ Skeleton Knife | Blue Steel,500.11
176098162,Weapon,★ StatTrak™ Skeleton Knife | Urban Masked,365.0
176098029,Weapon,★ StatTrak™ Paracord Knife | Stained,171.14
176098167,Weapon,★ StatTrak™ Nomad Knife | Urban Masked,266.63
176098104,Weapon,★ Paracord Knife | Boreal Forest,330.66
176098351,Weapon,★ StatTrak™ Survival Knife | Crimson Web,256.21
176097583,Weapon,★ Survival Knife | Case Hardened,317.82
176098195,Weapon,★ StatTrak™ Skeleton Knife | Night Stripe,577.47
176098512,Weapon,★ StatTrak™ Survival Knife | Urban Masked,110.61
176098535,Weapon,★ StatTrak™ Paracord Knife | Boreal Forest,112.86
176097725,Weapon,★ StatTrak™ Nomad Knife | Stained,219.03
176097546,Weapon,★ StatTrak™ Paracord Knife | Scorched,149.41
176097997,Weapon,★ StatTrak™ Nomad Knife | Case Hardened,288.62
176098793,Weapon,★ StatTrak™ Nomad Knife | Night Stripe,151.14
176099017,Weapon,★ StatTrak™ Paracord Knife | Urban Masked,499.99
176099273,Weapon,★ StatTrak™ Skeleton Knife | Stained,435.48
176098487,Weapon,★ StatTrak™ Survival Knife | Safari Mesh,96.61
176097652,Weapon,★ StatTrak™ Skeleton Knife | Blue Steel,466.0
176099199,Weapon,★ StatTrak™ Skeleton Knife | Forest DDPAT,383.9
176099578,Weapon,★ StatTrak™ Survival Knife | Fade,
176098716,Weapon,★ StatTrak™ Skeleton Knife | Night Stripe,342.44
176097938,Weapon,★ StatTrak™ Survival Knife | Forest DDPAT,111.81
176099186,Weapon,★ StatTrak™ Skeleton Knife | Forest DDPAT,234.5
30963855,Weapon,★ StatTrak™ Huntsman Knife | Boreal Forest,343.94
176100038,Weapon,★ StatTrak™ Survival Knife | Crimson Web,275.97
176099838,Weapon,★ Survival Knife | Scorched,138.65
176100198,Weapon,★ StatTrak™ Skeleton Knife | Crimson Web,614.65
176100029,Weapon,★ StatTrak™ Survival Knife | Boreal Forest,111.02
176097724,Weapon,★ StatTrak™ Survival Knife | Forest DDPAT,116.01
176100173,Weapon,★ Paracord Knife | Night Stripe,303.47
176098084,Weapon,★ StatTrak™ Survival Knife | Stained,126.5
176100166,Weapon,★ Skeleton Knife | Night Stripe,571.0
176097688,Weapon,★ StatTrak™ Nomad Knife | Safari Mesh,130.05
176100298,Weapon,★ StatTrak™ Survival Knife | Blue Steel,160.01
176100347,Weapon,★ StatTrak™ Paracord Knife | Blue Steel,179.09
176098197,Weapon,★ StatTrak™ Skeleton Knife | Case Hardened,762.57
176099262,Weapon,★ Paracord Knife | Scorched,278.94
176100091,Weapon,★ StatTrak™ Survival Knife | Boreal Forest,132.12
176100814,Weapon,★ Paracord Knife | Fade,684.24
176098830,Weapon,★ StatTrak™ Nomad Knife | Stained,239.91
176103643,Weapon,★ Skeleton Knife | Forest DDPAT,
176103726,Weapon,★ Survival Knife | Safari Mesh,149.85
176104355,Weapon,★ StatTrak™ Nomad Knife | Crimson Web,840.02
176100443,Weapon,★ StatTrak™ Paracord Knife | Crimson Web,233.61
176101642,Weapon,★ StatTrak™ Paracord Knife | Safari Mesh,88.44
176103512,Weapon,★ Paracord Knife | Urban Masked,
176105432,Weapon,★ StatTrak™ Survival Knife | Night Stripe,147.77
176104111,Weapon,★ Survival Knife | Night Stripe,270.69
176099412,Weapon,★ StatTrak™ Survival Knife | Safari Mesh,106.42
176098842,Weapon,★ StatTrak™ Paracord Knife | Night Stripe,197.34
176105601,Weapon,★ StatTrak™ Survival Knife | Boreal Forest,109.83
176099121,Weapon,★ StatTrak™ Nomad Knife | Forest DDPAT,163.6
176103534,Weapon,★ StatTrak™ Survival Knife | Night Stripe,179.92
176106126,Weapon,★ StatTrak™ Stiletto Knife | Forest DDPAT,173.6
176098192,Weapon,★ Skeleton Knife | Fade,1786.01
176098894,Weapon,★ StatTrak™ Skeleton Knife | Case Hardened,584.93
176101517,Weapon,★ StatTrak™ Skeleton Knife | Urban Masked,696.37
176101441,Weapon,★ StatTrak™ Paracord Knife | Boreal Forest,115.16
176103349,Weapon,★ StatTrak™ Paracord Knife | Forest DDPAT,108.59
176102193,Weapon,★ StatTrak™ Nomad Knife | Scorched,133.75
176097565,Weapon,★ Nomad Knife | Case Hardened,580.1
176107543,Weapon,★ StatTrak™ Paracord Knife | Fade,
176098457,Weapon,★ Nomad Knife | Blue Steel,425.34
176092209,Weapon,★ StatTrak™ Classic Knife | Crimson Web,728.72
176101818,Weapon,★ StatTrak™ Paracord Knife | Urban Masked,145.09
176098106,Weapon,★ Skeleton Knife | Stained,735.03
176108021,Weapon,★ Nomad Knife | Boreal Forest,285.5
176097866,Weapon,★ StatTrak™ Skeleton Knife | Stained,383.81
176108690,Weapon,★ Nomad Knife | Safari Mesh,295.48
176105406,Weapon,★ StatTrak™ Paracord Knife | Crimson Web,549.82
176109268,Weapon,★ StatTrak™ Survival Knife | Blue Steel,288.67
176109141,Weapon,★ StatTrak™ Paracord Knife | Crimson Web,290.02
176102155,Weapon,★ StatTrak™ Skeleton Knife | Crimson Web,
176109851,Weapon,★ StatTrak™ Nomad Knife | Forest DDPAT,216.75
176100074,Weapon,★ StatTrak™ Survival Knife | Crimson Web,483.0
176103481,Weapon,★ StatTrak™ Nomad Knife | Boreal Forest,151.25
176103425,Weapon,★ Survival Knife | Blue Steel,186.05
176098789,Weapon,★ StatTrak™ Survival Knife | Urban Masked,135.57
176109787,Weapon,★ Survival Knife | Forest DDPAT,162.52
176111791,Weapon,★ StatTrak™ Skeleton Knife | Scorched,326.43
176107173,Weapon,★ StatTrak™ Skeleton Knife | Safari Mesh,252.74
176099350,Weapon,★ Skeleton Knife | Urban Masked,
176111587,Weapon,★ StatTrak™ Nomad Knife | Safari Mesh,116.18
176105014,Weapon,★ StatTrak™ Nomad Knife | Blue Steel,309.13
176111950,Weapon,★ StatTrak™ Survival Knife | Stained,224.75
176112755,Weapon,★ StatTrak™ Survival Knife | Urban Masked,113.3
176099429,Weapon,★ StatTrak™ Skeleton Knife | Slaughter,852.0
176110567,Weapon,★ Nomad Knife | Night Stripe,261.7
176110781,Weapon,★ StatTrak™ Huntsman Knife | Ultraviolet,
176113902,Weapon,★ StatTrak™ Paracord Knife | Boreal Forest,155.25
176106375,Weapon,★ StatTrak™ Skeleton Knife | Urban Masked,395.6
176101205,Weapon,★ Classic Knife | Scorched,153.3
176102357,Weapon,★ Skeleton Knife | Safari Mesh,531.34
176102931,Weapon,★ StatTrak™ Survival Knife | Scorched,104.38
176098861,Weapon,★ StatTrak™ Skeleton Knife | Boreal Forest,300.01
176117423,Weapon,★ StatTrak™ Nomad Knife | Fade,
32630068,Weapon,★ StatTrak™ Bayonet | Boreal Forest,333.34
176099300,Weapon,★ StatTrak™ Nomad Knife | Urban Masked,140.13
176098377,Weapon,★ StatTrak™ Skeleton Knife | Safari Mesh,249.99
17127691,Weapon,★ StatTrak™ Gut Knife | Forest DDPAT,150.25
13293702,Weapon,★ StatTrak™ Gut Knife | Boreal Forest,
176122657,Weapon,★ StatTrak™ Paracord Knife | Urban Masked,116.44
176136290,Weapon,★ StatTrak™ Classic Knife | Safari Mesh,
176107486,Weapon,★ StatTrak™ Nomad Knife | Scorched,149.64
176138809,Weapon,★ Survival Knife | Boreal Forest,195.06
176103668,Weapon,★ StatTrak™ Stiletto Knife | Ultraviolet,786.9
176110573,Weapon,★ StatTrak™ Paracord Knife | Slaughter,338.9
25411526,Weapon,★ StatTrak™ Bayonet | Forest DDPAT,331.02
13297755,Weapon,★ StatTrak™ Huntsman Knife | Forest DDPAT,272.08
176186037,Weapon,StatTrak™ Desert Eagle | Printstream,93.82
176101420,Weapon,★ StatTrak™ Paracord Knife | Scorched,111.69
176186408,Weapon,★ StatTrak™ Nomad Knife | Urban Masked,305.98
176209249,Weapon,Rezan the Redshirt | Sabre,2.98
176209278,Weapon,'Two Times' McCoy | TACP Cavalry,2.67
176209163,Weapon,Sir Bloody Silent Darryl | The Professionals,18.92
176209157,Weapon,Cmdr. Mae 'Dead Cold' Jamison | SWAT,8.7
176209197,Weapon,Safecracker Voltzmann | The Professionals,12.45
176209160,Weapon,Sir Bloody Loudmouth Darryl | The Professionals,37.32
176209299,Weapon,Number K | The Professionals,39.39
176209187,Weapon,Sir Bloody Miami Darryl | The Professionals,65.27
176209431,Weapon,John 'Van Healen' Kask | SWAT,3.54
176209194,Weapon,Getaway Sally | The Professionals,43.1
176209316,Weapon,Street Soldier | Phoenix,6.99
176209284,Weapon,'Blueberries' Buckshot | NSWC SEAL,6.03
176209464,Weapon,Bio-Haz Specialist | SWAT,4.37
176209283,Weapon,1st Lieutenant Farlow | SWAT,4.95
176209322,Weapon,Sir Bloody Darryl Royale | The Professionals,27.2
176209199,Weapon,Little Kev | The Professionals,14.22
176209158,Weapon,Sir Bloody Skullhead Darryl | The Professionals,23.71
176209362,Weapon,Chem-Haz Specialist | SWAT,5.45
176209270,Weapon,Sergeant Bombson | SWAT,4.54
176209247,Weapon,Dragomir | Sabre Footsoldier,2.76
176263146,Weapon,Col. Mangos Dabisi | Guerrilla Warfare,10.27
176262793,Weapon,Lieutenant Rex Krikey | SEAL Frogman,7.13
176262695,Weapon,Officer Jacques Beltram | Gendarmerie Nationale,6.4
176262679,Weapon,Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman,39.57
176262665,Weapon,Arno The Overgrown | Guerrilla Warfare,5.33
176262921,Weapon,Trapper Aggressor | Guerrilla Warfare,6.93
176262986,Weapon,Mr. Muhlik | Elite Crew,6.65
176262967,Weapon,Sous-Lieutenant Medic | Gendarmerie Nationale,3.23
176263044,Weapon,Lieutenant 'Tree Hugger' Farlow | SWAT,6.4
176262766,Weapon,Vypa Sista of the Revolution | Guerrilla Warfare,21.76
176262703,Weapon,Elite Trapper Solman | Guerrilla Warfare,15.19
176262691,Weapon,'Medium Rare' Crasswater | Guerrilla Warfare,16.3
176262965,Weapon,Chem-Haz Capitaine | Gendarmerie Nationale,8.24
176262937,Weapon,Primeiro Tenente | Brazilian 1st Battalion,11.46
