itemID,itemType,itemMarketName,medianPrice
176288538,Agent,StatTrak™ Five-SeveN | Scrawl (Minimal Wear),0.51
176288535,Agent,StatTrak™ Sawed-Off | Spirit Board (Minimal Wear),0.42
176288523,Agent,MAC-10 | Ensnared (Well-Worn),0.08
176288488,Agent,MAG-7 | Foresight (Factory New),0.28
176288544,Agent,MP7 | Abyssal Apparition (Minimal Wear),5.34
176288490,Agent,MAC-10 | Ensnared (Field-Tested),0.1
176288509,Agent,MP7 | Abyssal Apparition (Field-Tested),2.38
176288516,Agent,PP-Bizon | Space Cat (Field-Tested),0.34
176288528,Agent,MAC-10 | Ensnared (Minimal Wear),0.15
176288536,Agent,Dual Berettas | Melondrama (Minimal Wear),5.52
176288471,Agent,SCAR-20 | Poultrygeist (Field-Tested),0.08
176288477,Agent,MAG-7 | Foresight (Field-Tested),0.07
176288617,Agent,StatTrak™ MAG-7 | Foresight (Factory New),0.82
176288503,Agent,MP5-SD | Necro Jr. (Well-Worn),0.07
176288483,Agent,StatTrak™ P2000 | Lifted Spirits (Well-Worn),0.16
176288515,Agent,StatTrak™ MAC-10 | Ensnared (Field-Tested),0.2
176288533,Agent,MAG-7 | Foresight (Battle-Scarred),0.08
176288561,Agent,StatTrak™ Dual Berettas | Melondrama (Well-Worn),3.74
176288635,Agent,StatTrak™ USP-S | Ticket to Hell (Battle-Scarred),1.87
176288654,Agent,MP9 | Starlight Protector (Well-Worn),6.13
176288664,Agent,MP9 | Starlight Protector (Battle-Scarred),3.69
176288668,Agent,AK-47 | Nightwish (Factory New),167.4
176288673,Agent,StatTrak™ MP9 | Starlight Protector (Minimal Wear),37.43
176288650,Agent,StatTrak™ MAG-7 | Foresight (Well-Worn),0.21
176288633,Agent,StatTrak™ PP-Bizon | Space Cat (Well-Worn),0.77
176288607,Agent,StatTrak™ XM1014 | Zombie Offensive (Well-Worn),0.54
176288595,Agent,StatTrak™ Dual Berettas | Melondrama (Battle-Scarred),2.87
176288559,Agent,MP9 | Starlight Protector (Factory New),36.71
176288564,Agent,StatTrak™ P2000 | Lifted Spirits (Field-Tested),0.17
176288531,Agent,StatTrak™ MAG-7 | Foresight (Field-Tested),0.17
176288602,Agent,StatTrak™ SCAR-20 | Poultrygeist (Battle-Scarred),0.23
176288521,Agent,Sawed-Off | Spirit Board (Well-Worn),0.07
176288484,Agent,SCAR-20 | Poultrygeist (Well-Worn),0.07
176288472,Agent,StatTrak™ SCAR-20 | Poultrygeist (Factory New),0.85
176288489,Agent,P2000 | Lifted Spirits (Well-Worn),0.07
176288499,Agent,Five-SeveN | Scrawl (Well-Worn),0.07
176288598,Agent,G3SG1 | Dream Glade (Factory New),1.96
176288552,Agent,StatTrak™ MP5-SD | Necro Jr. (Well-Worn),0.16
176288627,Agent,MP9 | Starlight Protector (Minimal Wear),14.95
176288597,Agent,StatTrak™ G3SG1 | Dream Glade (Well-Worn),0.47
176288577,Agent,StatTrak™ PP-Bizon | Space Cat (Minimal Wear),1.95
176288651,Agent,M4A1-S | Night Terror (Well-Worn),1.95
176288486,Agent,USP-S | Ticket to Hell (Well-Worn),1.07
176288586,Agent,StatTrak™ XM1014 | Zombie Offensive (Factory New),3.34
176288590,Agent,StatTrak™ G3SG1 | Dream Glade (Factory New),4.01
176288589,Agent,AK-47 | Nightwish (Minimal Wear),61.62
176288618,Agent,AK-47 | Nightwish (Well-Worn),19.76
176288537,Agent,MAC-10 | Ensnared (Factory New),0.49
176288581,Agent,StatTrak™ MAC-10 | Ensnared (Minimal Wear),0.55
176288532,Agent,StatTrak™ MAG-7 | Foresight (Battle-Scarred),0.24
176288495,Agent,FAMAS | Rapid Eye Movement (Well-Worn),1.89
176288520,Agent,M4A1-S | Night Terror (Field-Tested),0.97
176288525,Agent,USP-S | Ticket to Hell (Field-Tested),0.65
176288478,Agent,M4A1-S | Night Terror (Minimal Wear),1.31
176288570,Agent,M4A1-S | Night Terror (Factory New),2.45
176288485,Agent,USP-S | Ticket to Hell (Minimal Wear),1.36
176288474,Agent,M4A1-S | Night Terror (Battle-Scarred),2.9
176288567,Agent,USP-S | Ticket to Hell (Factory New),3.16
176288512,Agent,PP-Bizon | Space Cat (Battle-Scarred),0.31
176288685,Agent,StatTrak™ M4A1-S | Night Terror (Well-Worn),6.57
176288481,Agent,MAG-7 | Foresight (Minimal Wear),0.14
176288551,Agent,FAMAS | Rapid Eye Movement (Field-Tested),2.39
176288519,Agent,StatTrak™ USP-S | Ticket to Hell (Field-Tested),2.66
176288514,Agent,XM1014 | Zombie Offensive (Factory New),1.58
176288492,Agent,SCAR-20 | Poultrygeist (Minimal Wear),0.14
176288502,Agent,XM1014 | Zombie Offensive (Field-Tested),0.34
176288759,Agent,StatTrak™ AK-47 | Nightwish (Factory New),316.95
176288820,Agent,StatTrak™ MP9 | Starlight Protector (Well-Worn),14.57
176288491,Agent,Five-SeveN | Scrawl (Minimal Wear),0.14
176288505,Agent,P2000 | Lifted Spirits (Field-Tested),0.07
176288625,Agent,StatTrak™ P2000 | Lifted Spirits (Factory New),1.14
176288615,Agent,StatTrak™ Five-SeveN | Scrawl (Battle-Scarred),0.26
176288592,Agent,StatTrak™ M4A1-S | Night Terror (Field-Tested),3.72
176288506,Agent,MAG-7 | Foresight (Well-Worn),0.07
176271655,Agent,Souvenir AK-47 | Gold Arabesque (Battle-Scarred),1158.47
176292939,Agent,★ StatTrak™ Falchion Knife | Bright Water (Battle-Scarred),125.69
176271449,Agent,Souvenir M4A1-S | Imminent Danger (Battle-Scarred),458.0
176282139,Agent,Souvenir AWP | Desert Hydra (Minimal Wear),1674.08
176273615,Agent,Souvenir AWP | Desert Hydra (Field-Tested),1548.28
176272489,Agent,Souvenir M4A1-S | Imminent Danger (Field-Tested),971.0
176274058,Agent,Souvenir AK-47 | Gold Arabesque (Field-Tested),1661.38
176313781,Agent,★ StatTrak™ Skeleton Knife | Night Stripe (Factory New),1224.13
176279386,Agent,Souvenir AWP | Desert Hydra (Battle-Scarred),1326.28
176271797,Agent,Souvenir M4A1-S | Welcome to the Jungle (Field-Tested),1063.15
176224958,Agent,M4A1-S | Welcome to the Jungle (Factory New),
176271606,Agent,Souvenir AWP | Desert Hydra (Well-Worn),
75299293,Agent,★ StatTrak™ Shadow Daggers | Boreal Forest (Factory New),323.36
176263099,Agent,AK-47 | Gold Arabesque (Factory New),1915.07
176321184,Agent,UMP-45 | Roadblock (Field-Tested),0.11
176321193,Agent,M4A4 | Poly Mag (Minimal Wear),0.22
176321173,Agent,FAMAS | Meow 36 (Minimal Wear),0.21
176321166,Agent,Galil AR | Destroyer (Field-Tested),0.11
176321163,Agent,MAC-10 | Monkeyflage (Field-Tested),0.11
176321179,Agent,MAC-10 | Monkeyflage (Minimal Wear),0.22
176321167,Agent,FAMAS | Meow 36 (Field-Tested),0.11
176321162,Agent,Galil AR | Destroyer (Minimal Wear),0.22
176321208,Agent,StatTrak™ Negev | Drop Me (Well-Worn),0.14
176321204,Agent,Negev | Drop Me (Well-Worn),0.07
176321174,Agent,SG 553 | Dragon Tech (Minimal Wear),1.79
176321220,Agent,Glock-18 | Winterized (Well-Worn),0.09
176321183,Agent,SG 553 | Dragon Tech (Field-Tested),0.92
176321190,Agent,M249 | Downtown (Battle-Scarred),0.67
176321171,Agent,P250 | Visions (Field-Tested),5.43
176321241,Agent,StatTrak™ Negev | Drop Me (Minimal Wear),0.43
176321225,Agent,Sawed-Off | Kiss♥Love (Well-Worn),4.69
176321218,Agent,M249 | Downtown (Minimal Wear),1.7
176321206,Agent,StatTrak™ FAMAS | Meow 36 (Field-Tested),0.28
176321203,Agent,StatTrak™ M4A4 | Poly Mag (Well-Worn),0.26
176321196,Agent,StatTrak™ Galil AR | Destroyer (Battle-Scarred),0.23
176321207,Agent,Dual Berettas | Flora Carnivora (Battle-Scarred),0.66
176321234,Agent,FAMAS | Meow 36 (Battle-Scarred),0.07
176321221,Agent,Negev | Drop Me (Minimal Wear),0.21
176321198,Agent,Glock-18 | Winterized (Battle-Scarred),0.09
176321187,Agent,UMP-45 | Roadblock (Minimal Wear),0.21
176321172,Agent,MAC-10 | Monkeyflage (Well-Worn),0.07
176321170,Agent,StatTrak™ Galil AR | Destroyer (Field-Tested),0.25
176321201,Agent,Dual Berettas | Flora Carnivora (Field-Tested),0.94
176321232,Agent,Galil AR | Destroyer (Well-Worn),0.09
176321233,Agent,FAMAS | Meow 36 (Factory New),0.64
176321200,Agent,UMP-45 | Roadblock (Well-Worn),0.07
176321213,Agent,M4A4 | Poly Mag (Battle-Scarred),0.07
176321229,Agent,StatTrak™ Glock-18 | Winterized (Battle-Scarred),0.23
176321178,Agent,StatTrak™ Glock-18 | Winterized (Well-Worn),0.23
176321251,Agent,Glock-18 | Winterized (Factory New),0.56
176321189,Agent,Negev | Drop Me (Field-Tested),0.11
176321237,Agent,Galil AR | Destroyer (Battle-Scarred),0.07
176321180,Agent,Negev | Drop Me (Battle-Scarred),0.07
176321252,Agent,StatTrak™ Negev | Drop Me (Field-Tested),0.22
176321224,Agent,Dual Berettas | Flora Carnivora (Minimal Wear),1.77
176321181,Agent,Glock-18 | Winterized (Field-Tested),0.11
176321164,Agent,Dual Berettas | Flora Carnivora (Well-Worn),0.76
176321236,Agent,P250 | Visions (Battle-Scarred),4.12
176321238,Agent,SG 553 | Dragon Tech (Factory New),3.5
176321195,Agent,R8 Revolver | Crazy 8 (Well-Worn),0.73
176321216,Agent,StatTrak™ Galil AR | Destroyer (Factory New),1.05
176321214,Agent,StatTrak™ M4A4 | Poly Mag (Minimal Wear),1.0
176321261,Agent,StatTrak™ Glock-18 | Winterized (Field-Tested),0.29
176321202,Agent,StatTrak™ M249 | Downtown (Field-Tested),1.7
176321176,Agent,Galil AR | Destroyer (Factory New),0.42
176321299,Agent,StatTrak™ M249 | Downtown (Minimal Wear),3.48
176321231,Agent,AK-47 | Ice Coaled (Battle-Scarred),9.01
176321264,Agent,AWP | Chromatic Aberration (Field-Tested),19.98
176321188,Agent,Glock-18 | Winterized (Minimal Wear),0.22
176321182,Agent,R8 Revolver | Crazy 8 (Minimal Wear),1.73
176321205,Agent,Sawed-Off | Kiss♥Love (Battle-Scarred),3.99
176321222,Agent,StatTrak™ Negev | Drop Me (Battle-Scarred),0.14
176321249,Agent,StatTrak™ UMP-45 | Roadblock (Well-Worn),0.14
176321254,Agent,AK-47 | Ice Coaled (Field-Tested),13.25
176321169,Agent,AK-47 | Ice Coaled (Minimal Wear),24.38
176321302,Agent,Sawed-Off | Kiss♥Love (Factory New),19.53
176321219,Agent,P250 | Visions (Minimal Wear),9.75
176321281,Agent,Sawed-Off | Kiss♥Love (Field-Tested),5.47
176321242,Agent,Sawed-Off | Kiss♥Love (Minimal Wear),9.55
176321168,Agent,M249 | Downtown (Field-Tested),0.93
176321175,Agent,P90 | Vent Rush (Field-Tested),0.92
176321295,Agent,AK-47 | Ice Coaled (Factory New),45.11
176321199,Agent,R8 Revolver | Crazy 8 (Field-Tested),0.91
176321215,Agent,StatTrak™ FAMAS | Meow 36 (Minimal Wear),0.57
176321247,Agent,R8 Revolver | Crazy 8 (Factory New),3.82
176321185,Agent,M4A4 | Poly Mag (Well-Worn),0.09
176321257,Agent,StatTrak™ M4A4 | Poly Mag (Field-Tested),0.38
176321256,Agent,P90 | Vent Rush (Battle-Scarred),0.65
176321290,Agent,StatTrak™ R8 Revolver | Crazy 8 (Well-Worn),1.35
176321192,Agent,MAC-10 | Monkeyflage (Battle-Scarred),0.07
176321227,Agent,UMP-45 | Roadblock (Battle-Scarred),0.07
176321267,Agent,StatTrak™ P90 | Vent Rush (Factory New),6.95
176321262,Agent,StatTrak™ UMP-45 | Roadblock (Field-Tested),0.22
176321259,Agent,StatTrak™ SG 553 | Dragon Tech (Minimal Wear),3.97
176321260,Agent,StatTrak™ P90 | Vent Rush (Field-Tested),1.8
176321292,Agent,StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested),1.75
176321294,Agent,StatTrak™ P90 | Vent Rush (Minimal Wear),3.8
176321280,Agent,StatTrak™ FAMAS | Meow 36 (Well-Worn),0.2
176321239,Agent,AWP | Chromatic Aberration (Minimal Wear),35.89
176321245,Agent,StatTrak™ MAC-10 | Monkeyflage (Battle-Scarred),0.14
176321246,Agent,StatTrak™ Galil AR | Destroyer (Well-Worn),0.32
176321301,Agent,StatTrak™ Sawed-Off | Kiss♥Love (Minimal Wear),18.05
176321313,Agent,AK-47 | Ice Coaled (Well-Worn),14.26
176321286,Agent,StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred),1.23
176321212,Agent,P250 | Visions (Well-Worn),5.11
176321186,Agent,StatTrak™ MAC-10 | Monkeyflage (Factory New),1.26
176321303,Agent,StatTrak™ Sawed-Off | Kiss♥Love (Field-Tested),9.58
176321304,Agent,AWP | Chromatic Aberration (Battle-Scarred),12.61
176321309,Agent,Dual Berettas | Flora Carnivora (Factory New),3.95
176321318,Agent,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred),18.1
176321417,Agent,StatTrak™ AWP | Chromatic Aberration (Minimal Wear),75.21
176321230,Agent,USP-S | Printstream (Field-Tested),69.61
176321278,Agent,StatTrak™ SG 553 | Dragon Tech (Battle-Scarred),1.28
176321283,Agent,StatTrak™ SG 553 | Dragon Tech (Factory New),7.89
176321284,Agent,StatTrak™ R8 Revolver | Crazy 8 (Minimal Wear),3.7
176321296,Agent,StatTrak™ M249 | Downtown (Battle-Scarred),1.23
176321291,Agent,StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn),1.34
176321269,Agent,MAC-10 | Monkeyflage (Factory New),0.47
176321272,Agent,StatTrak™ SG 553 | Dragon Tech (Field-Tested),1.71
176321273,Agent,StatTrak™ FAMAS | Meow 36 (Battle-Scarred),0.19
176321310,Agent,USP-S | Printstream (Minimal Wear),108.13
176321244,Agent,StatTrak™ R8 Revolver | Crazy 8 (Field-Tested),1.82
176321274,Agent,StatTrak™ Dual Berettas | Flora Carnivora (Minimal Wear),3.76
176321314,Agent,StatTrak™ AWP | Chromatic Aberration (Field-Tested),34.98
176321343,Agent,StatTrak™ FAMAS | Meow 36 (Factory New),2.1
176321357,Agent,StatTrak™ AK-47 | Ice Coaled (Factory New),125.29
176321191,Agent,StatTrak™ Dual Berettas | Flora Carnivora (Factory New),9.47
176321279,Agent,USP-S | Printstream (Factory New),220.34
176321298,Agent,StatTrak™ P250 | Visions (Battle-Scarred),7.19
176321306,Agent,StatTrak™ USP-S | Printstream (Field-Tested),138.55
176321311,Agent,StatTrak™ AWP | Chromatic Aberration (Battle-Scarred),25.11
176321331,Agent,StatTrak™ P90 | Vent Rush (Battle-Scarred),1.26
176321275,Agent,StatTrak™ UMP-45 | Roadblock (Factory New),1.37
176321308,Agent,AWP | Chromatic Aberration (Well-Worn),19.14
176321332,Agent,StatTrak™ P250 | Visions (Factory New),37.87
176321266,Agent,StatTrak™ M249 | Downtown (Well-Worn),1.55
176321223,Agent,M249 | Downtown (Well-Worn),0.96
176321334,Agent,StatTrak™ AWP | Chromatic Aberration (Factory New),138.79
176321406,Agent,StatTrak™ USP-S | Printstream (Battle-Scarred),96.64
176321328,Agent,StatTrak™ P90 | Vent Rush (Well-Worn),1.46
176321361,Agent,StatTrak™ Sawed-Off | Kiss♥Love (Factory New),51.58
176321289,Agent,StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn),7.35
176321372,Agent,StatTrak™ R8 Revolver | Crazy 8 (Factory New),9.82
176321165,Agent,M4A4 | Poly Mag (Field-Tested),0.11
176321243,Agent,M4A4 | Poly Mag (Factory New),0.77
176321265,Agent,P90 | Vent Rush (Factory New),3.12
176321217,Agent,StatTrak™ Glock-18 | Winterized (Minimal Wear),0.74
176321210,Agent,StatTrak™ MAC-10 | Monkeyflage (Field-Tested),0.21
176321287,Agent,StatTrak™ AK-47 | Ice Coaled (Field-Tested),27.67
176321347,Agent,USP-S | Printstream (Well-Worn),61.2
176321403,Agent,StatTrak™ AWP | Chromatic Aberration (Well-Worn),39.63
176321285,Agent,StatTrak™ USP-S | Printstream (Minimal Wear),256.18
176321293,Agent,StatTrak™ M4A4 | Poly Mag (Factory New),4.63
176321329,Agent,StatTrak™ P250 | Visions (Minimal Wear),17.59
176321320,Agent,StatTrak™ AK-47 | Ice Coaled (Well-Worn),33.24
176321226,Agent,R8 Revolver | Crazy 8 (Battle-Scarred),0.63
176321250,Agent,Negev | Drop Me (Factory New),0.49
176321194,Agent,P90 | Vent Rush (Minimal Wear),1.7
176321177,Agent,FAMAS | Meow 36 (Well-Worn),0.08
176321235,Agent,UMP-45 | Roadblock (Factory New),0.49
176321255,Agent,StatTrak™ MAC-10 | Monkeyflage (Minimal Wear),0.43
176321315,Agent,StatTrak™ Glock-18 | Winterized (Factory New),4.22
176321297,Agent,SG 553 | Dragon Tech (Well-Worn),0.77
176321277,Agent,P250 | Visions (Factory New),17.75
176321253,Agent,StatTrak™ M249 | Downtown (Factory New),6.76
176321209,Agent,StatTrak™ UMP-45 | Roadblock (Battle-Scarred),0.14
176321228,Agent,StatTrak™ Galil AR | Destroyer (Minimal Wear),0.55
176321268,Agent,SG 553 | Dragon Tech (Battle-Scarred),0.63
176321263,Agent,P90 | Vent Rush (Well-Worn),0.79
176321324,Agent,StatTrak™ P250 | Visions (Field-Tested),9.59
176321333,Agent,StatTrak™ SG 553 | Dragon Tech (Well-Worn),1.53
176321300,Agent,USP-S | Printstream (Battle-Scarred),47.23
176321360,Agent,StatTrak™ P250 | Visions (Well-Worn),9.06
176321240,Agent,StatTrak™ UMP-45 | Roadblock (Minimal Wear),0.43
176321197,Agent,M249 | Downtown (Factory New),3.27
176321317,Agent,AWP | Chromatic Aberration (Factory New),56.66
176321270,Agent,StatTrak™ Negev | Drop Me (Factory New),1.26
176321271,Agent,StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred),1.21
176321380,Agent,StatTrak™ Sawed-Off | Kiss♥Love (Battle-Scarred),6.16
176321433,Agent,StatTrak™ USP-S | Printstream (Factory New),533.82
176321377,Agent,StatTrak™ USP-S | Printstream (Well-Worn),120.97
176321258,Agent,StatTrak™ MAC-10 | Monkeyflage (Well-Worn),0.15
176321282,Agent,StatTrak™ M4A4 | Poly Mag (Battle-Scarred),0.25
176321211,Agent,StatTrak™ AK-47 | Ice Coaled (Minimal Wear),54.47
176101628,Agent,★ StatTrak™ Survival Knife | Forest DDPAT (Factory New),400.0
176280144,Agent,★ Butterfly Knife | Autotronic (Factory New),1799.75
176264468,Agent,★ StatTrak™ Butterfly Knife | Gamma Doppler (Factory New),1790.75
176264250,Agent,★ StatTrak™ Butterfly Knife | Lore (Field-Tested),
176281789,Agent,★ StatTrak™ Bowie Knife | Bright Water (Battle-Scarred),
176287849,Agent,★ StatTrak™ Butterfly Knife | Black Laminate (Factory New),
176263205,Agent,M4A1-S | Imminent Danger (Factory New),1661.29
176277791,Agent,Souvenir AK-47 | Gold Arabesque (Well-Worn),
176346305,Agent,★ StatTrak™ Talon Knife | Night Stripe (Factory New),
176195461,Agent,★ StatTrak™ Bowie Knife | Boreal Forest (Factory New),
49676422,Agent,★ StatTrak™ Falchion Knife | Forest DDPAT (Factory New),
176358897,Agent,StatTrak™ SG 553 | Cyberforce (Well-Worn),0.33
176358838,Agent,StatTrak™ SG 553 | Cyberforce (Battle-Scarred),0.3
176358834,Agent,StatTrak™ SG 553 | Cyberforce (Minimal Wear),0.92
176358899,Agent,StatTrak™ MP9 | Featherweight (Well-Worn),0.33
176358805,Agent,P250 | Re.built (Factory New),0.79
176358828,Agent,StatTrak™ MAG-7 | Insomnia (Minimal Wear),0.88
176358859,Agent,StatTrak™ P250 | Re.built (Field-Tested),0.4
176358864,Agent,Glock-18 | Umbral Rabbit (Well-Worn),1.72
176358835,Agent,StatTrak™ MP5-SD | Liquidation (Minimal Wear),0.94
176358903,Agent,MP9 | Featherweight (Factory New),0.88
176358873,Agent,StatTrak™ Tec-9 | Rebel (Field-Tested),0.4
176358837,Agent,StatTrak™ SCAR-20 | Fragments (Minimal Wear),0.9
176358825,Agent,StatTrak™ MP5-SD | Liquidation (Field-Tested),0.45
176358783,Agent,StatTrak™ SG 553 | Cyberforce (Field-Tested),0.4
176358918,Agent,StatTrak™ SCAR-20 | Fragments (Battle-Scarred),0.29
176358891,Agent,StatTrak™ R8 Revolver | Banana Cannon (Field-Tested),2.47
176358904,Agent,P90 | Neoqueen (Well-Worn),1.66
176358854,Agent,StatTrak™ Tec-9 | Rebel (Battle-Scarred),0.3
176358874,Agent,R8 Revolver | Banana Cannon (Battle-Scarred),0.94
176358787,Agent,Tec-9 | Rebel (Minimal Wear),0.35
176358822,Agent,SCAR-20 | Fragments (Minimal Wear),0.36
176358778,Agent,SG 553 | Cyberforce (Minimal Wear),0.35
176358880,Agent,StatTrak™ MAC-10 | Sakkaku (Field-Tested),8.91
176358860,Agent,UMP-45 | Wild Child (Battle-Scarred),5.75
176358804,Agent,Glock-18 | Umbral Rabbit (Factory New),5.23
176358812,Agent,MP9 | Featherweight (Minimal Wear),0.36
176358840,Agent,StatTrak™ P250 | Re.built (Battle-Scarred),0.3
176358881,Agent,StatTrak™ MAG-7 | Insomnia (Well-Worn),0.31
176358788,Agent,SCAR-20 | Fragments (Field-Tested),0.2
176358853,Agent,P2000 | Wicked Sick (Well-Worn),7.03
176358856,Agent,AWP | Doodle Lore (Battle-Scarred),65.05
176358820,Agent,MAC-10 | Sakkaku (Battle-Scarred),1.05
176358784,Agent,SG 553 | Cyberforce (Field-Tested),0.2
176358790,Agent,MAG-7 | Insomnia (Field-Tested),0.21
176358809,Agent,P250 | Re.built (Field-Tested),0.2
176358780,Agent,MP5-SD | Liquidation (Minimal Wear),0.35
176358846,Agent,M4A1-S | Emphorosaur-S (Battle-Scarred),1.89
176358811,Agent,P2000 | Wicked Sick (Field-Tested),9.96
176358843,Agent,MAC-10 | Sakkaku (Well-Worn),2.22
176358815,Agent,P250 | Re.built (Minimal Wear),0.36
176358875,Agent,UMP-45 | Wild Child (Well-Worn),6.87
176358794,Agent,MP5-SD | Liquidation (Field-Tested),0.22
176358792,Agent,MP9 | Featherweight (Field-Tested),0.21
176358817,Agent,MAG-7 | Insomnia (Minimal Wear),0.36
176358786,Agent,Tec-9 | Rebel (Field-Tested),0.21
176358801,Agent,StatTrak™ MP5-SD | Liquidation (Well-Worn),0.33
176358878,Agent,StatTrak™ R8 Revolver | Banana Cannon (Well-Worn),1.89
176358851,Agent,StatTrak™ MAC-10 | Sakkaku (Well-Worn),4.32
176358905,Agent,StatTrak™ Tec-9 | Rebel (Minimal Wear),0.85
176358898,Agent,StatTrak™ MP9 | Featherweight (Battle-Scarred),0.32
176358872,Agent,StatTrak™ MP5-SD | Liquidation (Battle-Scarred),0.31
176358830,Agent,StatTrak™ Tec-9 | Rebel (Well-Worn),0.3
176358866,Agent,StatTrak™ MAG-7 | Insomnia (Battle-Scarred),0.29
176358841,Agent,SCAR-20 | Fragments (Well-Worn),0.16
176358803,Agent,StatTrak™ MP9 | Featherweight (Minimal Wear),0.92
176358796,Agent,SG 553 | Cyberforce (Well-Worn),0.15
176358823,Agent,P250 | Re.built (Well-Worn),0.15
176358802,Agent,SG 553 | Cyberforce (Battle-Scarred),0.13
176358810,Agent,Tec-9 | Rebel (Battle-Scarred),0.13
176358824,Agent,SG 553 | Cyberforce (Factory New),0.88
176358844,Agent,StatTrak™ R8 Revolver | Banana Cannon (Minimal Wear),6.22
176358785,Agent,MP9 | Featherweight (Battle-Scarred),0.13
176358781,Agent,R8 Revolver | Banana Cannon (Factory New),5.5
176358799,Agent,P250 | Re.built (Battle-Scarred),0.13
176358885,Agent,MAG-7 | Insomnia (Factory New),0.85
176358797,Agent,Tec-9 | Rebel (Well-Worn),0.14
176358827,Agent,Tec-9 | Rebel (Factory New),0.78
176358876,Agent,StatTrak™ SCAR-20 | Fragments (Field-Tested),0.4
176358857,Agent,AWP | Doodle Lore (Field-Tested),82.28
176358818,Agent,AWP | Doodle Lore (Minimal Wear),122.44
176358791,Agent,M4A1-S | Emphorosaur-S (Field-Tested),2.23
176358913,Agent,M4A4 | Temukau (Minimal Wear),192.64
176358779,Agent,M4A1-S | Emphorosaur-S (Minimal Wear),4.21
176358829,Agent,MAC-10 | Sakkaku (Field-Tested),4.47
176358789,Agent,Glock-18 | Umbral Rabbit (Field-Tested),1.52
176358845,Agent,M4A4 | Temukau (Field-Tested),59.84
176358849,Agent,AK-47 | Head Shot (Field-Tested),87.7
176358842,Agent,P90 | Neoqueen (Minimal Wear),2.88
176358826,Agent,R8 Revolver | Banana Cannon (Field-Tested),1.5
176358816,Agent,M4A1-S | Emphorosaur-S (Factory New),9.16
176358819,Agent,P90 | Neoqueen (Field-Tested),1.56
176358839,Agent,UMP-45 | Wild Child (Field-Tested),10.05
176358886,Agent,AWP | Doodle Lore (Factory New),245.0
176358865,Agent,P90 | Neoqueen (Factory New),4.68
176358814,Agent,Glock-18 | Umbral Rabbit (Minimal Wear),3.17
176358836,Agent,R8 Revolver | Banana Cannon (Minimal Wear),2.85
176358879,Agent,P2000 | Wicked Sick (Minimal Wear),20.3
176358832,Agent,Glock-18 | Umbral Rabbit (Battle-Scarred),1.16
176358870,Agent,StatTrak™ M4A1-S | Emphorosaur-S (Field-Tested),5.93
176358906,Agent,M4A1-S | Emphorosaur-S (Well-Worn),3.66
176358852,Agent,P90 | Neoqueen (Battle-Scarred),2.85
176358863,Agent,R8 Revolver | Banana Cannon (Well-Worn),1.11
176358813,Agent,StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear),11.37
176358782,Agent,MAG-7 | Insomnia (Well-Worn),0.14
176358831,Agent,SCAR-20 | Fragments (Factory New),0.73
176358807,Agent,UMP-45 | Wild Child (Minimal Wear),20.1
176358902,Agent,StatTrak™ P250 | Re.built (Well-Worn),0.32
176358895,Agent,StatTrak™ P90 | Neoqueen (Minimal Wear),6.26
176358936,Agent,StatTrak™ P2000 | Wicked Sick (Factory New),97.68
176358892,Agent,UMP-45 | Wild Child (Factory New),40.84
176358925,Agent,StatTrak™ UMP-45 | Wild Child (Field-Tested),15.36
176358926,Agent,StatTrak™ P90 | Neoqueen (Battle-Scarred),7.43
176358928,Agent,StatTrak™ SG 553 | Cyberforce (Factory New),3.21
176358912,Agent,StatTrak™ SCAR-20 | Fragments (Factory New),1.89
176358862,Agent,StatTrak™ P2000 | Wicked Sick (Well-Worn),11.32
176358858,Agent,AK-47 | Head Shot (Battle-Scarred),29.73
176358871,Agent,P2000 | Wicked Sick (Factory New),40.66
176358821,Agent,StatTrak™ P2000 | Wicked Sick (Minimal Wear),41.49
176358868,Agent,AK-47 | Head Shot (Well-Worn),48.31
176358850,Agent,AK-47 | Head Shot (Minimal Wear),151.84
176358883,Agent,StatTrak™ P250 | Re.built (Factory New),2.29
176358894,Agent,StatTrak™ Glock-18 | Umbral Rabbit (Battle-Scarred),2.48
176358922,Agent,StatTrak™ AK-47 | Head Shot (Well-Worn),98.26
176358848,Agent,StatTrak™ UMP-45 | Wild Child (Minimal Wear),42.93
176358911,Agent,StatTrak™ M4A1-S | Emphorosaur-S (Battle-Scarred),5.44
176358808,Agent,StatTrak™ UMP-45 | Wild Child (Battle-Scarred),8.8
176358877,Agent,StatTrak™ M4A4 | Temukau (Battle-Scarred),52.13
176358971,Agent,StatTrak™ AWP | Doodle Lore (Factory New),565.74
176358939,Agent,StatTrak™ P90 | Neoqueen (Well-Worn),4.91
176358995,Agent,StatTrak™ UMP-45 | Wild Child (Factory New),87.36
176358968,Agent,StatTrak™ AK-47 | Head Shot (Battle-Scarred),67.64
176358931,Agent,StatTrak™ MAG-7 | Insomnia (Factory New),2.41
176358955,Agent,StatTrak™ AWP | Doodle Lore (Well-Worn),129.06
