itemID,itemType,itemMarketName,medianPrice
176273232,Package,Stockholm 2021 Overpass Souvenir Package,6.62
176273233,Package,Stockholm 2021 Inferno Souvenir Package,5.92
176273231,Package,Stockholm 2021 Nuke Souvenir Package,5.18
176273437,Package,Stockholm 2021 Mirage Souvenir Package,5.18
176273438,Package,Stockholm 2021 Ancient Souvenir Package,5.65
176273439,Package,Stockholm 2021 Dust II Souvenir Package,12.44
176273440,Package,Stockholm 2021 Vertigo Souvenir Package,5.85
176314383,Package,Antwerp 2022 Overpass Souvenir Package,5.47
176314385,Package,Antwerp 2022 Nuke Souvenir Package,4.94
176314382,Package,Antwerp 2022 Mirage Souvenir Package,6.41
176314380,Package,Antwerp 2022 Dust II Souvenir Package,19.58
176314381,Package,Antwerp 2022 Inferno Souvenir Package,5.55
176314384,Package,Antwerp 2022 Vertigo Souvenir Package,8.1
176314518,Package,Antwerp 2022 Ancient Souvenir Package,6.17
176343373,Package,Rio 2022 Inferno Souvenir Package,6.01
176343375,Package,Rio 2022 Dust II Souvenir Package,9.69
176343374,Package,Rio 2022 Mirage Souvenir Package,5.32
176343378,Package,Rio 2022 Nuke Souvenir Package,5.66
176343376,Package,Rio 2022 Overpass Souvenir Package,5.43
176343377,Package,Rio 2022 Vertigo Souvenir Package,6.52
176343543,Package,Rio 2022 Ancient Souvenir Package,5.66
176371042,Package,Anubis Collection Package,2.16
159385800,Package,Cologne 2016 Cache Souvenir Package,26.41
159002468,Package,Cologne 2016 Train Souvenir Package,12.09
159037611,Package,Cologne 2016 Cobblestone Souvenir Package,850.0
62381105,Package,ESL One Cologne 2015 Cobblestone Souvenir Package,868.09
146035030,Package,MLG Columbus 2016 Overpass Souvenir Package,59.91
159379322,Package,Cologne 2016 Mirage Souvenir Package,21.63
77149976,Package,DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package,914.68
145770463,Package,MLG Columbus 2016 Cache Souvenir Package,20.15
35039578,Package,ESL One Katowice 2015 Dust II Souvenir Package,40.87
145782198,Package,MLG Columbus 2016 Mirage Souvenir Package,21.87
77185813,Package,DreamHack Cluj-Napoca 2015 Inferno Souvenir Package,22.86
35047216,Package,ESL One Katowice 2015 Cache Souvenir Package,39.36
62373100,Package,ESL One Cologne 2015 Train Souvenir Package,18.09
77175445,Package,DreamHack Cluj-Napoca 2015 Cache Souvenir Package,30.85
62397173,Package,ESL One Cologne 2015 Mirage Souvenir Package,21.67
62389152,Package,ESL One Cologne 2015 Cache Souvenir Package,31.93
158994933,Package,Cologne 2016 Dust II Souvenir Package,40.03
62367142,Package,ESL One Cologne 2015 Inferno Souvenir Package,15.06
146559183,Package,MLG Columbus 2016 Nuke Souvenir Package,165.32
77166229,Package,DreamHack Cluj-Napoca 2015 Dust II Souvenir Package,30.36
35041899,Package,ESL One Katowice 2015 Inferno Souvenir Package,25.07
2244970,Package,DreamHack 2013 Souvenir Package,340.23
35041900,Package,ESL One Katowice 2015 Mirage Souvenir Package,37.88
77353874,Package,DreamHack Cluj-Napoca 2015 Mirage Souvenir Package,42.96
35072643,Package,ESL One Katowice 2015 Overpass Souvenir Package,105.21
62373095,Package,ESL One Cologne 2015 Overpass Souvenir Package,70.0
77414462,Package,DreamHack Cluj-Napoca 2015 Train Souvenir Package,20.72
35038137,Package,ESL One Katowice 2015 Cobblestone Souvenir Package,905.84
62367143,Package,ESL One Cologne 2015 Dust II Souvenir Package,27.88
145804017,Package,MLG Columbus 2016 Cobblestone Souvenir Package,920.0
146006470,Package,MLG Columbus 2016 Dust II Souvenir Package,42.87
158988301,Package,Cologne 2016 Overpass Souvenir Package,100.02
145798097,Package,MLG Columbus 2016 Train Souvenir Package,32.23
77340598,Package,DreamHack Cluj-Napoca 2015 Overpass Souvenir Package,85.58
159532804,Package,Cologne 2016 Nuke Souvenir Package,39.54
17661983,Package,ESL One Cologne 2014 Inferno Souvenir Package,55.84
35059421,Package,ESL One Katowice 2015 Nuke Souvenir Package,59.54
25167069,Package,DreamHack 2014 Overpass Souvenir Package,26.23
24744600,Package,DreamHack 2014 Inferno Souvenir Package,129.73
24730294,Package,DreamHack 2014 Mirage Souvenir Package,175.79
24735150,Package,DreamHack 2014 Dust II Souvenir Package,201.96
17680852,Package,ESL One Cologne 2014 Cobblestone Souvenir Package,1308.01
17674108,Package,ESL One Cologne 2014 Cache Souvenir Package,68.52
7636396,Package,EMS One 2014 Souvenir Package,
24741195,Package,DreamHack 2014 Cache Souvenir Package,183.74
17661978,Package,ESL One Cologne 2014 Dust II Souvenir Package,126.39
17664433,Package,ESL One Cologne 2014 Mirage Souvenir Package,89.62
