itemID,itemType,itemMarketName,medianPrice
24730302,Package,DreamHack 2014 Nuke Souvenir Package,445.11
145985794,Package,MLG Columbus 2016 Inferno Souvenir Package,20.55
17677714,Package,ESL One Cologne 2014 Overpass Souvenir Package,
175868000,Package,Atlanta 2017 Cobblestone Souvenir Package,859.51
175868219,Package,Atlanta 2017 Overpass Souvenir Package,32.24
175868014,Package,Atlanta 2017 Cache Souvenir Package,18.09
175868469,Package,Atlanta 2017 Dust II Souvenir Package,24.43
175868020,Package,Atlanta 2017 Mirage Souvenir Package,15.8
175868078,Package,Atlanta 2017 Nuke Souvenir Package,40.3
175868075,Package,Atlanta 2017 Train Souvenir Package,9.74
17667813,Package,ESL One Cologne 2014 Nuke Souvenir Package,129.63
24751138,Package,DreamHack 2014 Cobblestone Souvenir Package,110.01
175907713,Package,Krakow 2017 Overpass Souvenir Package,39.28
175907949,Package,Krakow 2017 Cobblestone Souvenir Package,848.42
175907673,Package,Krakow 2017 Mirage Souvenir Package,17.97
175907836,Package,Krakow 2017 Cache Souvenir Package,29.31
175907790,Package,Krakow 2017 Train Souvenir Package,10.27
175907666,Package,Krakow 2017 Inferno Souvenir Package,13.49
175907683,Package,Krakow 2017 Nuke Souvenir Package,39.47
175956389,Package,Boston 2018 Mirage Souvenir Package,10.23
175956444,Package,Boston 2018 Overpass Souvenir Package,37.61
175956544,Package,Boston 2018 Cobblestone Souvenir Package,850.85
175956589,Package,Boston 2018 Inferno Souvenir Package,10.09
175956656,Package,Boston 2018 Cache Souvenir Package,16.21
175957475,Package,Boston 2018 Train Souvenir Package,9.43
175959070,Package,Boston 2018 Nuke Souvenir Package,38.85
176005939,Package,London 2018 Inferno Souvenir Package,9.79
176006192,Package,London 2018 Train Souvenir Package,8.18
176006037,Package,London 2018 Overpass Souvenir Package,18.12
176005998,Package,London 2018 Mirage Souvenir Package,10.24
176006290,Package,London 2018 Nuke Souvenir Package,14.55
176006787,Package,London 2018 Dust II Souvenir Package,16.18
176006424,Package,London 2018 Cache Souvenir Package,12.81
176039880,Package,Katowice 2019 Inferno Souvenir Package,10.8
176039882,Package,Katowice 2019 Cache Souvenir Package,14.87
176039879,Package,Katowice 2019 Overpass Souvenir Package,13.56
176039876,Package,Katowice 2019 Nuke Souvenir Package,9.55
176039878,Package,Katowice 2019 Dust II Souvenir Package,18.11
176039881,Package,Katowice 2019 Mirage Souvenir Package,12.19
176039877,Package,Katowice 2019 Train Souvenir Package,9.27
176081613,Package,Berlin 2019 Dust II Souvenir Package,10.64
176081617,Package,Berlin 2019 Overpass Souvenir Package,10.84
176081637,Package,Berlin 2019 Inferno Souvenir Package,7.94
176081656,Package,Berlin 2019 Nuke Souvenir Package,11.88
176081694,Package,Berlin 2019 Mirage Souvenir Package,8.69
176081623,Package,Berlin 2019 Train Souvenir Package,8.69
176081823,Package,Berlin 2019 Vertigo Souvenir Package,9.05
