StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
0,M4A1-S,Guardian,Field-Tested,Classified,Winter Offensive Weapon Case,19.99,199.89999999999998,95.73,-104.17,-91.15,-45.6
0,Dual Berettas,Marina,Factory New,Restricted,Winter Offensive Weapon Case,12.78,127.8,24.98,-102.82,-89.97,-70.4
1,P250,Mehndi,Well-Worn,Classified,Winter Offensive Weapon Case,20.2,202.0,122.69,-79.31,-69.4,-34.36
1,P250,Mehndi,Battle-Scarred,Classified,Winter Offensive Weapon Case,18.59,185.9,110.0,-75.9,-66.41,-35.72
1,AWP,Redline,Well-Worn,Classified,Winter Offensive Weapon Case,85.77,857.6999999999999,122.69,-735.01,-643.13,-74.98
1,M4A1-S,Guardian,Factory New,Classified,Winter Offensive Weapon Case,75.0,750.0,37.21,-712.79,-623.69,-83.16
0,AWP,Redline,Minimal Wear,Classified,Winter Offensive Weapon Case,69.78,697.8,6.24,-691.56,-605.12,-86.72
1,Five-SeveN,Kami,Factory New,Mil_Spec Grade,Winter Offensive Weapon Case,2.59,25.9,17.96,-7.94,-6.95,-26.83
0,Five-SeveN,Kami,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,1.25,12.5,4.96,-7.54,-6.6,-52.8
1,MP9,Rose Iron,Factory New,Restricted,Winter Offensive Weapon Case,13.17,131.7,63.36,-68.34,-59.8,-45.41
1,FAMAS,Pulse,Factory New,Restricted,Winter Offensive Weapon Case,12.91,129.1,63.36,-65.74,-57.52,-44.55
0,Five-SeveN,Kami,Factory New,Mil_Spec Grade,Winter Offensive Weapon Case,1.49,14.9,8.25,-6.65,-5.82,-39.06
1,Galil AR,Sandstorm,Well-Worn,Mil_Spec Grade,Winter Offensive Weapon Case,1.31,13.100000000000001,6.75,-6.35,-5.56,-42.44
0,Galil AR,Sandstorm,Well-Worn,Mil_Spec Grade,Winter Offensive Weapon Case,1.06,10.600000000000001,4.44,-6.16,-5.39,-50.85
0,Five-SeveN,Kami,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,1.18,11.799999999999999,5.73,-6.07,-5.31,-45.0
1,Five-SeveN,Kami,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,1.61,16.1,10.31,-5.79,-5.07,-31.49
1,Nova,Rising Skull,Factory New,Restricted,Winter Offensive Weapon Case,11.88,118.80000000000001,63.36,-55.44,-48.51,-40.83
1,M4A1-S,Guardian,Minimal Wear,Classified,Winter Offensive Weapon Case,54.49,544.9,17.58,-527.32,-461.41,-84.68
0,P250,Mehndi,Well-Worn,Classified,Winter Offensive Weapon Case,10.97,109.7,56.63,-53.07,-46.44,-42.33
1,FAMAS,Pulse,Field-Tested,Restricted,Winter Offensive Weapon Case,9.56,95.60000000000001,45.18,-50.42,-44.12,-46.15
1,P250,Mehndi,Factory New,Classified,Winter Offensive Weapon Case,51.73,517.3,37.21,-480.09,-420.08,-81.21
1,Galil AR,Sandstorm,Battle-Scarred,Mil_Spec Grade,Winter Offensive Weapon Case,1.19,11.899999999999999,6.22,-5.68,-4.97,-41.76
1,PP-Bizon,Cobalt Halftone,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,1.57,15.700000000000001,10.31,-5.39,-4.72,-30.06
0,Galil AR,Sandstorm,Battle-Scarred,Mil_Spec Grade,Winter Offensive Weapon Case,0.91,9.1,3.92,-5.18,-4.53,-49.78
0,M249,Magma,Factory New,Mil_Spec Grade,Winter Offensive Weapon Case,1.32,13.200000000000001,8.25,-4.95,-4.33,-32.8
1,Five-SeveN,Kami,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,1.33,13.3,8.48,-4.82,-4.22,-31.73
0,M249,Magma,Battle-Scarred,Mil_Spec Grade,Winter Offensive Weapon Case,0.86,8.6,3.92,-4.68,-4.09,-47.56
0,M249,Magma,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,1.04,10.4,5.73,-4.67,-4.09,-39.33
1,P250,Mehndi,Field-Tested,Classified,Winter Offensive Weapon Case,26.23,262.3,216.96,-45.34,-39.67,-15.12
0,MP9,Rose Iron,Factory New,Restricted,Winter Offensive Weapon Case,7.01,70.1,24.98,-45.12,-39.48,-56.32
0,P250,Mehndi,Field-Tested,Classified,Winter Offensive Weapon Case,14.0,140.0,95.73,-44.27,-38.74,-27.67
0,P250,Mehndi,Battle-Scarred,Classified,Winter Offensive Weapon Case,9.89,98.9,54.81,-44.09,-38.58,-39.01
1,AWP,Redline,Field-Tested,Classified,Winter Offensive Weapon Case,64.48,644.8000000000001,216.96,-427.84,-374.36,-58.06
0,Nova,Rising Skull,Factory New,Restricted,Winter Offensive Weapon Case,6.63,66.3,24.98,-41.32,-36.16,-54.54
0,FAMAS,Pulse,Factory New,Restricted,Winter Offensive Weapon Case,6.59,65.9,24.98,-40.92,-35.8,-54.32
1,Dual Berettas,Marina,Battle-Scarred,Restricted,Winter Offensive Weapon Case,6.99,69.9,29.52,-40.38,-35.33,-50.54
1,FAMAS,Pulse,Minimal Wear,Restricted,Winter Offensive Weapon Case,10.86,108.6,70.89,-37.71,-33.0,-30.39
1,MP9,Rose Iron,Field-Tested,Restricted,Winter Offensive Weapon Case,8.19,81.89999999999999,45.18,-36.72,-32.13,-39.23
1,Nova,Rising Skull,Field-Tested,Restricted,Winter Offensive Weapon Case,8.19,81.89999999999999,45.18,-36.72,-32.13,-39.23
1,MP9,Rose Iron,Minimal Wear,Restricted,Winter Offensive Weapon Case,10.75,107.5,70.89,-36.61,-32.03,-29.8
1,Dual Berettas,Marina,Field-Tested,Restricted,Winter Offensive Weapon Case,8.0,80.0,45.18,-34.82,-30.47,-38.09
1,M249,Magma,Battle-Scarred,Mil_Spec Grade,Winter Offensive Weapon Case,1.07,10.700000000000001,6.22,-4.48,-3.92,-36.64
1,M249,Magma,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,1.46,14.6,10.31,-4.29,-3.75,-25.68
0,PP-Bizon,Cobalt Halftone,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,0.99,9.9,5.73,-4.17,-3.65,-36.87
0,M249,Magma,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,0.91,9.1,4.96,-4.14,-3.62,-39.78
1,M249,Magma,Well-Worn,Mil_Spec Grade,Winter Offensive Weapon Case,1.08,10.8,6.75,-4.05,-3.54,-32.78
0,Galil AR,Sandstorm,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,0.89,8.9,4.96,-3.94,-3.45,-38.76
0,PP-Bizon,Cobalt Halftone,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,0.89,8.9,4.96,-3.94,-3.45,-38.76
1,PP-Bizon,Cobalt Halftone,Well-Worn,Mil_Spec Grade,Winter Offensive Weapon Case,1.05,10.5,6.75,-3.75,-3.28,-31.24
1,PP-Bizon,Cobalt Halftone,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,1.2,12.0,8.48,-3.52,-3.08,-25.67
1,Galil AR,Sandstorm,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,1.2,12.0,8.48,-3.52,-3.08,-25.67
0,AWP,Redline,Well-Worn,Classified,Winter Offensive Weapon Case,38.96,389.6,56.63,-332.97,-291.35,-74.78
1,Galil AR,Sandstorm,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,4.3,43.0,10.31,-32.69,-28.6,-66.51
0,MP9,Rose Iron,Field-Tested,Restricted,Winter Offensive Weapon Case,5.66,56.6,24.75,-31.85,-27.87,-49.24
1,Dual Berettas,Marina,Minimal Wear,Restricted,Winter Offensive Weapon Case,10.19,101.89999999999999,70.89,-31.01,-27.13,-26.62
0,AWP,Redline,Field-Tested,Classified,Winter Offensive Weapon Case,40.26,402.59999999999997,95.73,-306.87,-268.51,-66.69
1,M4A1-S,Guardian,Well-Worn,Classified,Winter Offensive Weapon Case,42.04,420.4,122.69,-297.71,-260.5,-61.96
1,M4A1-S,Guardian,Battle-Scarred,Classified,Winter Offensive Weapon Case,40.45,404.5,110.0,-294.5,-257.69,-63.71
0,M4A1-S,Guardian,Factory New,Classified,Winter Offensive Weapon Case,29.59,295.9,8.23,-287.67,-251.71,-85.07
1,P250,Mehndi,Minimal Wear,Classified,Winter Offensive Weapon Case,29.99,299.9,17.58,-282.32,-247.03,-82.37
1,Dual Berettas,Marina,Factory New,Restricted,Winter Offensive Weapon Case,33.9,339.0,63.36,-275.64,-241.19,-71.15
0,Dual Berettas,Marina,Battle-Scarred,Restricted,Winter Offensive Weapon Case,4.07,40.7,14.01,-26.69,-23.35,-57.37
0,FAMAS,Pulse,Field-Tested,Restricted,Winter Offensive Weapon Case,5.03,50.300000000000004,24.75,-25.55,-22.36,-44.45
0,FAMAS,Pulse,Well-Worn,Restricted,Winter Offensive Weapon Case,4.81,48.099999999999994,22.64,-25.46,-22.28,-46.32
1,Nova,Rising Skull,Battle-Scarred,Restricted,Winter Offensive Weapon Case,5.46,54.6,29.52,-25.08,-21.95,-40.2
1,M4A1-S,Guardian,Field-Tested,Classified,Winter Offensive Weapon Case,44.82,448.2,216.96,-231.24,-202.34,-45.15
0,Nova,Rising Skull,Battle-Scarred,Restricted,Winter Offensive Weapon Case,3.78,37.8,14.01,-23.79,-20.82,-55.08
1,Nova,Rising Skull,Minimal Wear,Restricted,Winter Offensive Weapon Case,9.44,94.39999999999999,70.89,-23.51,-20.57,-21.79
0,MP9,Rose Iron,Minimal Wear,Restricted,Winter Offensive Weapon Case,6.01,60.099999999999994,36.64,-23.46,-20.53,-34.16
1,M249,Magma,Field-Tested,Mil_Spec Grade,Winter Offensive Weapon Case,1.16,11.6,8.48,-3.12,-2.73,-23.53
0,PP-Bizon,Cobalt Halftone,Well-Worn,Mil_Spec Grade,Winter Offensive Weapon Case,0.71,7.1,4.44,-2.66,-2.33,-32.82
0,M249,Magma,Well-Worn,Mil_Spec Grade,Winter Offensive Weapon Case,0.69,6.8999999999999995,4.44,-2.46,-2.15,-31.16
0,M4A1-S,Guardian,Minimal Wear,Classified,Winter Offensive Weapon Case,23.25,232.5,6.24,-226.26,-197.98,-85.15
0,Galil AR,Sandstorm,Minimal Wear,Mil_Spec Grade,Winter Offensive Weapon Case,2.79,27.9,5.73,-22.17,-19.4,-69.53
1,FAMAS,Pulse,Well-Worn,Restricted,Winter Offensive Weapon Case,7.11,71.10000000000001,49.34,-21.76,-19.04,-26.78
0,Dual Berettas,Marina,Field-Tested,Restricted,Winter Offensive Weapon Case,4.62,46.2,24.75,-21.45,-18.77,-40.63
0,Dual Berettas,Marina,Minimal Wear,Restricted,Winter Offensive Weapon Case,5.76,57.599999999999994,36.64,-20.96,-18.34,-31.84
0,Nova,Rising Skull,Well-Worn,Restricted,Winter Offensive Weapon Case,4.34,43.4,22.64,-20.76,-18.17,-41.87
0,Nova,Rising Skull,Field-Tested,Restricted,Winter Offensive Weapon Case,4.55,45.5,24.75,-20.75,-18.16,-39.91
0,P250,Mehndi,Factory New,Classified,Winter Offensive Weapon Case,20.38,203.79999999999998,8.23,-195.57,-171.12,-83.96
0,FAMAS,Pulse,Minimal Wear,Restricted,Winter Offensive Weapon Case,5.69,56.900000000000006,36.64,-20.26,-17.73,-31.16
0,Dual Berettas,Marina,Well-Worn,Restricted,Winter Offensive Weapon Case,4.16,41.6,22.64,-18.96,-16.59,-39.88
1,PP-Bizon,Cobalt Halftone,Factory New,Mil_Spec Grade,Winter Offensive Weapon Case,3.65,36.5,17.96,-18.54,-16.22,-44.44
0,Nova,Rising Skull,Minimal Wear,Restricted,Winter Offensive Weapon Case,5.45,54.5,36.64,-17.86,-15.63,-28.68
1,Dual Berettas,Marina,Well-Worn,Restricted,Winter Offensive Weapon Case,6.67,66.7,49.34,-17.36,-15.19,-22.77
0,P250,Mehndi,Minimal Wear,Classified,Winter Offensive Weapon Case,16.89,168.9,6.24,-162.66,-142.33,-84.27
1,Nova,Rising Skull,Well-Worn,Restricted,Winter Offensive Weapon Case,6.46,64.6,49.34,-15.26,-13.35,-20.67
1,AWP,Redline,Minimal Wear,Classified,Winter Offensive Weapon Case,128.19,1281.9,17.58,-1264.32,-1106.28,-86.3
0,M4A1-S,Guardian,Battle-Scarred,Classified,Winter Offensive Weapon Case,18.12,181.20000000000002,54.81,-126.39,-110.59,-61.03
0,PP-Bizon,Cobalt Halftone,Factory New,Mil_Spec Grade,Winter Offensive Weapon Case,2.12,21.200000000000003,8.25,-12.95,-11.33,-53.44
0,M4A1-S,Guardian,Well-Worn,Classified,Winter Offensive Weapon Case,17.99,179.89999999999998,56.63,-123.27,-107.86,-59.96
1,M249,Magma,Factory New,Mil_Spec Grade,Winter Offensive Weapon Case,1.81,18.1,17.96,-0.14,-0.12,-0.66
