StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,MP7,Powercore,Field-Tested,Restricted,Horizon Case,1.21,12.1,12.15,0.05,0.04,0.33
1,Tec-9,Snek-9,Factory New,Mil_Spec Grade,Horizon Case,1.99,19.9,8.56,-11.34,-9.92,-49.85
1,FAMAS,Eye of Athena,Well-Worn,Classified,Horizon Case,6.33,63.3,51.97,-11.33,-9.91,-15.66
1,FAMAS,Eye of Athena,Field-Tested,Classified,Horizon Case,7.29,72.9,62.59,-10.31,-9.02,-12.37
1,M4A1-S,Nightmare,Well-Worn,Classified,Horizon Case,15.34,153.4,51.97,-101.43,-88.75,-57.86
1,M4A1-S,Nightmare,Battle-Scarred,Classified,Horizon Case,13.67,136.7,37.48,-99.22,-86.82,-63.51
0,FAMAS,Eye of Athena,Minimal Wear,Classified,Horizon Case,6.33,63.3,53.14,-10.16,-8.89,-14.04
0,Sawed-Off,Devourer,Minimal Wear,Classified,Horizon Case,6.32,63.2,53.14,-10.06,-8.8,-13.92
0,Nova,Toy Soldier,Factory New,Restricted,Horizon Case,2.91,29.1,20.74,-8.36,-7.31,-25.12
0,FAMAS,Eye of Athena,Battle-Scarred,Classified,Horizon Case,3.02,30.2,22.17,-8.03,-7.03,-23.28
1,AWP,PAW,Minimal Wear,Restricted,Horizon Case,9.25,92.5,22.7,-69.8,-61.07,-66.02
0,CZ75-Auto,Eco,Factory New,Restricted,Horizon Case,2.86,28.599999999999998,20.74,-7.86,-6.88,-24.06
0,P90,Traction,Factory New,Mil_Spec Grade,Horizon Case,1.11,11.100000000000001,3.39,-7.71,-6.75,-60.81
0,MP7,Powercore,Factory New,Restricted,Horizon Case,2.84,28.4,20.74,-7.66,-6.7,-23.59
1,Nova,Toy Soldier,Minimal Wear,Restricted,Horizon Case,2.99,29.900000000000002,22.7,-7.2,-6.3,-21.07
0,M4A1-S,Nightmare,Field-Tested,Classified,Horizon Case,10.11,101.1,32.81,-68.29,-59.75,-59.1
1,M4A1-S,Nightmare,Factory New,Classified,Horizon Case,83.11,831.1,218.03,-613.07,-536.44,-64.55
1,AWP,PAW,Battle-Scarred,Restricted,Horizon Case,6.77,67.69999999999999,8.71,-58.99,-51.62,-76.25
0,Sawed-Off,Devourer,Battle-Scarred,Classified,Horizon Case,2.88,28.799999999999997,22.17,-6.63,-5.8,-20.14
1,G3SG1,High Seas,Minimal Wear,Restricted,Horizon Case,2.89,28.900000000000002,22.7,-6.2,-5.42,-18.75
0,G3SG1,High Seas,Factory New,Restricted,Horizon Case,2.65,26.5,20.74,-5.76,-5.04,-19.02
1,AWP,PAW,Well-Worn,Restricted,Horizon Case,6.53,65.3,9.13,-56.17,-49.15,-75.27
0,M4A1-S,Nightmare,Battle-Scarred,Classified,Horizon Case,7.45,74.5,22.17,-52.33,-45.79,-61.46
0,M4A1-S,Nightmare,Well-Worn,Classified,Horizon Case,7.81,78.1,29.98,-48.12,-42.1,-53.91
