StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,Tec-9,Brother,Well-Worn,Restricted,Fracture Case,0.68,6.800000000000001,7.18,0.38,0.33,4.85
1,MAG-7,Monster Call,Well-Worn,Restricted,Fracture Case,0.71,7.1,7.18,0.08,0.07,0.99
0,Glock-18,Vogue,Battle-Scarred,Classified,Fracture Case,3.71,37.1,25.96,-11.14,-9.75,-26.28
1,Galil AR,Connexion,Well-Worn,Restricted,Fracture Case,1.83,18.3,7.18,-11.12,-9.73,-53.17
1,Galil AR,Connexion,Factory New,Restricted,Fracture Case,3.45,34.5,23.54,-10.96,-9.59,-27.8
1,PP-Bizon,Runic,Factory New,Mil_Spec Grade,Fracture Case,1.47,14.7,4.08,-10.62,-9.29,-63.2
1,M4A4,Tooth Fairy,Factory New,Classified,Fracture Case,25.17,251.70000000000002,152.55,-99.15,-86.76,-34.47
1,Glock-18,Vogue,Factory New,Classified,Fracture Case,24.5,245.0,152.55,-92.45,-80.89,-33.02
0,XM1014,Entombed,Battle-Scarred,Classified,Fracture Case,3.6,36.0,25.96,-10.04,-8.79,-24.42
0,Glock-18,Vogue,Well-Worn,Classified,Fracture Case,4.33,43.3,33.49,-9.81,-8.58,-19.82
1,MP5-SD,Kitbash,Factory New,Restricted,Fracture Case,3.33,33.3,23.54,-9.76,-8.54,-25.65
0,M4A4,Tooth Fairy,Battle-Scarred,Classified,Fracture Case,3.48,34.8,25.96,-8.84,-7.73,-22.21
0,Glock-18,Vogue,Field-Tested,Classified,Fracture Case,4.32,43.2,34.52,-8.68,-7.59,-17.57
0,M4A4,Tooth Fairy,Well-Worn,Classified,Fracture Case,4.21,42.1,33.49,-8.61,-7.53,-17.89
0,XM1014,Entombed,Field-Tested,Classified,Fracture Case,4.3,43.0,34.52,-8.48,-7.42,-17.26
1,XM1014,Entombed,Field-Tested,Classified,Fracture Case,6.62,66.2,57.92,-8.28,-7.24,-10.94
0,M4A4,Tooth Fairy,Field-Tested,Classified,Fracture Case,4.25,42.5,34.52,-7.98,-6.98,-16.42
1,P2000,Gnarled,Factory New,Mil_Spec Grade,Fracture Case,1.13,11.299999999999999,4.08,-7.22,-6.32,-55.93
0,MAC-10,Allure,Factory New,Restricted,Fracture Case,1.72,17.2,10.54,-6.66,-5.83,-33.9
