StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,G3SG1,Ventilator,Factory New,Mil_Spec Grade,Gamma 2 Case,0.78,7.800000000000001,9.2,1.4,1.22,15.64
0,XM1014,Slipstream,Factory New,Mil_Spec Grade,Gamma 2 Case,0.29,2.9,2.96,0.06,0.05,1.72
0,Tec-9,Fuel Injector,Factory New,Classified,Gamma 2 Case,15.02,150.2,37.47,-112.73,-98.64,-65.67
1,Desert Eagle,Directive,Battle-Scarred,Restricted,Gamma 2 Case,1.47,14.7,3.4,-11.3,-9.89,-67.28
1,Negev,Dazzle,Minimal Wear,Mil_Spec Grade,Gamma 2 Case,1.35,13.5,2.48,-11.02,-9.64,-71.41
0,Tec-9,Fuel Injector,Well-Worn,Classified,Gamma 2 Case,2.4,24.0,13.13,-10.87,-9.51,-39.62
1,Glock-18,Weasel,Well-Worn,Restricted,Gamma 2 Case,1.48,14.8,3.98,-10.82,-9.47,-63.99
1,Glock-18,Weasel,Battle-Scarred,Restricted,Gamma 2 Case,1.41,14.1,3.4,-10.7,-9.36,-66.38
1,AUG,Syd Mead,Factory New,Classified,Gamma 2 Case,18.6,186.0,91.21,-94.79,-82.94,-44.59
0,AUG,Syd Mead,Field-Tested,Classified,Gamma 2 Case,2.14,21.400000000000002,11.16,-10.24,-8.96,-41.87
0,MP9,Airlock,Field-Tested,Classified,Gamma 2 Case,2.12,21.200000000000003,11.16,-10.04,-8.79,-41.46
1,MP9,Airlock,Battle-Scarred,Classified,Gamma 2 Case,2.8,28.0,18.14,-9.86,-8.63,-30.82
1,Tec-9,Fuel Injector,Minimal Wear,Classified,Gamma 2 Case,11.63,116.30000000000001,34.77,-81.53,-71.34,-61.34
0,SG 553,Triarch,Factory New,Restricted,Gamma 2 Case,1.96,19.6,10.79,-8.81,-7.71,-39.34
0,Desert Eagle,Directive,Minimal Wear,Restricted,Gamma 2 Case,1.32,13.200000000000001,4.43,-8.77,-7.67,-58.11
1,P90,Grim,Minimal Wear,Mil_Spec Grade,Gamma 2 Case,1.11,11.100000000000001,2.48,-8.62,-7.54,-67.93
1,MP9,Airlock,Factory New,Classified,Gamma 2 Case,16.88,168.79999999999998,91.21,-77.59,-67.89,-40.22
1,Glock-18,Weasel,Factory New,Restricted,Gamma 2 Case,9.55,95.5,21.97,-73.53,-64.34,-67.37
0,AUG,Syd Mead,Battle-Scarred,Classified,Gamma 2 Case,1.73,17.3,9.85,-7.45,-6.52,-37.69
0,Desert Eagle,Directive,Factory New,Restricted,Gamma 2 Case,7.18,71.8,10.79,-61.01,-53.38,-74.35
0,MP9,Airlock,Battle-Scarred,Classified,Gamma 2 Case,1.67,16.7,9.85,-6.85,-5.99,-35.87
1,MP9,Airlock,Well-Worn,Classified,Gamma 2 Case,3.02,30.2,23.72,-6.48,-5.67,-18.77
0,P90,Grim,Factory New,Mil_Spec Grade,Gamma 2 Case,0.91,9.1,2.96,-6.14,-5.37,-59.01
1,MAG-7,Petroglyph,Factory New,Restricted,Gamma 2 Case,2.79,27.9,21.97,-5.93,-5.19,-18.6
