StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,M249,Deep Relief,Field-Tested,Mil_Spec Grade,Operation Broken Fang Case,0.3,3.0,3.07,0.07,0.06,2.0
1,G3SG1,Digital Mesh,Field-Tested,Mil_Spec Grade,Operation Broken Fang Case,0.3,3.0,3.07,0.07,0.06,2.0
1,M249,Deep Relief,Well-Worn,Mil_Spec Grade,Operation Broken Fang Case,0.26,2.6,2.6,0.0,0.0,0.0
1,MP5-SD,Condition Zero,Factory New,Mil_Spec Grade,Operation Broken Fang Case,2.52,25.2,13.85,-11.35,-9.93,-39.4
0,AWP,Exoskeleton,Battle-Scarred,Restricted,Operation Broken Fang Case,2.16,21.6,10.96,-10.64,-9.31,-43.1
0,AWP,Exoskeleton,Well-Worn,Restricted,Operation Broken Fang Case,2.21,22.1,11.8,-10.3,-9.01,-40.77
0,USP-S,Monster Mashup,Minimal Wear,Classified,Operation Broken Fang Case,22.36,223.6,128.09,-95.51,-83.57,-37.37
0,M4A4,Cyber Security,Minimal Wear,Classified,Operation Broken Fang Case,22.23,222.3,128.09,-94.21,-82.43,-37.08
0,SSG 08,Parallax,Factory New,Restricted,Operation Broken Fang Case,4.64,46.4,36.66,-9.74,-8.52,-18.36
1,UMP-45,Gold Bismuth,Minimal Wear,Restricted,Operation Broken Fang Case,4.89,48.9,39.33,-9.57,-8.37,-17.12
1,USP-S,Monster Mashup,Battle-Scarred,Classified,Operation Broken Fang Case,16.09,160.9,71.39,-89.51,-78.32,-48.68
1,USP-S,Monster Mashup,Field-Tested,Classified,Operation Broken Fang Case,19.75,197.5,113.17,-84.33,-73.79,-37.36
1,UMP-45,Gold Bismuth,Factory New,Restricted,Operation Broken Fang Case,8.12,81.19999999999999,72.18,-9.02,-7.89,-9.72
0,SSG 08,Parallax,Minimal Wear,Restricted,Operation Broken Fang Case,3.06,30.6,21.69,-8.91,-7.8,-25.49
1,Nova,Clear Polymer,Minimal Wear,Restricted,Operation Broken Fang Case,4.8,48.0,39.33,-8.67,-7.59,-15.81
1,USP-S,Monster Mashup,Well-Worn,Classified,Operation Broken Fang Case,17.78,177.8,99.3,-78.5,-68.69,-38.63
0,AWP,Exoskeleton,Factory New,Restricted,Operation Broken Fang Case,11.34,113.4,36.66,-76.74,-67.15,-59.22
0,Five-SeveN,Fairy Tale,Minimal Wear,Classified,Operation Broken Fang Case,20.48,204.8,128.09,-76.71,-67.12,-32.77
0,USP-S,Monster Mashup,Battle-Scarred,Classified,Operation Broken Fang Case,12.15,121.5,50.05,-71.45,-62.52,-51.46
1,SSG 08,Parallax,Factory New,Restricted,Operation Broken Fang Case,14.24,142.4,72.18,-70.22,-61.44,-43.15
1,AWP,Exoskeleton,Minimal Wear,Restricted,Operation Broken Fang Case,10.91,109.1,39.33,-69.77,-61.05,-55.96
1,SSG 08,Parallax,Field-Tested,Restricted,Operation Broken Fang Case,2.59,25.9,18.49,-7.41,-6.48,-25.02
0,UMP-45,Gold Bismuth,Minimal Wear,Restricted,Operation Broken Fang Case,2.9,29.0,21.69,-7.31,-6.4,-22.07
1,Dual Berettas,Dezastre,Minimal Wear,Restricted,Operation Broken Fang Case,4.65,46.5,39.33,-7.17,-6.27,-13.48
1,CZ75-Auto,Vendetta,Factory New,Mil_Spec Grade,Operation Broken Fang Case,2.09,20.9,13.85,-7.05,-6.17,-29.52
1,SSG 08,Parallax,Well-Worn,Restricted,Operation Broken Fang Case,2.23,22.3,15.3,-7.0,-6.12,-27.44
1,M4A4,Cyber Security,Field-Tested,Classified,Operation Broken Fang Case,18.12,181.20000000000002,113.17,-68.03,-59.53,-32.85
0,USP-S,Monster Mashup,Field-Tested,Classified,Operation Broken Fang Case,14.52,145.2,77.67,-67.53,-59.09,-40.7
1,M4A4,Cyber Security,Battle-Scarred,Classified,Operation Broken Fang Case,13.59,135.9,71.39,-64.51,-56.45,-41.54
0,USP-S,Monster Mashup,Well-Worn,Classified,Operation Broken Fang Case,12.69,126.89999999999999,64.17,-62.73,-54.89,-43.25
1,Five-SeveN,Fairy Tale,Field-Tested,Classified,Operation Broken Fang Case,17.59,175.9,113.17,-62.73,-54.89,-31.21
0,Five-SeveN,Fairy Tale,Field-Tested,Classified,Operation Broken Fang Case,13.7,137.0,77.67,-59.33,-51.91,-37.89
0,M4A4,Cyber Security,Field-Tested,Classified,Operation Broken Fang Case,13.65,136.5,77.67,-58.83,-51.48,-37.71
1,Five-SeveN,Fairy Tale,Battle-Scarred,Classified,Operation Broken Fang Case,12.96,129.60000000000002,71.39,-58.21,-50.93,-39.3
0,Nova,Clear Polymer,Minimal Wear,Restricted,Operation Broken Fang Case,2.84,28.4,21.69,-6.71,-5.87,-20.67
0,SSG 08,Parallax,Field-Tested,Restricted,Operation Broken Fang Case,2.02,20.2,13.96,-6.24,-5.46,-27.03
0,Nova,Clear Polymer,Factory New,Restricted,Operation Broken Fang Case,4.28,42.800000000000004,36.66,-6.14,-5.37,-12.55
0,UMP-45,Gold Bismuth,Field-Tested,Restricted,Operation Broken Fang Case,1.99,19.9,13.96,-5.94,-5.2,-26.13
0,Nova,Clear Polymer,Field-Tested,Restricted,Operation Broken Fang Case,1.98,19.8,13.96,-5.84,-5.11,-25.81
0,Dual Berettas,Dezastre,Field-Tested,Restricted,Operation Broken Fang Case,1.97,19.7,13.96,-5.74,-5.02,-25.48
0,Five-SeveN,Fairy Tale,Battle-Scarred,Classified,Operation Broken Fang Case,10.7,107.0,50.05,-56.95,-49.83,-46.57
0,Five-SeveN,Fairy Tale,Well-Worn,Classified,Operation Broken Fang Case,11.5,115.0,64.17,-50.83,-44.48,-38.68
0,M4A4,Cyber Security,Battle-Scarred,Classified,Operation Broken Fang Case,10.02,100.19999999999999,50.05,-50.15,-43.88,-43.79
0,M4A4,Cyber Security,Well-Worn,Classified,Operation Broken Fang Case,11.22,112.2,64.17,-48.03,-42.03,-37.46
0,Dual Berettas,Dezastre,Minimal Wear,Restricted,Operation Broken Fang Case,2.73,27.3,21.69,-5.61,-4.91,-17.99
1,P250,Contaminant,Well-Worn,Mil_Spec Grade,Operation Broken Fang Case,0.81,8.100000000000001,2.6,-5.5,-4.81,-59.38
0,Dual Berettas,Dezastre,Factory New,Restricted,Operation Broken Fang Case,4.2,42.0,36.66,-5.34,-4.67,-11.12
1,P250,Contaminant,Factory New,Mil_Spec Grade,Operation Broken Fang Case,1.91,19.099999999999998,13.85,-5.25,-4.59,-24.03
0,UMP-45,Gold Bismuth,Factory New,Restricted,Operation Broken Fang Case,4.19,41.900000000000006,36.66,-5.24,-4.58,-10.93
0,UMP-45,Gold Bismuth,Well-Worn,Restricted,Operation Broken Fang Case,1.68,16.8,11.8,-5.0,-4.38,-26.07
1,M4A4,Cyber Security,Well-Worn,Classified,Operation Broken Fang Case,14.27,142.7,99.3,-43.4,-37.98,-26.62
1,AWP,Exoskeleton,Field-Tested,Restricted,Operation Broken Fang Case,6.0,60.0,18.49,-41.51,-36.32,-60.53
