StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,Sawed-Off,Highwayman,Well-Worn,Restricted,Operation Vanguard Weapon Case,0.92,9.200000000000001,9.71,0.51,0.45,4.89
1,M4A1-S,Basilisk,Field-Tested,Restricted,Operation Vanguard Weapon Case,12.08,120.8,9.0,-111.8,-97.83,-80.99
0,M4A1-S,Basilisk,Factory New,Restricted,Operation Vanguard Weapon Case,11.82,118.2,12.79,-105.41,-92.23,-78.03
1,MAG-7,Firestarter,Factory New,Mil_Spec Grade,Operation Vanguard Weapon Case,10.78,107.8,15.13,-92.67,-81.09,-75.22
1,Five-SeveN,Urban Hazard,Factory New,Mil_Spec Grade,Operation Vanguard Weapon Case,2.46,24.6,15.13,-9.47,-8.29,-33.7
0,Glock-18,Grinder,Minimal Wear,Restricted,Operation Vanguard Weapon Case,1.56,15.600000000000001,6.24,-9.36,-8.19,-52.5
0,UMP-45,Delusion,Factory New,Mil_Spec Grade,Operation Vanguard Weapon Case,1.47,14.7,5.46,-9.24,-8.09,-55.03
1,P250,Cartel,Minimal Wear,Classified,Operation Vanguard Weapon Case,16.91,169.1,79.81,-89.29,-78.13,-46.2
1,Five-SeveN,Urban Hazard,Minimal Wear,Mil_Spec Grade,Operation Vanguard Weapon Case,1.67,16.7,8.32,-8.38,-7.33,-43.89
0,Glock-18,Grinder,Factory New,Restricted,Operation Vanguard Weapon Case,2.1,21.0,12.79,-8.21,-7.18,-34.19
0,Sawed-Off,Highwayman,Factory New,Restricted,Operation Vanguard Weapon Case,2.04,20.4,12.79,-7.61,-6.66,-32.65
1,Five-SeveN,Urban Hazard,Field-Tested,Mil_Spec Grade,Operation Vanguard Weapon Case,1.33,13.3,5.76,-7.54,-6.6,-49.62
1,M4A4,Griffin,Minimal Wear,Restricted,Operation Vanguard Weapon Case,8.37,83.69999999999999,16.55,-67.15,-58.76,-70.2
1,P250,Cartel,Well-Worn,Classified,Operation Vanguard Weapon Case,11.59,115.9,49.79,-66.11,-57.85,-49.91
1,XM1014,Tranquility,Well-Worn,Classified,Operation Vanguard Weapon Case,11.28,112.8,49.79,-63.01,-55.13,-48.87
0,MP9,Dart,Battle-Scarred,Mil_Spec Grade,Operation Vanguard Weapon Case,0.9,9.0,2.3,-6.7,-5.86,-65.11
1,MP9,Dart,Battle-Scarred,Mil_Spec Grade,Operation Vanguard Weapon Case,1.21,12.1,6.02,-6.08,-5.32,-43.97
1,M4A4,Griffin,Well-Worn,Restricted,Operation Vanguard Weapon Case,6.66,66.6,9.71,-56.89,-49.78,-74.74
0,M4A1-S,Basilisk,Minimal Wear,Restricted,Operation Vanguard Weapon Case,5.88,58.8,6.24,-52.56,-45.99,-78.21
0,M4A1-S,Basilisk,Well-Worn,Restricted,Operation Vanguard Weapon Case,5.61,56.1,3.61,-52.49,-45.93,-81.87
1,P250,Cartel,Battle-Scarred,Classified,Operation Vanguard Weapon Case,9.32,93.2,42.28,-50.92,-44.55,-47.8
1,P250,Cartel,Field-Tested,Classified,Operation Vanguard Weapon Case,9.97,99.7,50.88,-48.82,-42.72,-42.85
1,XM1014,Tranquility,Field-Tested,Classified,Operation Vanguard Weapon Case,9.91,99.1,50.88,-48.22,-42.19,-42.57
1,SCAR-20,Cardiac,Minimal Wear,Classified,Operation Vanguard Weapon Case,12.65,126.5,79.81,-46.69,-40.85,-32.29
0,M4A4,Griffin,Factory New,Restricted,Operation Vanguard Weapon Case,5.89,58.9,12.79,-46.11,-40.35,-68.51
1,MP9,Dart,Factory New,Mil_Spec Grade,Operation Vanguard Weapon Case,2.08,20.8,15.13,-5.67,-4.96,-23.85
0,MAG-7,Firestarter,Battle-Scarred,Mil_Spec Grade,Operation Vanguard Weapon Case,0.76,7.6,2.3,-5.3,-4.64,-61.05
1,MP9,Dart,Minimal Wear,Mil_Spec Grade,Operation Vanguard Weapon Case,1.35,13.5,8.32,-5.18,-4.53,-33.56
