StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
0,XM1014,Scumbria,Well-Worn,Mil_Spec Grade,Shadow Case,0.12,1.2,1.22,0.02,0.02,1.67
0,AK-47,Frontside Misty,Field-Tested,Classified,Shadow Case,15.71,157.10000000000002,48.08,-109.02,-95.39,-60.72
0,Galil AR,Stone Cold,Minimal Wear,Restricted,Shadow Case,2.62,26.200000000000003,15.17,-11.03,-9.65,-36.83
1,Galil AR,Stone Cold,Factory New,Restricted,Shadow Case,16.45,164.5,70.0,-94.5,-82.69,-50.27
1,FAMAS,Survivor Z,Well-Worn,Mil_Spec Grade,Shadow Case,1.19,11.899999999999999,2.28,-9.62,-8.42,-70.76
1,P250,Wingshot,Well-Worn,Restricted,Shadow Case,2.71,27.1,17.71,-9.39,-8.22,-30.33
1,SSG 08,Big Iron,Minimal Wear,Classified,Shadow Case,27.01,270.1,186.21,-83.89,-73.4,-27.18
0,AK-47,Frontside Misty,Battle-Scarred,Classified,Shadow Case,11.17,111.7,29.12,-82.58,-72.26,-64.69
1,Dual Berettas,Dualing Dragons,Minimal Wear,Mil_Spec Grade,Shadow Case,1.35,13.5,4.88,-8.62,-7.54,-55.85
1,Galil AR,Stone Cold,Well-Worn,Restricted,Shadow Case,2.63,26.299999999999997,17.71,-8.59,-7.52,-28.59
1,P250,Wingshot,Battle-Scarred,Restricted,Shadow Case,2.4,24.0,15.54,-8.46,-7.4,-30.83
1,Galil AR,Stone Cold,Field-Tested,Restricted,Shadow Case,2.85,28.5,20.05,-8.45,-7.39,-25.93
1,P250,Wingshot,Field-Tested,Restricted,Shadow Case,2.85,28.5,20.05,-8.45,-7.39,-25.93
0,P250,Wingshot,Factory New,Restricted,Shadow Case,4.02,40.199999999999996,31.79,-8.41,-7.36,-18.31
0,SSG 08,Big Iron,Factory New,Classified,Shadow Case,21.23,212.3,133.28,-79.02,-69.14,-32.57
1,AK-47,Frontside Misty,Factory New,Classified,Shadow Case,112.72,1127.2,395.82,-731.38,-639.96,-56.77
1,G3SG1,Flux,Minimal Wear,Classified,Shadow Case,25.89,258.9,186.21,-72.69,-63.6,-24.57
1,Glock-18,Wraiths,Minimal Wear,Mil_Spec Grade,Shadow Case,1.18,11.799999999999999,4.88,-6.92,-6.05,-51.27
1,SSG 08,Big Iron,Factory New,Classified,Shadow Case,45.99,459.90000000000003,395.82,-64.08,-56.07,-12.19
1,SSG 08,Big Iron,Battle-Scarred,Classified,Shadow Case,12.71,127.10000000000001,66.11,-60.99,-53.37,-41.99
1,Galil AR,Stone Cold,Battle-Scarred,Restricted,Shadow Case,2.19,21.9,15.54,-6.36,-5.57,-25.43
0,P250,Wingshot,Minimal Wear,Restricted,Shadow Case,2.14,21.400000000000002,15.17,-6.23,-5.45,-25.47
0,Glock-18,Wraiths,Factory New,Mil_Spec Grade,Shadow Case,1.01,10.1,4.19,-5.91,-5.17,-51.19
1,FAMAS,Survivor Z,Minimal Wear,Mil_Spec Grade,Shadow Case,1.07,10.700000000000001,4.88,-5.82,-5.09,-47.57
0,P250,Wingshot,Battle-Scarred,Restricted,Shadow Case,1.32,13.200000000000001,7.43,-5.77,-5.05,-38.26
