StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,P90,Module,Factory New,Mil_Spec Grade,Huntsman Weapon Case,2.42,24.2,13.71,-10.49,-9.18,-37.93
1,P2000,Pulse,Factory New,Mil_Spec Grade,Huntsman Weapon Case,2.21,22.1,13.71,-8.39,-7.34,-33.21
0,Tec-9,Isaac,Factory New,Mil_Spec Grade,Huntsman Weapon Case,8.45,84.5,8.26,-76.24,-66.71,-78.95
0,Tec-9,Isaac,Field-Tested,Mil_Spec Grade,Huntsman Weapon Case,1.41,14.1,6.23,-7.87,-6.89,-48.87
1,SSG 08,Slashed,Field-Tested,Mil_Spec Grade,Huntsman Weapon Case,1.71,17.1,9.46,-7.64,-6.68,-39.06
0,CZ75-Auto,Twist,Factory New,Mil_Spec Grade,Huntsman Weapon Case,1.56,15.600000000000001,8.26,-7.34,-6.42,-41.15
1,SSG 08,Slashed,Battle-Scarred,Mil_Spec Grade,Huntsman Weapon Case,1.38,13.799999999999999,6.61,-7.19,-6.29,-45.58
1,Tec-9,Isaac,Well-Worn,Mil_Spec Grade,Huntsman Weapon Case,1.47,14.7,7.62,-7.08,-6.2,-42.18
1,AUG,Torque,Field-Tested,Restricted,Huntsman Weapon Case,10.15,101.5,40.97,-60.53,-52.96,-52.18
1,Tec-9,Isaac,Battle-Scarred,Mil_Spec Grade,Huntsman Weapon Case,1.34,13.4,6.61,-6.79,-5.94,-44.33
1,SSG 08,Slashed,Well-Worn,Mil_Spec Grade,Huntsman Weapon Case,1.44,14.399999999999999,7.62,-6.78,-5.93,-41.18
0,Galil AR,Kami,Minimal Wear,Mil_Spec Grade,Huntsman Weapon Case,1.4,14.0,7.25,-6.75,-5.91,-42.21
1,P2000,Pulse,Minimal Wear,Mil_Spec Grade,Huntsman Weapon Case,1.78,17.8,11.06,-6.74,-5.9,-33.15
1,CZ75-Auto,Twist,Minimal Wear,Mil_Spec Grade,Huntsman Weapon Case,1.75,17.5,11.06,-6.44,-5.64,-32.23
0,Tec-9,Isaac,Well-Worn,Mil_Spec Grade,Huntsman Weapon Case,1.11,11.100000000000001,4.95,-6.15,-5.38,-48.47
0,SSG 08,Slashed,Battle-Scarred,Mil_Spec Grade,Huntsman Weapon Case,1.08,10.8,4.8,-6.0,-5.25,-48.61
0,Tec-9,Isaac,Battle-Scarred,Mil_Spec Grade,Huntsman Weapon Case,1.06,10.600000000000001,4.8,-5.8,-5.08,-47.92
0,SSG 08,Slashed,Well-Worn,Mil_Spec Grade,Huntsman Weapon Case,1.07,10.700000000000001,4.95,-5.75,-5.03,-47.01
1,PP-Bizon,Antique,Field-Tested,Restricted,Huntsman Weapon Case,9.54,95.39999999999999,40.97,-54.43,-47.63,-49.93
1,XM1014,Heaven Guard,Field-Tested,Restricted,Huntsman Weapon Case,9.24,92.4,40.97,-51.43,-45.0,-48.7
1,M4A1-S,Atomic Alloy,Factory New,Classified,Huntsman Weapon Case,110.56,1105.6,611.75,-493.85,-432.12,-39.08
1,AUG,Torque,Minimal Wear,Restricted,Huntsman Weapon Case,11.83,118.3,68.57,-49.73,-43.51,-36.78
1,XM1014,Heaven Guard,Well-Worn,Restricted,Huntsman Weapon Case,7.71,77.1,28.35,-48.75,-42.66,-55.33
1,PP-Bizon,Antique,Well-Worn,Restricted,Huntsman Weapon Case,7.68,76.8,28.35,-48.45,-42.39,-55.2
1,MAC-10,Tatter,Field-Tested,Restricted,Huntsman Weapon Case,8.89,88.9,40.97,-47.93,-41.94,-47.18
1,AUG,Torque,Well-Worn,Restricted,Huntsman Weapon Case,7.6,76.0,28.35,-47.65,-41.69,-54.86
1,XM1014,Heaven Guard,Factory New,Restricted,Huntsman Weapon Case,14.43,144.3,97.11,-47.19,-41.29,-28.61
1,MAC-10,Tatter,Well-Worn,Restricted,Huntsman Weapon Case,7.47,74.7,28.35,-46.35,-40.56,-54.3
0,Galil AR,Kami,Battle-Scarred,Mil_Spec Grade,Huntsman Weapon Case,1.05,10.5,4.8,-5.7,-4.99,-47.52
1,Galil AR,Kami,Battle-Scarred,Mil_Spec Grade,Huntsman Weapon Case,1.22,12.2,6.61,-5.59,-4.89,-40.08
0,SSG 08,Slashed,Field-Tested,Mil_Spec Grade,Huntsman Weapon Case,1.17,11.7,6.23,-5.47,-4.79,-40.94
0,Galil AR,Kami,Well-Worn,Mil_Spec Grade,Huntsman Weapon Case,1.04,10.4,4.95,-5.45,-4.77,-45.87
