StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,Nova,Ranger,Minimal Wear,Mil_Spec Grade,Falchion Case,0.64,6.4,6.72,0.32,0.28,4.38
1,Nova,Ranger,Factory New,Mil_Spec Grade,Falchion Case,2.09,20.9,9.54,-11.36,-9.94,-47.56
0,P90,Elite Build,Factory New,Mil_Spec Grade,Falchion Case,1.44,14.399999999999999,3.26,-11.14,-9.75,-67.71
1,CZ75-Auto,Yellow Jacket,Minimal Wear,Classified,Falchion Case,12.1,121.0,109.9,-11.1,-9.71,-8.02
0,USP-S,Torque,Minimal Wear,Mil_Spec Grade,Falchion Case,1.31,13.100000000000001,2.24,-10.86,-9.5,-72.52
0,USP-S,Torque,Well-Worn,Mil_Spec Grade,Falchion Case,1.12,11.200000000000001,1.09,-10.11,-8.85,-79.02
1,Negev,Loudmouth,Well-Worn,Restricted,Falchion Case,1.64,16.4,6.79,-9.61,-8.41,-51.28
0,MP7,Nemesis,Minimal Wear,Classified,Falchion Case,6.33,63.3,53.85,-9.45,-8.27,-13.06
1,P2000,Handgun,Factory New,Restricted,Falchion Case,11.66,116.6,32.41,-84.19,-73.67,-63.18
0,SG 553,Cyrex,Field-Tested,Classified,Falchion Case,4.23,42.300000000000004,33.22,-9.08,-7.95,-18.79
1,Glock-18,Bunsen Burner,Minimal Wear,Mil_Spec Grade,Falchion Case,1.55,15.5,6.72,-8.78,-7.68,-49.55
1,M4A4,Evil Daimyo,Minimal Wear,Restricted,Falchion Case,8.24,82.4,13.61,-68.79,-60.19,-73.05
0,Glock-18,Bunsen Burner,Factory New,Mil_Spec Grade,Falchion Case,1.12,11.200000000000001,3.26,-7.94,-6.95,-62.05
0,Galil AR,Rocket Pop,Field-Tested,Mil_Spec Grade,Falchion Case,0.89,8.9,0.96,-7.94,-6.95,-78.09
0,USP-S,Torque,Field-Tested,Mil_Spec Grade,Falchion Case,0.88,8.8,0.96,-7.84,-6.86,-77.95
1,MP9,Ruby Poison Dart,Field-Tested,Restricted,Falchion Case,1.65,16.5,8.68,-7.82,-6.84,-41.45
1,FAMAS,Neural Net,Battle-Scarred,Restricted,Falchion Case,1.4,14.0,6.56,-7.44,-6.51,-46.5
0,CZ75-Auto,Yellow Jacket,Field-Tested,Classified,Falchion Case,4.01,40.099999999999994,33.22,-6.88,-6.02,-15.01
0,Galil AR,Rocket Pop,Factory New,Mil_Spec Grade,Falchion Case,6.63,66.3,3.26,-63.04,-55.16,-83.2
1,CZ75-Auto,Yellow Jacket,Factory New,Classified,Falchion Case,27.94,279.40000000000003,217.27,-62.13,-54.36,-19.46
1,MP7,Nemesis,Factory New,Classified,Falchion Case,27.66,276.6,217.27,-59.33,-51.91,-18.77
1,P90,Elite Build,Factory New,Mil_Spec Grade,Falchion Case,6.88,68.8,9.54,-59.26,-51.85,-75.36
0,SG 553,Cyrex,Factory New,Classified,Falchion Case,14.69,146.9,88.23,-58.67,-51.34,-34.95
1,P2000,Handgun,Field-Tested,Restricted,Falchion Case,1.54,15.4,8.68,-6.72,-5.88,-38.18
1,Galil AR,Rocket Pop,Well-Worn,Mil_Spec Grade,Falchion Case,0.9,9.0,2.49,-6.51,-5.7,-63.33
0,FAMAS,Neural Net,Well-Worn,Restricted,Falchion Case,0.99,9.9,3.83,-6.07,-5.31,-53.64
1,FAMAS,Neural Net,Field-Tested,Restricted,Falchion Case,1.47,14.7,8.68,-6.02,-5.27,-35.85
0,MP9,Ruby Poison Dart,Factory New,Restricted,Falchion Case,1.8,18.0,11.99,-6.01,-5.26,-29.22
0,MP9,Ruby Poison Dart,Well-Worn,Restricted,Falchion Case,0.98,9.8,3.83,-5.97,-5.22,-53.27
1,SG 553,Cyrex,Minimal Wear,Classified,Falchion Case,15.72,157.20000000000002,109.9,-47.3,-41.39,-26.33
