StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
0,Dual Berettas,Cartel,Well-Worn,Mil_Spec Grade,Operation Wildfire Case,0.17,1.7000000000000002,1.85,0.15,0.13,7.65
0,Tec-9,Jambiya,Battle-Scarred,Mil_Spec Grade,Operation Wildfire Case,0.17,1.7000000000000002,1.81,0.11,0.1,5.88
0,Dual Berettas,Cartel,Battle-Scarred,Mil_Spec Grade,Operation Wildfire Case,0.17,1.7000000000000002,1.81,0.11,0.1,5.88
0,Tec-9,Jambiya,Well-Worn,Mil_Spec Grade,Operation Wildfire Case,0.18,1.7999999999999998,1.85,0.05,0.04,2.22
0,PP-Bizon,Photic Zone,Battle-Scarred,Mil_Spec Grade,Operation Wildfire Case,0.18,1.7999999999999998,1.81,0.01,0.01,0.56
0,AWP,Elite Build,Factory New,Classified,Operation Wildfire Case,27.87,278.7,170.91,-107.79,-94.32,-33.84
0,Dual Berettas,Cartel,Factory New,Mil_Spec Grade,Operation Wildfire Case,1.54,15.4,4.34,-11.06,-9.68,-62.86
1,FAMAS,Valence,Well-Worn,Restricted,Operation Wildfire Case,3.16,31.6,20.81,-10.79,-9.44,-29.87
0,FAMAS,Valence,Well-Worn,Restricted,Operation Wildfire Case,2.22,22.200000000000003,11.89,-10.31,-9.02,-40.63
1,AWP,Elite Build,Well-Worn,Classified,Operation Wildfire Case,17.58,175.79999999999998,83.57,-92.23,-80.7,-45.9
0,Nova,Hyper Beast,Factory New,Classified,Operation Wildfire Case,26.31,263.09999999999997,170.91,-92.19,-80.67,-30.66
0,Glock-18,Royal Legion,Field-Tested,Restricted,Operation Wildfire Case,2.29,22.9,12.62,-10.28,-8.99,-39.26
1,Glock-18,Royal Legion,Field-Tested,Restricted,Operation Wildfire Case,3.48,34.8,24.7,-10.1,-8.84,-25.4
0,SSG 08,Necropos,Factory New,Mil_Spec Grade,Operation Wildfire Case,1.37,13.700000000000001,4.34,-9.36,-8.19,-59.78
0,Glock-18,Royal Legion,Minimal Wear,Restricted,Operation Wildfire Case,2.65,26.5,17.32,-9.18,-8.03,-30.3
1,Nova,Hyper Beast,Field-Tested,Classified,Operation Wildfire Case,20.93,209.3,118.84,-90.46,-79.15,-37.82
0,Desert Eagle,Kumicho Dragon,Well-Worn,Classified,Operation Wildfire Case,14.55,145.5,56.48,-89.02,-77.89,-53.53
1,Nova,Hyper Beast,Battle-Scarred,Classified,Operation Wildfire Case,15.08,150.8,63.53,-87.27,-76.36,-50.64
1,USP-S,Lead Conduit,Factory New,Mil_Spec Grade,Operation Wildfire Case,9.42,94.2,10.56,-83.64,-73.19,-77.7
0,Desert Eagle,Kumicho Dragon,Minimal Wear,Classified,Operation Wildfire Case,19.08,190.79999999999998,110.23,-80.57,-70.5,-36.95
1,SSG 08,Necropos,Minimal Wear,Mil_Spec Grade,Operation Wildfire Case,1.39,13.899999999999999,4.95,-8.95,-7.83,-56.33
0,FAMAS,Valence,Minimal Wear,Restricted,Operation Wildfire Case,2.55,25.5,17.32,-8.18,-7.16,-28.08
1,Nova,Hyper Beast,Well-Worn,Classified,Operation Wildfire Case,16.05,160.5,83.57,-76.93,-67.31,-41.94
0,Desert Eagle,Kumicho Dragon,Battle-Scarred,Classified,Operation Wildfire Case,11.6,116.0,43.05,-72.95,-63.83,-55.03
1,FAMAS,Valence,Factory New,Restricted,Operation Wildfire Case,12.09,120.9,61.76,-59.14,-51.75,-42.8
0,AWP,Elite Build,Minimal Wear,Classified,Operation Wildfire Case,16.9,169.0,110.23,-58.77,-51.42,-30.43
0,Desert Eagle,Kumicho Dragon,Field-Tested,Classified,Operation Wildfire Case,13.76,137.6,79.64,-57.96,-50.72,-36.86
1,FAMAS,Valence,Field-Tested,Restricted,Operation Wildfire Case,3.13,31.299999999999997,24.7,-6.6,-5.77,-18.43
1,MAG-7,Praetorian,Minimal Wear,Restricted,Operation Wildfire Case,4.27,42.699999999999996,36.24,-6.46,-5.65,-13.23
1,FAMAS,Valence,Battle-Scarred,Restricted,Operation Wildfire Case,2.64,26.400000000000002,20.17,-6.23,-5.45,-20.64
0,MP7,Impire,Factory New,Restricted,Operation Wildfire Case,3.49,34.900000000000006,28.84,-6.06,-5.3,-15.19
0,Five-SeveN,Triumvirate,Factory New,Restricted,Operation Wildfire Case,3.48,34.8,28.84,-5.96,-5.21,-14.97
1,MP7,Impire,Minimal Wear,Restricted,Operation Wildfire Case,4.22,42.199999999999996,36.24,-5.96,-5.21,-12.35
1,MP7,Impire,Factory New,Restricted,Operation Wildfire Case,6.76,67.6,61.76,-5.84,-5.11,-7.56
1,PP-Bizon,Photic Zone,Factory New,Mil_Spec Grade,Operation Wildfire Case,6.51,65.1,10.56,-54.54,-47.72,-73.3
1,SSG 08,Necropos,Factory New,Mil_Spec Grade,Operation Wildfire Case,6.26,62.599999999999994,10.56,-52.04,-45.53,-72.73
0,Nova,Hyper Beast,Minimal Wear,Classified,Operation Wildfire Case,15.98,159.8,110.23,-49.57,-43.37,-27.14
0,Nova,Hyper Beast,Battle-Scarred,Classified,Operation Wildfire Case,9.25,92.5,43.05,-49.45,-43.27,-46.78
0,AWP,Elite Build,Well-Worn,Classified,Operation Wildfire Case,10.59,105.9,56.48,-49.42,-43.24,-40.83
0,Nova,Hyper Beast,Well-Worn,Classified,Operation Wildfire Case,10.54,105.39999999999999,56.48,-48.92,-42.8,-40.61
1,SSG 08,Necropos,Field-Tested,Mil_Spec Grade,Operation Wildfire Case,0.86,8.6,3.09,-5.51,-4.82,-56.05
1,MP7,Impire,Field-Tested,Restricted,Operation Wildfire Case,3.02,30.2,24.7,-5.5,-4.81,-15.93
0,USP-S,Lead Conduit,Minimal Wear,Mil_Spec Grade,Operation Wildfire Case,0.78,7.800000000000001,2.32,-5.48,-4.79,-61.41
1,Five-SeveN,Triumvirate,Minimal Wear,Restricted,Operation Wildfire Case,4.15,41.5,36.24,-5.26,-4.6,-11.08
0,MAG-7,Praetorian,Factory New,Restricted,Operation Wildfire Case,3.41,34.1,28.84,-5.26,-4.6,-13.49
