StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
0,M4A4,Spider Lily,Factory New,Restricted,Operation Riptide Case,11.97,119.7,12.92,-106.78,-93.43,-78.05
1,Glock-18,Snack Attack,Minimal Wear,Classified,Operation Riptide Case,17.85,178.5,74.03,-104.47,-91.41,-51.21
1,MAG-7,BI83 Spectrum,Well-Worn,Restricted,Operation Riptide Case,1.79,17.9,6.63,-11.27,-9.86,-55.08
0,MAC-10,Toybox,Battle-Scarred,Classified,Operation Riptide Case,2.73,27.3,16.09,-11.21,-9.81,-35.93
0,USP-S,Black Lotus,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,1.35,13.5,2.66,-10.84,-9.48,-70.22
0,MAC-10,Toybox,Field-Tested,Classified,Operation Riptide Case,3.21,32.1,21.31,-10.79,-9.44,-29.41
0,MAC-10,Toybox,Well-Worn,Classified,Operation Riptide Case,2.89,28.900000000000002,18.38,-10.52,-9.21,-31.87
0,MAG-7,BI83 Spectrum,Factory New,Restricted,Operation Riptide Case,2.33,23.3,12.92,-10.38,-9.08,-38.97
1,MAC-10,Toybox,Factory New,Classified,Operation Riptide Case,27.6,276.0,173.22,-102.78,-89.93,-32.58
1,M4A4,Spider Lily,Minimal Wear,Restricted,Operation Riptide Case,11.49,114.9,15.95,-98.95,-86.58,-75.35
0,MP9,Mount Fuji,Field-Tested,Restricted,Operation Riptide Case,1.39,13.899999999999999,3.75,-10.15,-8.88,-63.88
1,AUG,Plague,Factory New,Mil_Spec Grade,Operation Riptide Case,2.66,26.6,16.46,-10.14,-8.87,-33.35
0,Five-SeveN,Boost Protocol,Well-Worn,Restricted,Operation Riptide Case,1.35,13.5,3.52,-9.98,-8.73,-64.67
0,MP9,Mount Fuji,Battle-Scarred,Restricted,Operation Riptide Case,1.32,13.200000000000001,3.3,-9.9,-8.66,-65.61
0,MP9,Mount Fuji,Well-Worn,Restricted,Operation Riptide Case,1.33,13.3,3.52,-9.78,-8.56,-64.36
1,MAC-10,Toybox,Field-Tested,Classified,Operation Riptide Case,5.67,56.7,46.95,-9.75,-8.53,-15.04
0,Five-SeveN,Boost Protocol,Minimal Wear,Restricted,Operation Riptide Case,1.58,15.8,6.19,-9.61,-8.41,-53.23
0,FAMAS,ZX Spectron,Field-Tested,Restricted,Operation Riptide Case,1.32,13.200000000000001,3.75,-9.45,-8.27,-62.65
0,Glock-18,Snack Attack,Factory New,Classified,Operation Riptide Case,16.0,160.0,69.58,-90.42,-79.12,-49.45
1,MP9,Mount Fuji,Factory New,Restricted,Operation Riptide Case,12.71,127.10000000000001,37.82,-89.28,-78.12,-61.46
1,MP7,Guerrilla,Factory New,Mil_Spec Grade,Operation Riptide Case,2.48,24.8,16.46,-8.34,-7.3,-29.44
0,MAG-7,BI83 Spectrum,Minimal Wear,Restricted,Operation Riptide Case,1.45,14.5,6.19,-8.31,-7.27,-50.14
0,FAMAS,ZX Spectron,Battle-Scarred,Restricted,Operation Riptide Case,1.16,11.6,3.3,-8.3,-7.26,-62.59
0,FAMAS,ZX Spectron,Well-Worn,Restricted,Operation Riptide Case,1.16,11.6,3.52,-8.08,-7.07,-60.95
1,AUG,Plague,Well-Worn,Mil_Spec Grade,Operation Riptide Case,1.08,10.8,2.76,-8.04,-7.03,-65.09
1,MAC-10,Toybox,Well-Worn,Classified,Operation Riptide Case,4.44,44.400000000000006,37.1,-7.3,-6.39,-14.39
0,Five-SeveN,Boost Protocol,Field-Tested,Restricted,Operation Riptide Case,1.09,10.9,3.75,-7.15,-6.26,-57.43
1,XM1014,Watchdog,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,1.32,13.200000000000001,6.09,-7.11,-6.22,-47.12
0,USP-S,Black Lotus,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.85,8.5,1.42,-7.08,-6.2,-72.94
0,USP-S,Black Lotus,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.84,8.4,1.34,-7.06,-6.18,-73.57
1,MAG-7,BI83 Spectrum,Field-Tested,Restricted,Operation Riptide Case,1.51,15.1,8.11,-6.99,-6.12,-40.53
1,XM1014,Watchdog,Factory New,Mil_Spec Grade,Operation Riptide Case,7.5,75.0,16.46,-58.54,-51.22,-68.29
1,MAG-7,BI83 Spectrum,Battle-Scarred,Restricted,Operation Riptide Case,1.3,13.0,6.16,-6.84,-5.98,-46.0
1,AUG,Plague,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,1.28,12.8,6.09,-6.71,-5.87,-45.86
1,Dual Berettas,Tread,Factory New,Mil_Spec Grade,Operation Riptide Case,2.3,23.0,16.46,-6.54,-5.72,-24.87
0,USP-S,Black Lotus,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.75,7.5,1.27,-6.23,-5.45,-72.67
1,PP-Bizon,Lumen,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,1.19,11.899999999999999,6.09,-5.81,-5.08,-42.69
1,MAC-10,Toybox,Battle-Scarred,Classified,Operation Riptide Case,3.7,37.0,31.19,-5.81,-5.08,-13.73
0,MP9,Mount Fuji,Factory New,Restricted,Operation Riptide Case,6.69,66.9,12.92,-53.98,-47.23,-70.6
0,SSG 08,Turbo Peek,Factory New,Classified,Operation Riptide Case,12.25,122.5,69.58,-52.92,-46.3,-37.8
1,SSG 08,Turbo Peek,Field-Tested,Classified,Operation Riptide Case,9.49,94.9,46.95,-47.95,-41.96,-44.21
0,AUG,Plague,Factory New,Mil_Spec Grade,Operation Riptide Case,1.12,11.200000000000001,5.83,-5.37,-4.7,-41.96
0,MAG-7,BI83 Spectrum,Well-Worn,Restricted,Operation Riptide Case,0.88,8.8,3.52,-5.28,-4.62,-52.5
0,MAG-7,BI83 Spectrum,Battle-Scarred,Restricted,Operation Riptide Case,0.81,8.100000000000001,3.3,-4.8,-4.2,-51.85
1,PP-Bizon,Lumen,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.74,7.4,2.76,-4.64,-4.06,-54.86
1,MP9,Mount Fuji,Minimal Wear,Restricted,Operation Riptide Case,6.09,60.9,15.95,-44.95,-39.33,-64.58
1,SSG 08,Turbo Peek,Well-Worn,Classified,Operation Riptide Case,8.19,81.89999999999999,37.1,-44.8,-39.2,-47.86
1,Glock-18,Snack Attack,Field-Tested,Classified,Operation Riptide Case,9.16,91.6,46.95,-44.65,-39.07,-42.65
1,M4A4,Spider Lily,Field-Tested,Restricted,Operation Riptide Case,5.26,52.599999999999994,8.11,-44.49,-38.93,-74.01
0,FAMAS,ZX Spectron,Factory New,Restricted,Operation Riptide Case,5.7,57.0,12.92,-44.08,-38.57,-67.67
1,SSG 08,Turbo Peek,Battle-Scarred,Classified,Operation Riptide Case,7.42,74.2,31.19,-43.01,-37.63,-50.71
1,USP-S,Black Lotus,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,4.89,48.9,6.09,-42.81,-37.46,-76.61
1,Glock-18,Snack Attack,Battle-Scarred,Classified,Operation Riptide Case,7.37,73.7,31.19,-42.51,-37.2,-50.47
1,FAMAS,ZX Spectron,Minimal Wear,Restricted,Operation Riptide Case,5.52,55.199999999999996,15.95,-39.25,-34.34,-62.21
0,M4A4,Spider Lily,Minimal Wear,Restricted,Operation Riptide Case,4.44,44.400000000000006,6.19,-38.21,-33.43,-75.29
0,USP-S,Black Lotus,Factory New,Mil_Spec Grade,Operation Riptide Case,4.15,41.5,5.83,-35.67,-31.21,-75.2
1,Glock-18,Snack Attack,Well-Worn,Classified,Operation Riptide Case,7.27,72.69999999999999,37.1,-35.6,-31.15,-42.85
0,MAC-10,Toybox,Factory New,Classified,Operation Riptide Case,10.51,105.1,69.58,-35.52,-31.08,-29.57
1,M4A4,Spider Lily,Well-Worn,Restricted,Operation Riptide Case,4.21,42.1,6.63,-35.47,-31.04,-73.73
1,M4A4,Spider Lily,Factory New,Restricted,Operation Riptide Case,38.42,384.20000000000005,37.82,-346.38,-303.08,-78.89
1,Five-SeveN,Boost Protocol,Factory New,Restricted,Operation Riptide Case,7.32,73.2,37.82,-35.38,-30.96,-42.3
0,SSG 08,Turbo Peek,Minimal Wear,Classified,Operation Riptide Case,7.16,71.6,36.61,-34.99,-30.62,-42.77
0,MAG-7,BI83 Spectrum,Field-Tested,Restricted,Operation Riptide Case,0.81,8.100000000000001,3.75,-4.35,-3.81,-47.04
1,G3SG1,Keeping Tabs,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,1.03,10.3,6.09,-4.21,-3.68,-35.73
1,MP7,Guerrilla,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.98,9.8,6.09,-3.71,-3.25,-33.16
0,MP7,Guerrilla,Factory New,Mil_Spec Grade,Operation Riptide Case,0.95,9.5,5.83,-3.67,-3.21,-33.79
1,Dual Berettas,Tread,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.97,9.7,6.09,-3.61,-3.16,-32.58
1,M4A4,Spider Lily,Battle-Scarred,Restricted,Operation Riptide Case,3.97,39.7,6.16,-33.54,-29.35,-73.93
1,Glock-18,Snack Attack,Factory New,Classified,Operation Riptide Case,49.78,497.8,173.22,-324.58,-284.01,-57.05
1,MAC-10,Toybox,Minimal Wear,Classified,Operation Riptide Case,10.6,106.0,74.03,-31.97,-27.97,-26.39
1,MAG-7,BI83 Spectrum,Factory New,Restricted,Operation Riptide Case,6.9,69.0,37.82,-31.18,-27.28,-39.54
0,MP9,Mount Fuji,Minimal Wear,Restricted,Operation Riptide Case,3.5,35.0,6.19,-28.81,-25.21,-72.03
0,Glock-18,Snack Attack,Minimal Wear,Classified,Operation Riptide Case,6.37,63.7,36.61,-27.09,-23.7,-37.21
1,Five-SeveN,Boost Protocol,Minimal Wear,Restricted,Operation Riptide Case,4.24,42.400000000000006,15.95,-26.45,-23.14,-54.58
0,SSG 08,Turbo Peek,Well-Worn,Classified,Operation Riptide Case,4.37,43.7,18.38,-25.32,-22.16,-50.71
1,USP-S,Black Lotus,Field-Tested,Mil_Spec Grade,Operation Riptide Case,2.8,28.0,2.89,-25.11,-21.97,-78.46
1,USP-S,Black Lotus,Well-Worn,Mil_Spec Grade,Operation Riptide Case,2.77,27.7,2.76,-24.94,-21.82,-78.77
1,Five-SeveN,Boost Protocol,Well-Worn,Restricted,Operation Riptide Case,3.05,30.5,6.63,-23.87,-20.89,-68.49
1,USP-S,Black Lotus,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,2.62,26.200000000000003,2.5,-23.7,-20.74,-79.16
0,Dual Berettas,Tread,Factory New,Mil_Spec Grade,Operation Riptide Case,0.92,9.200000000000001,5.83,-3.37,-2.95,-32.07
1,G3SG1,Keeping Tabs,Factory New,Mil_Spec Grade,Operation Riptide Case,1.97,19.7,16.46,-3.24,-2.83,-14.37
0,XM1014,Watchdog,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.59,5.8999999999999995,2.66,-3.24,-2.83,-47.97
1,XM1014,Watchdog,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.58,5.8,2.89,-2.91,-2.55,-43.97
0,AUG,Plague,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.41,4.1,1.34,-2.76,-2.42,-59.02
0,AUG,Plague,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.53,5.300000000000001,2.66,-2.64,-2.31,-43.58
1,AUG,Plague,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.49,4.9,2.5,-2.4,-2.1,-42.86
0,PP-Bizon,Lumen,Factory New,Mil_Spec Grade,Operation Riptide Case,0.82,8.2,5.83,-2.37,-2.07,-25.24
1,AUG,Plague,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.52,5.2,2.89,-2.31,-2.02,-38.85
0,SSG 08,Turbo Peek,Battle-Scarred,Classified,Operation Riptide Case,3.87,38.7,16.09,-22.61,-19.78,-51.11
1,FAMAS,ZX Spectron,Field-Tested,Restricted,Operation Riptide Case,3.02,30.2,8.11,-22.09,-19.33,-64.01
0,SSG 08,Turbo Peek,Field-Tested,Classified,Operation Riptide Case,4.3,43.0,21.31,-21.69,-18.98,-44.14
0,M4A4,Spider Lily,Field-Tested,Restricted,Operation Riptide Case,2.47,24.700000000000003,3.75,-20.95,-18.33,-74.21
1,FAMAS,ZX Spectron,Battle-Scarred,Restricted,Operation Riptide Case,2.69,26.9,6.16,-20.74,-18.15,-67.47
1,SSG 08,Turbo Peek,Factory New,Classified,Operation Riptide Case,36.08,360.79999999999995,173.22,-187.58,-164.13,-45.49
1,FAMAS,ZX Spectron,Well-Worn,Restricted,Operation Riptide Case,2.52,25.2,6.63,-18.57,-16.25,-64.48
0,XM1014,Watchdog,Factory New,Mil_Spec Grade,Operation Riptide Case,2.31,23.1,5.83,-17.27,-15.11,-65.41
0,Glock-18,Snack Attack,Battle-Scarred,Classified,Operation Riptide Case,3.3,33.0,16.09,-16.91,-14.8,-44.85
0,FAMAS,ZX Spectron,Minimal Wear,Restricted,Operation Riptide Case,2.31,23.1,6.19,-16.91,-14.8,-64.07
0,M4A4,Spider Lily,Well-Worn,Restricted,Operation Riptide Case,1.98,19.8,3.52,-16.28,-14.25,-71.97
0,Glock-18,Snack Attack,Field-Tested,Classified,Operation Riptide Case,3.75,37.5,21.31,-16.19,-14.17,-37.79
1,USP-S,Black Lotus,Factory New,Mil_Spec Grade,Operation Riptide Case,17.09,170.9,16.46,-154.44,-135.13,-79.07
1,Five-SeveN,Boost Protocol,Field-Tested,Restricted,Operation Riptide Case,2.41,24.1,8.11,-15.99,-13.99,-58.05
1,MP9,Mount Fuji,Well-Worn,Restricted,Operation Riptide Case,2.21,22.1,6.63,-15.47,-13.54,-61.27
1,MAG-7,BI83 Spectrum,Minimal Wear,Restricted,Operation Riptide Case,3.1,31.0,15.95,-15.05,-13.17,-42.48
0,M4A4,Spider Lily,Battle-Scarred,Restricted,Operation Riptide Case,1.79,17.9,3.3,-14.6,-12.78,-71.4
0,Glock-18,Snack Attack,Well-Worn,Classified,Operation Riptide Case,3.29,32.9,18.38,-14.52,-12.71,-38.63
1,MP9,Mount Fuji,Battle-Scarred,Restricted,Operation Riptide Case,2.06,20.6,6.16,-14.44,-12.63,-61.31
1,MP9,Mount Fuji,Field-Tested,Restricted,Operation Riptide Case,2.24,22.400000000000002,8.11,-14.29,-12.5,-55.8
0,MAC-10,Toybox,Minimal Wear,Classified,Operation Riptide Case,5.04,50.4,36.61,-13.79,-12.07,-23.95
1,FAMAS,ZX Spectron,Factory New,Restricted,Operation Riptide Case,16.95,169.5,37.82,-131.68,-115.22,-67.98
1,PP-Bizon,Lumen,Factory New,Mil_Spec Grade,Operation Riptide Case,2.92,29.2,16.46,-12.74,-11.15,-38.18
1,SSG 08,Turbo Peek,Minimal Wear,Classified,Operation Riptide Case,19.39,193.9,74.03,-119.87,-104.89,-54.09
0,Five-SeveN,Boost Protocol,Factory New,Restricted,Operation Riptide Case,2.44,24.4,12.92,-11.48,-10.04,-41.15
0,PP-Bizon,Lumen,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.49,4.9,2.66,-2.24,-1.96,-40.0
1,MP7,Guerrilla,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.51,5.1,2.89,-2.21,-1.93,-37.84
0,MP7,Guerrilla,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.48,4.8,2.66,-2.14,-1.87,-38.96
0,Dual Berettas,Tread,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.44,4.4,2.66,-1.74,-1.52,-34.55
1,G3SG1,Keeping Tabs,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.45,4.5,2.76,-1.74,-1.52,-33.78
1,Dual Berettas,Tread,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.46,4.6000000000000005,2.89,-1.71,-1.5,-32.61
0,G3SG1,Keeping Tabs,Factory New,Mil_Spec Grade,Operation Riptide Case,0.75,7.5,5.83,-1.67,-1.46,-19.47
0,Dual Berettas,Tread,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.3,3.0,1.34,-1.66,-1.45,-48.33
0,G3SG1,Keeping Tabs,Minimal Wear,Mil_Spec Grade,Operation Riptide Case,0.43,4.3,2.66,-1.64,-1.43,-33.26
1,PP-Bizon,Lumen,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.45,4.5,2.89,-1.61,-1.41,-31.33
0,Dual Berettas,Tread,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.28,2.8000000000000003,1.27,-1.53,-1.34,-47.86
0,Dual Berettas,Tread,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.29,2.9,1.42,-1.48,-1.29,-44.48
1,G3SG1,Keeping Tabs,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.43,4.3,2.89,-1.41,-1.23,-28.6
0,PP-Bizon,Lumen,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.27,2.7,1.34,-1.36,-1.19,-44.07
1,XM1014,Watchdog,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.38,3.8,2.5,-1.3,-1.14,-30.0
0,XM1014,Watchdog,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.26,2.6,1.42,-1.18,-1.03,-39.62
0,G3SG1,Keeping Tabs,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.24,2.4,1.34,-1.06,-0.93,-38.75
1,XM1014,Watchdog,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.38,3.8,2.76,-1.04,-0.91,-23.95
0,MP7,Guerrilla,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.23,2.3000000000000003,1.42,-0.88,-0.77,-33.48
0,AUG,Plague,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.23,2.3000000000000003,1.42,-0.88,-0.77,-33.48
0,PP-Bizon,Lumen,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.23,2.3000000000000003,1.42,-0.88,-0.77,-33.48
0,G3SG1,Keeping Tabs,Field-Tested,Mil_Spec Grade,Operation Riptide Case,0.22,2.2,1.42,-0.78,-0.68,-30.91
0,AUG,Plague,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.2,2.0,1.27,-0.73,-0.64,-32.0
1,Dual Berettas,Tread,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.32,3.2,2.5,-0.7,-0.61,-19.06
1,PP-Bizon,Lumen,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.32,3.2,2.5,-0.7,-0.61,-19.06
0,PP-Bizon,Lumen,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.19,1.9,1.27,-0.63,-0.55,-28.95
0,XM1014,Watchdog,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.19,1.9,1.34,-0.56,-0.49,-25.79
1,Dual Berettas,Tread,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.33,3.3000000000000003,2.76,-0.54,-0.47,-14.24
0,XM1014,Watchdog,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.18,1.7999999999999998,1.27,-0.53,-0.46,-25.56
0,G3SG1,Keeping Tabs,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.18,1.7999999999999998,1.27,-0.53,-0.46,-25.56
0,MP7,Guerrilla,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.18,1.7999999999999998,1.27,-0.53,-0.46,-25.56
1,G3SG1,Keeping Tabs,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.3,3.0,2.5,-0.5,-0.44,-14.67
0,MP7,Guerrilla,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.18,1.7999999999999998,1.34,-0.46,-0.4,-22.22
1,MP7,Guerrilla,Battle-Scarred,Mil_Spec Grade,Operation Riptide Case,0.28,2.8000000000000003,2.5,-0.3,-0.26,-9.29
1,MP7,Guerrilla,Well-Worn,Mil_Spec Grade,Operation Riptide Case,0.28,2.8000000000000003,2.76,-0.04,-0.04,-1.43
