StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,PP-Bizon,Embargo,Minimal Wear,Restricted,Shattered Web Case,4.85,48.5,84.59,36.09,31.58,65.11
1,MP7,Neon Ply,Minimal Wear,Restricted,Shattered Web Case,4.85,48.5,84.59,36.09,31.58,65.11
1,P2000,Obsidian,Minimal Wear,Restricted,Shattered Web Case,4.95,49.5,84.59,35.09,30.7,62.02
0,PP-Bizon,Embargo,Minimal Wear,Restricted,Shattered Web Case,2.0,20.0,20.71,0.71,0.62,3.1
1,AUG,Arctic Wolf,Factory New,Restricted,Shattered Web Case,18.62,186.20000000000002,77.65,-108.55,-94.98,-51.01
1,Tec-9,Decimator,Well-Worn,Classified,Shattered Web Case,16.16,161.6,55.04,-106.56,-93.24,-57.7
1,Nova,Plume,Factory New,Mil_Spec Grade,Shattered Web Case,2.67,26.7,15.46,-11.24,-9.84,-36.85
0,AUG,Arctic Wolf,Field-Tested,Restricted,Shattered Web Case,1.8,18.0,7.33,-10.67,-9.34,-51.89
0,MP7,Neon Ply,Factory New,Restricted,Shattered Web Case,4.19,41.900000000000006,31.43,-10.47,-9.16,-21.86
1,Tec-9,Decimator,Battle-Scarred,Classified,Shattered Web Case,14.19,141.9,42.07,-99.83,-87.35,-61.56
0,Tec-9,Decimator,Minimal Wear,Classified,Shattered Web Case,17.04,170.39999999999998,72.8,-97.6,-85.4,-50.12
1,Tec-9,Decimator,Field-Tested,Classified,Shattered Web Case,17.49,174.89999999999998,79.07,-95.83,-83.85,-47.94
1,AK-47,Rat Rod,Well-Worn,Restricted,Shattered Web Case,10.79,107.89999999999999,12.25,-95.65,-83.69,-77.56
1,AK-47,Rat Rod,Battle-Scarred,Restricted,Shattered Web Case,10.48,104.80000000000001,10.99,-93.81,-82.08,-78.32
1,PP-Bizon,Embargo,Field-Tested,Restricted,Shattered Web Case,2.39,23.900000000000002,14.16,-9.74,-8.52,-35.65
1,AK-47,Rat Rod,Field-Tested,Restricted,Shattered Web Case,10.21,102.10000000000001,14.16,-87.94,-76.95,-75.37
0,AK-47,Rat Rod,Factory New,Restricted,Shattered Web Case,10.2,102.0,31.43,-70.57,-61.75,-60.54
0,R8 Revolver,Memento,Factory New,Mil_Spec Grade,Shattered Web Case,1.3,13.0,6.02,-6.98,-6.11,-47.0
1,Dual Berettas,Balance,Minimal Wear,Mil_Spec Grade,Shattered Web Case,1.45,14.5,7.6,-6.9,-6.04,-41.66
0,Tec-9,Decimator,Well-Worn,Classified,Shattered Web Case,9.88,98.80000000000001,31.85,-66.95,-58.58,-59.29
1,SSG 08,Bloodshot,Battle-Scarred,Classified,Shattered Web Case,10.46,104.60000000000001,42.07,-62.53,-54.71,-52.3
1,AK-47,Rat Rod,Minimal Wear,Restricted,Shattered Web Case,14.55,145.5,84.59,-60.91,-53.3,-36.63
1,SSG 08,Bloodshot,Well-Worn,Classified,Shattered Web Case,11.54,115.39999999999999,55.04,-60.36,-52.81,-45.76
1,MP7,Neon Ply,Field-Tested,Restricted,Shattered Web Case,2.08,20.8,14.16,-6.64,-5.81,-27.93
1,P2000,Obsidian,Field-Tested,Restricted,Shattered Web Case,2.04,20.4,14.16,-6.24,-5.46,-26.76
1,MP5-SD,Acid Wash,Well-Worn,Mil_Spec Grade,Shattered Web Case,1.0,10.0,3.91,-6.09,-5.33,-53.3
1,Dual Berettas,Balance,Field-Tested,Mil_Spec Grade,Shattered Web Case,1.01,10.1,4.2,-5.9,-5.16,-51.09
1,R8 Revolver,Memento,Minimal Wear,Mil_Spec Grade,Shattered Web Case,1.34,13.4,7.6,-5.8,-5.08,-37.91
1,SSG 08,Bloodshot,Field-Tested,Classified,Shattered Web Case,13.49,134.9,79.07,-55.83,-48.85,-36.21
0,SG 553,Colony IV,Minimal Wear,Classified,Shattered Web Case,12.74,127.4,72.8,-54.6,-47.77,-37.5
