StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,M249,Emerald Poison Dart,Well-Worn,Restricted,Spectrum Case,1.62,16.200000000000003,18.83,2.63,2.3,14.2
1,Galil AR,Crimson Tsunami,Well-Worn,Restricted,Spectrum Case,1.76,17.6,18.83,1.23,1.08,6.14
1,UMP-45,Scaffold,Well-Worn,Restricted,Spectrum Case,1.81,18.1,18.83,0.73,0.64,3.54
1,Sawed-Off,Zander,Well-Worn,Mil_Spec Grade,Spectrum Case,0.17,1.7000000000000002,1.88,0.18,0.16,9.41
0,Sawed-Off,Zander,Battle-Scarred,Mil_Spec Grade,Spectrum Case,0.09,0.8999999999999999,1.05,0.15,0.13,14.44
0,SCAR-20,Blueprint,Battle-Scarred,Mil_Spec Grade,Spectrum Case,0.1,1.0,1.05,0.05,0.04,4.0
0,Five-SeveN,Capillary,Battle-Scarred,Mil_Spec Grade,Spectrum Case,0.1,1.0,1.05,0.05,0.04,4.0
0,MP7,Akoben,Battle-Scarred,Mil_Spec Grade,Spectrum Case,0.1,1.0,1.05,0.05,0.04,4.0
1,Sawed-Off,Zander,Battle-Scarred,Mil_Spec Grade,Spectrum Case,0.17,1.7000000000000002,1.72,0.02,0.02,1.18
1,M4A1-S,Decimator,Field-Tested,Classified,Spectrum Case,20.35,203.5,89.6,-113.9,-99.66,-48.97
1,AWP,Fever Dream,Minimal Wear,Classified,Spectrum Case,21.6,216.0,115.61,-100.39,-87.84,-40.67
1,CZ75-Auto,Xiangliu,Battle-Scarred,Classified,Spectrum Case,11.89,118.9,27.43,-91.47,-80.04,-67.32
1,Galil AR,Crimson Tsunami,Factory New,Restricted,Spectrum Case,4.74,47.400000000000006,37.75,-9.65,-8.44,-17.81
0,M4A1-S,Decimator,Minimal Wear,Classified,Spectrum Case,14.94,149.4,58.05,-91.35,-79.93,-53.5
0,M4A1-S,Decimator,Well-Worn,Classified,Spectrum Case,12.88,128.8,46.28,-82.52,-72.2,-56.06
1,Desert Eagle,Oxide Blaze,Field-Tested,Mil_Spec Grade,Spectrum Case,1.01,10.1,2.04,-8.06,-7.05,-69.8
0,M4A1-S,Decimator,Battle-Scarred,Classified,Spectrum Case,9.04,90.39999999999999,13.71,-76.69,-67.1,-74.23
1,AWP,Fever Dream,Field-Tested,Classified,Spectrum Case,16.18,161.8,89.6,-72.2,-63.18,-39.05
0,AWP,Fever Dream,Battle-Scarred,Classified,Spectrum Case,7.8,78.0,13.71,-64.29,-56.25,-72.12
0,UMP-45,Scaffold,Factory New,Restricted,Spectrum Case,2.28,22.799999999999997,16.44,-6.36,-5.57,-24.43
1,Five-SeveN,Capillary,Well-Worn,Mil_Spec Grade,Spectrum Case,0.82,8.2,1.88,-6.32,-5.53,-67.44
1,Galil AR,Crimson Tsunami,Minimal Wear,Restricted,Spectrum Case,2.96,29.6,23.29,-6.31,-5.52,-18.65
1,XM1014,Seasons,Factory New,Restricted,Spectrum Case,4.39,43.9,37.75,-6.15,-5.38,-12.26
0,M4A1-S,Decimator,Field-Tested,Classified,Spectrum Case,10.51,105.1,48.63,-56.47,-49.41,-47.01
1,CZ75-Auto,Xiangliu,Factory New,Classified,Spectrum Case,22.49,224.89999999999998,168.46,-56.44,-49.38,-21.96
0,AWP,Fever Dream,Factory New,Classified,Spectrum Case,13.11,131.1,75.38,-55.72,-48.75,-37.19
0,CZ75-Auto,Xiangliu,Battle-Scarred,Classified,Spectrum Case,6.13,61.3,13.71,-47.59,-41.64,-67.93
1,XM1014,Seasons,Minimal Wear,Restricted,Spectrum Case,2.88,28.799999999999997,23.29,-5.51,-4.82,-16.74
1,Five-SeveN,Capillary,Factory New,Mil_Spec Grade,Spectrum Case,0.96,9.6,4.57,-5.03,-4.4,-45.83
1,Sawed-Off,Zander,Factory New,Mil_Spec Grade,Spectrum Case,0.94,9.399999999999999,4.57,-4.83,-4.23,-45.0
1,XM1014,Seasons,Field-Tested,Restricted,Spectrum Case,2.14,21.400000000000002,16.57,-4.83,-4.23,-19.77
1,M249,Emerald Poison Dart,Field-Tested,Restricted,Spectrum Case,2.13,21.299999999999997,16.57,-4.73,-4.14,-19.44
1,XM1014,Seasons,Battle-Scarred,Restricted,Spectrum Case,1.96,19.6,15.03,-4.57,-4.0,-20.41
0,AWP,Fever Dream,Well-Worn,Classified,Spectrum Case,9.09,90.9,46.28,-44.62,-39.04,-42.95
0,AWP,Fever Dream,Minimal Wear,Classified,Spectrum Case,10.18,101.8,58.05,-43.75,-38.28,-37.6
1,M4A1-S,Decimator,Factory New,Classified,Spectrum Case,58.1,581.0,168.46,-412.54,-360.97,-62.13
1,CZ75-Auto,Xiangliu,Field-Tested,Classified,Spectrum Case,13.17,131.7,89.6,-42.1,-36.84,-27.97
1,CZ75-Auto,Xiangliu,Minimal Wear,Classified,Spectrum Case,15.26,152.6,115.61,-36.99,-32.37,-21.21
0,AWP,Fever Dream,Field-Tested,Classified,Spectrum Case,8.37,83.69999999999999,48.63,-35.07,-30.69,-36.67
1,UMP-45,Scaffold,Minimal Wear,Restricted,Spectrum Case,2.73,27.3,23.29,-4.01,-3.51,-12.86
0,XM1014,Seasons,Battle-Scarred,Restricted,Spectrum Case,1.16,11.6,7.66,-3.94,-3.45,-29.74
0,Desert Eagle,Oxide Blaze,Factory New,Mil_Spec Grade,Spectrum Case,0.59,5.8999999999999995,2.02,-3.88,-3.4,-57.63
1,MAC-10,Last Dive,Field-Tested,Restricted,Spectrum Case,2.03,20.299999999999997,16.57,-3.73,-3.26,-16.06
0,XM1014,Seasons,Factory New,Restricted,Spectrum Case,2.0,20.0,16.44,-3.56,-3.12,-15.6
0,CZ75-Auto,Xiangliu,Factory New,Classified,Spectrum Case,10.31,103.10000000000001,75.38,-27.72,-24.25,-23.52
1,CZ75-Auto,Xiangliu,Well-Worn,Classified,Spectrum Case,10.34,103.4,76.86,-26.54,-23.22,-22.46
1,M249,Emerald Poison Dart,Minimal Wear,Restricted,Spectrum Case,2.66,26.6,23.29,-3.31,-2.9,-10.9
1,MAC-10,Last Dive,Factory New,Restricted,Spectrum Case,4.1,41.0,37.75,-3.25,-2.84,-6.93
0,MAC-10,Last Dive,Battle-Scarred,Restricted,Spectrum Case,1.08,10.8,7.66,-3.14,-2.75,-25.46
1,Galil AR,Crimson Tsunami,Field-Tested,Restricted,Spectrum Case,1.97,19.7,16.57,-3.13,-2.74,-13.91
0,M249,Emerald Poison Dart,Factory New,Restricted,Spectrum Case,1.95,19.5,16.44,-3.06,-2.68,-13.74
0,Galil AR,Crimson Tsunami,Factory New,Restricted,Spectrum Case,1.95,19.5,16.44,-3.06,-2.68,-13.74
1,MP7,Akoben,Factory New,Mil_Spec Grade,Spectrum Case,0.76,7.6,4.57,-3.03,-2.65,-34.87
1,MAC-10,Last Dive,Minimal Wear,Restricted,Spectrum Case,2.62,26.200000000000003,23.29,-2.91,-2.55,-9.73
0,MAC-10,Last Dive,Factory New,Restricted,Spectrum Case,1.93,19.3,16.44,-2.86,-2.5,-12.95
0,Desert Eagle,Oxide Blaze,Minimal Wear,Mil_Spec Grade,Spectrum Case,0.4,4.0,1.27,-2.73,-2.39,-59.75
1,UMP-45,Scaffold,Field-Tested,Restricted,Spectrum Case,1.93,19.3,16.57,-2.73,-2.39,-12.38
1,P250,Ripple,Factory New,Mil_Spec Grade,Spectrum Case,0.72,7.199999999999999,4.57,-2.63,-2.3,-31.94
1,XM1014,Seasons,Well-Worn,Restricted,Spectrum Case,2.14,21.400000000000002,18.83,-2.57,-2.25,-10.51
1,Galil AR,Crimson Tsunami,Battle-Scarred,Restricted,Spectrum Case,1.76,17.6,15.03,-2.57,-2.25,-12.78
0,UMP-45,Scaffold,Battle-Scarred,Restricted,Spectrum Case,1.02,10.2,7.66,-2.54,-2.22,-21.76
1,Sawed-Off,Zander,Minimal Wear,Mil_Spec Grade,Spectrum Case,0.53,5.300000000000001,2.77,-2.53,-2.21,-41.7
1,PP-Bizon,Jungle Slipstream,Factory New,Mil_Spec Grade,Spectrum Case,0.7,7.0,4.57,-2.43,-2.13,-30.43
0,XM1014,Seasons,Field-Tested,Restricted,Spectrum Case,1.09,10.9,8.6,-2.3,-2.01,-18.44
0,CZ75-Auto,Xiangliu,Minimal Wear,Classified,Spectrum Case,8.08,80.8,58.05,-22.75,-19.91,-24.64
1,M4A1-S,Decimator,Minimal Wear,Classified,Spectrum Case,33.0,330.0,115.61,-214.39,-187.59,-56.85
0,CZ75-Auto,Xiangliu,Field-Tested,Classified,Spectrum Case,6.91,69.1,48.63,-20.47,-17.91,-25.92
0,CZ75-Auto,Xiangliu,Well-Worn,Classified,Spectrum Case,6.64,66.39999999999999,46.28,-20.12,-17.61,-26.52
1,Desert Eagle,Oxide Blaze,Battle-Scarred,Mil_Spec Grade,Spectrum Case,2.13,21.299999999999997,1.72,-19.58,-17.13,-80.42
1,M4A1-S,Decimator,Well-Worn,Classified,Spectrum Case,26.39,263.9,76.86,-187.04,-163.66,-62.02
0,M4A1-S,Decimator,Factory New,Classified,Spectrum Case,25.89,258.9,75.38,-183.52,-160.58,-62.02
1,Desert Eagle,Oxide Blaze,Factory New,Mil_Spec Grade,Spectrum Case,2.38,23.799999999999997,4.57,-19.23,-16.83,-70.71
