StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,XM1014,Teclu Burner,Minimal Wear,Restricted,Revolver Case,3.0,30.0,32.63,2.63,2.3,7.67
1,SG 553,Tiger Moth,Minimal Wear,Restricted,Revolver Case,3.1,31.0,32.63,1.63,1.43,4.61
0,P90,Shapewood,Well-Worn,Classified,Revolver Case,1.75,17.5,6.88,-10.62,-9.29,-53.09
1,PP-Bizon,Fuel Rod,Field-Tested,Restricted,Revolver Case,2.12,21.200000000000003,10.75,-10.45,-9.14,-43.11
0,G3SG1,The Executioner,Well-Worn,Classified,Revolver Case,1.73,17.3,6.88,-10.42,-9.12,-52.72
0,G3SG1,The Executioner,Minimal Wear,Classified,Revolver Case,11.88,118.80000000000001,19.79,-99.01,-86.63,-72.92
0,G3SG1,The Executioner,Battle-Scarred,Classified,Revolver Case,1.63,16.299999999999997,6.03,-10.27,-8.99,-55.15
1,P90,Shapewood,Well-Worn,Classified,Revolver Case,3.18,31.8,21.54,-10.26,-8.98,-28.24
1,AUG,Ricochet,Well-Worn,Mil_Spec Grade,Revolver Case,1.18,11.799999999999999,1.69,-10.11,-8.85,-75.0
1,R8 Revolver,Crimson Web,Minimal Wear,Mil_Spec Grade,Revolver Case,1.47,14.7,4.88,-9.82,-8.59,-58.44
0,AK-47,Point Disarray,Battle-Scarred,Classified,Revolver Case,9.56,95.60000000000001,6.03,-89.57,-78.37,-81.98
1,Negev,Power Loader,Battle-Scarred,Restricted,Revolver Case,1.73,17.3,8.37,-8.93,-7.81,-45.14
1,XM1014,Teclu Burner,Well-Worn,Restricted,Revolver Case,1.85,18.5,10.04,-8.46,-7.4,-40.0
1,P90,Shapewood,Factory New,Classified,Revolver Case,26.58,265.79999999999995,192.91,-72.89,-63.78,-24.0
1,Tec-9,Avalanche,Well-Worn,Restricted,Revolver Case,1.74,17.4,10.04,-7.36,-6.44,-37.01
0,Tec-9,Avalanche,Minimal Wear,Restricted,Revolver Case,1.84,18.400000000000002,11.52,-6.88,-6.02,-32.72
1,Negev,Power Loader,Minimal Wear,Restricted,Revolver Case,9.86,98.6,32.63,-65.97,-57.72,-58.54
1,PP-Bizon,Fuel Rod,Factory New,Restricted,Revolver Case,11.51,115.1,50.86,-64.24,-56.21,-48.84
1,Tec-9,Avalanche,Factory New,Restricted,Revolver Case,11.51,115.1,50.86,-64.24,-56.21,-48.84
0,SG 553,Tiger Moth,Factory New,Restricted,Revolver Case,2.55,25.5,18.69,-6.81,-5.96,-23.37
1,G3SG1,The Executioner,Well-Worn,Classified,Revolver Case,2.79,27.9,21.54,-6.36,-5.57,-19.96
1,XM1014,Teclu Burner,Battle-Scarred,Restricted,Revolver Case,1.41,14.1,8.37,-5.73,-5.01,-35.53
1,AUG,Ricochet,Minimal Wear,Mil_Spec Grade,Revolver Case,1.06,10.600000000000001,4.88,-5.72,-5.0,-47.17
1,AK-47,Point Disarray,Factory New,Classified,Revolver Case,75.14,751.4,192.91,-558.49,-488.68,-65.04
0,Negev,Power Loader,Field-Tested,Restricted,Revolver Case,1.12,11.200000000000001,5.53,-5.67,-4.96,-44.29
0,AUG,Ricochet,Factory New,Mil_Spec Grade,Revolver Case,0.89,8.9,3.39,-5.51,-4.82,-54.16
0,Desert Eagle,Corinthian,Factory New,Mil_Spec Grade,Revolver Case,0.89,8.9,3.39,-5.51,-4.82,-54.16
1,Five-SeveN,Retrobution,Field-Tested,Restricted,Revolver Case,1.61,16.1,10.75,-5.35,-4.68,-29.07
0,Desert Eagle,Corinthian,Well-Worn,Mil_Spec Grade,Revolver Case,0.61,6.1,0.75,-5.35,-4.68,-76.72
1,Tec-9,Avalanche,Battle-Scarred,Restricted,Revolver Case,1.36,13.600000000000001,8.37,-5.23,-4.58,-33.68
1,Sawed-Off,Yorick,Factory New,Mil_Spec Grade,Revolver Case,1.65,16.5,11.47,-5.03,-4.4,-26.67
1,G3SG1,The Executioner,Battle-Scarred,Classified,Revolver Case,2.52,25.2,20.26,-4.94,-4.32,-17.14
1,P90,Shapewood,Minimal Wear,Classified,Revolver Case,9.16,91.6,47.39,-44.21,-38.68,-42.23
1,G3SG1,The Executioner,Minimal Wear,Classified,Revolver Case,45.92,459.20000000000005,47.39,-411.81,-360.33,-78.47
1,AK-47,Point Disarray,Minimal Wear,Classified,Revolver Case,42.8,428.0,47.39,-380.61,-333.03,-77.81
0,Negev,Power Loader,Factory New,Restricted,Revolver Case,5.51,55.099999999999994,18.69,-36.41,-31.86,-57.82
0,P90,Shapewood,Factory New,Classified,Revolver Case,8.66,86.6,50.96,-35.64,-31.19,-36.02
1,PP-Bizon,Fuel Rod,Battle-Scarred,Restricted,Revolver Case,1.29,12.9,8.37,-4.53,-3.96,-30.7
1,SG 553,Tiger Moth,Field-Tested,Restricted,Revolver Case,1.52,15.2,10.75,-4.45,-3.89,-25.59
1,XM1014,Teclu Burner,Field-Tested,Restricted,Revolver Case,1.51,15.1,10.75,-4.35,-3.81,-25.23
1,P2000,Imperial,Field-Tested,Mil_Spec Grade,Revolver Case,0.65,6.5,2.21,-4.29,-3.75,-57.69
1,Five-SeveN,Retrobution,Battle-Scarred,Restricted,Revolver Case,1.25,12.5,8.37,-4.13,-3.61,-28.88
0,PP-Bizon,Fuel Rod,Minimal Wear,Restricted,Revolver Case,1.56,15.600000000000001,11.52,-4.08,-3.57,-22.88
0,Tec-9,Avalanche,Field-Tested,Restricted,Revolver Case,0.94,9.399999999999999,5.53,-3.87,-3.39,-36.06
1,Five-SeveN,Retrobution,Minimal Wear,Restricted,Revolver Case,3.65,36.5,32.63,-3.87,-3.39,-9.29
0,Desert Eagle,Corinthian,Minimal Wear,Mil_Spec Grade,Revolver Case,0.54,5.4,1.65,-3.75,-3.28,-60.74
1,P2000,Imperial,Minimal Wear,Mil_Spec Grade,Revolver Case,0.85,8.5,4.88,-3.62,-3.17,-37.29
0,Five-SeveN,Retrobution,Battle-Scarred,Restricted,Revolver Case,0.79,7.9,4.31,-3.59,-3.14,-39.75
0,XM1014,Teclu Burner,Battle-Scarred,Restricted,Revolver Case,0.79,7.9,4.31,-3.59,-3.14,-39.75
1,PP-Bizon,Fuel Rod,Well-Worn,Restricted,Revolver Case,1.35,13.5,10.04,-3.46,-3.03,-22.44
0,R8 Revolver,Crimson Web,Factory New,Mil_Spec Grade,Revolver Case,3.56,35.6,3.39,-32.21,-28.18,-79.16
1,Desert Eagle,Corinthian,Well-Worn,Mil_Spec Grade,Revolver Case,3.32,33.199999999999996,1.69,-31.51,-27.57,-83.04
1,Negev,Power Loader,Field-Tested,Restricted,Revolver Case,4.0,40.0,10.75,-29.25,-25.59,-63.98
1,Desert Eagle,Corinthian,Factory New,Mil_Spec Grade,Revolver Case,4.01,40.099999999999994,11.47,-28.63,-25.05,-62.47
1,Five-SeveN,Retrobution,Factory New,Restricted,Revolver Case,7.79,77.9,50.86,-27.04,-23.66,-30.37
0,AK-47,Point Disarray,Factory New,Classified,Revolver Case,28.71,287.1,50.96,-236.14,-206.62,-71.97
1,AK-47,Point Disarray,Field-Tested,Classified,Revolver Case,25.09,250.9,20.05,-230.85,-201.99,-80.51
0,P90,Shapewood,Minimal Wear,Classified,Revolver Case,4.33,43.3,19.79,-23.51,-20.57,-47.51
0,XM1014,Teclu Burner,Well-Worn,Restricted,Revolver Case,0.9,9.0,5.84,-3.16,-2.77,-30.78
1,SG 553,Tiger Moth,Well-Worn,Restricted,Revolver Case,1.32,13.200000000000001,10.04,-3.16,-2.77,-20.98
0,Five-SeveN,Retrobution,Minimal Wear,Restricted,Revolver Case,1.46,14.6,11.52,-3.08,-2.7,-18.49
1,Five-SeveN,Retrobution,Well-Worn,Restricted,Revolver Case,1.31,13.100000000000001,10.04,-3.06,-2.68,-20.46
1,SG 553,Tiger Moth,Battle-Scarred,Restricted,Revolver Case,1.14,11.399999999999999,8.37,-3.03,-2.65,-23.25
0,XM1014,Teclu Burner,Factory New,Restricted,Revolver Case,2.15,21.5,18.69,-2.81,-2.46,-11.44
0,Tec-9,Avalanche,Battle-Scarred,Restricted,Revolver Case,0.71,7.1,4.31,-2.79,-2.44,-34.37
0,PP-Bizon,Fuel Rod,Battle-Scarred,Restricted,Revolver Case,0.7,7.0,4.31,-2.69,-2.35,-33.57
0,Desert Eagle,Corinthian,Field-Tested,Mil_Spec Grade,Revolver Case,0.35,3.5,0.85,-2.65,-2.32,-66.29
0,Five-SeveN,Retrobution,Field-Tested,Restricted,Revolver Case,0.81,8.100000000000001,5.53,-2.57,-2.25,-27.78
1,XM1014,Teclu Burner,Factory New,Restricted,Revolver Case,5.32,53.2,50.86,-2.34,-2.05,-3.85
1,AK-47,Point Disarray,Well-Worn,Classified,Revolver Case,24.15,241.5,21.54,-219.96,-192.47,-79.7
1,Desert Eagle,Corinthian,Minimal Wear,Mil_Spec Grade,Revolver Case,2.74,27.400000000000002,4.88,-22.52,-19.7,-71.9
1,Negev,Power Loader,Factory New,Restricted,Revolver Case,25.62,256.2,50.86,-205.34,-179.67,-70.13
1,SG 553,Tiger Moth,Factory New,Restricted,Revolver Case,7.09,70.9,50.86,-20.04,-17.54,-24.74
1,Desert Eagle,Corinthian,Field-Tested,Mil_Spec Grade,Revolver Case,2.11,21.099999999999998,2.21,-18.89,-16.53,-78.34
1,AK-47,Point Disarray,Battle-Scarred,Classified,Revolver Case,19.3,193.0,20.26,-172.74,-151.15,-78.32
0,Tec-9,Avalanche,Factory New,Restricted,Revolver Case,3.68,36.800000000000004,18.69,-18.11,-15.85,-43.07
1,AUG,Ricochet,Factory New,Mil_Spec Grade,Revolver Case,2.87,28.700000000000003,11.47,-17.23,-15.08,-52.54
1,R8 Revolver,Crimson Web,Factory New,Mil_Spec Grade,Revolver Case,17.98,179.8,11.47,-168.33,-147.29,-81.92
0,AK-47,Point Disarray,Minimal Wear,Classified,Revolver Case,18.35,183.5,19.79,-163.71,-143.25,-78.07
1,P90,Shapewood,Field-Tested,Classified,Revolver Case,3.71,37.1,20.05,-17.05,-14.92,-40.22
1,PP-Bizon,Fuel Rod,Minimal Wear,Restricted,Revolver Case,4.89,48.9,32.63,-16.27,-14.24,-29.12
1,Negev,Power Loader,Well-Worn,Restricted,Revolver Case,2.55,25.5,10.04,-15.46,-13.53,-53.06
0,PP-Bizon,Fuel Rod,Factory New,Restricted,Revolver Case,3.41,34.1,18.69,-15.41,-13.48,-39.53
1,Tec-9,Avalanche,Minimal Wear,Restricted,Revolver Case,4.75,47.5,32.63,-14.87,-13.01,-27.39
1,Tec-9,Avalanche,Field-Tested,Restricted,Revolver Case,2.53,25.299999999999997,10.75,-14.55,-12.73,-50.32
1,G3SG1,The Executioner,Field-Tested,Classified,Revolver Case,3.45,34.5,20.05,-14.45,-12.64,-36.64
0,Negev,Power Loader,Minimal Wear,Restricted,Revolver Case,2.59,25.9,11.52,-14.38,-12.58,-48.57
