StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,M4A1-S,Briefing,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,12.71,127.10000000000001,15.89,-111.21,-97.31,-76.56
0,MAG-7,Hard Water,Field-Tested,Mil_Spec Grade,Operation Hydra Case,1.89,18.9,7.62,-11.28,-9.87,-52.22
1,UMP-45,Metal Flowers,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,2.71,27.1,15.89,-11.21,-9.81,-36.2
1,Tec-9,Cut Out,Well-Worn,Mil_Spec Grade,Operation Hydra Case,2.16,21.6,10.59,-11.01,-9.63,-44.58
1,Tec-9,Cut Out,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,2.14,21.400000000000002,10.64,-10.76,-9.41,-43.97
1,MAC-10,Aloha,Well-Worn,Mil_Spec Grade,Operation Hydra Case,2.1,21.0,10.59,-10.41,-9.11,-43.38
0,USP-S,Blueprint,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,11.1,111.0,9.12,-101.88,-89.14,-80.31
1,M4A1-S,Briefing,Well-Worn,Mil_Spec Grade,Operation Hydra Case,10.69,106.89999999999999,10.59,-96.31,-84.27,-78.83
1,Tec-9,Cut Out,Factory New,Mil_Spec Grade,Operation Hydra Case,12.02,120.19999999999999,23.95,-96.25,-84.22,-70.07
0,AK-47,Orbit Mk01,Well-Worn,Restricted,Operation Hydra Case,12.17,121.7,29.59,-92.11,-80.6,-66.23
1,P90,Death Grip,Factory New,Restricted,Operation Hydra Case,19.37,193.70000000000002,101.85,-91.85,-80.37,-41.49
1,MAG-7,Hard Water,Field-Tested,Mil_Spec Grade,Operation Hydra Case,2.23,22.3,12.07,-10.23,-8.95,-40.13
0,MAC-10,Aloha,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,1.93,19.3,9.12,-10.18,-8.91,-46.17
1,MAC-10,Aloha,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,2.08,20.8,10.64,-10.16,-8.89,-42.74
0,FAMAS,Macabre,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,1.91,19.099999999999998,9.12,-9.98,-8.73,-45.71
0,FAMAS,Macabre,Field-Tested,Mil_Spec Grade,Operation Hydra Case,1.75,17.5,7.62,-9.88,-8.65,-49.43
1,FAMAS,Macabre,Well-Worn,Mil_Spec Grade,Operation Hydra Case,2.04,20.4,10.59,-9.81,-8.58,-42.06
0,MAG-7,Hard Water,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,1.89,18.9,9.12,-9.78,-8.56,-45.29
0,MAC-10,Aloha,Field-Tested,Mil_Spec Grade,Operation Hydra Case,1.7,17.0,7.62,-9.38,-8.21,-48.29
0,UMP-45,Metal Flowers,Minimal Wear,Mil_Spec Grade,Operation Hydra Case,1.83,18.3,9.12,-9.18,-8.03,-43.88
0,M4A1-S,Briefing,Factory New,Mil_Spec Grade,Operation Hydra Case,10.29,102.89999999999999,11.7,-91.2,-79.8,-77.55
1,USP-S,Blueprint,Factory New,Mil_Spec Grade,Operation Hydra Case,91.03,910.3,23.95,-886.35,-775.56,-85.2
0,AK-47,Orbit Mk01,Battle-Scarred,Restricted,Operation Hydra Case,11.34,113.4,29.16,-84.24,-73.71,-65.0
0,AK-47,Orbit Mk01,Minimal Wear,Restricted,Operation Hydra Case,12.82,128.2,44.1,-84.1,-73.59,-57.4
1,P2000,Woodsman,Factory New,Restricted,Operation Hydra Case,18.36,183.6,101.85,-81.75,-71.53,-38.96
1,MAC-10,Aloha,Field-Tested,Mil_Spec Grade,Operation Hydra Case,2.12,21.200000000000003,12.07,-9.13,-7.99,-37.69
0,UMP-45,Metal Flowers,Field-Tested,Mil_Spec Grade,Operation Hydra Case,1.67,16.7,7.62,-9.08,-7.95,-47.6
0,UMP-45,Metal Flowers,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,1.52,15.2,6.54,-8.66,-7.58,-49.87
0,MAC-10,Aloha,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,1.46,14.6,6.54,-8.06,-7.05,-48.29
1,SSG 08,Death's Head,Factory New,Restricted,Operation Hydra Case,17.52,175.2,101.85,-73.35,-64.18,-36.63
0,AK-47,Orbit Mk01,Field-Tested,Restricted,Operation Hydra Case,10.8,108.0,36.41,-71.59,-62.64,-58.0
1,UMP-45,Metal Flowers,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,1.83,18.3,10.64,-7.66,-6.7,-36.61
1,UMP-45,Metal Flowers,Well-Worn,Mil_Spec Grade,Operation Hydra Case,1.76,17.6,10.59,-7.01,-6.13,-34.83
1,M4A1-S,Briefing,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,7.83,78.3,10.64,-67.66,-59.2,-75.61
1,P250,Red Rock,Factory New,Restricted,Operation Hydra Case,16.78,167.8,101.85,-65.95,-57.71,-34.39
0,USP-S,Blueprint,Well-Worn,Mil_Spec Grade,Operation Hydra Case,7.18,71.8,6.84,-64.96,-56.84,-79.16
1,SSG 08,Death's Head,Minimal Wear,Restricted,Operation Hydra Case,12.71,127.10000000000001,65.83,-61.27,-53.61,-42.18
1,M4A1-S,Briefing,Field-Tested,Mil_Spec Grade,Operation Hydra Case,7.25,72.5,12.07,-60.43,-52.88,-72.94
1,P90,Death Grip,Minimal Wear,Restricted,Operation Hydra Case,12.48,124.80000000000001,65.83,-58.97,-51.6,-41.35
1,M4A4,Hellfire,Factory New,Classified,Operation Hydra Case,112.85,1128.5,551.73,-576.77,-504.67,-44.72
0,FAMAS,Macabre,Battle-Scarred,Mil_Spec Grade,Operation Hydra Case,1.32,13.200000000000001,6.54,-6.66,-5.83,-44.17
0,MAC-10,Aloha,Well-Worn,Mil_Spec Grade,Operation Hydra Case,1.31,13.100000000000001,6.84,-6.26,-5.48,-41.83
0,UMP-45,Metal Flowers,Well-Worn,Mil_Spec Grade,Operation Hydra Case,1.26,12.6,6.84,-5.76,-5.04,-40.0
