StatTrak,Weapon,Skin,Wear,Rarity,Case,Individual Cost,Trade Up Cost,Profit,Net Profit,Net Profit After Steam Cut,ROI %
1,R8 Revolver,Junk Yard,Well-Worn,Mil_Spec Grade,Snakebite Case,0.28,2.8000000000000003,2.81,0.01,0.01,0.36
0,AK-47,Slate,Factory New,Restricted,Snakebite Case,12.19,121.89999999999999,9.43,-112.47,-98.41,-80.73
1,AK-47,Slate,Field-Tested,Restricted,Snakebite Case,10.85,108.5,4.23,-104.27,-91.24,-84.09
0,Desert Eagle,Trigger Discipline,Minimal Wear,Restricted,Snakebite Case,1.47,14.7,3.93,-10.77,-9.42,-64.08
0,MP9,Food Chain,Field-Tested,Classified,Snakebite Case,2.22,22.200000000000003,11.56,-10.64,-9.31,-41.94
1,AK-47,Slate,Battle-Scarred,Restricted,Snakebite Case,10.12,101.19999999999999,2.81,-98.39,-86.09,-85.07
1,AK-47,Slate,Well-Worn,Restricted,Snakebite Case,10.07,100.7,3.23,-97.47,-85.29,-84.7
1,MP9,Food Chain,Factory New,Classified,Snakebite Case,23.6,236.0,142.24,-93.76,-82.04,-34.76
0,Galil AR,Chromatic Aberration,Field-Tested,Classified,Snakebite Case,2.12,21.200000000000003,11.56,-9.64,-8.44,-39.81
1,Desert Eagle,Trigger Discipline,Factory New,Restricted,Snakebite Case,10.72,107.2,24.58,-82.62,-72.29,-67.43
1,XM1014,XOXO,Factory New,Classified,Snakebite Case,22.25,222.5,142.24,-80.26,-70.23,-31.56
1,Galil AR,Chromatic Aberration,Battle-Scarred,Classified,Snakebite Case,2.94,29.4,21.39,-8.01,-7.01,-23.84
0,Galil AR,Chromatic Aberration,Battle-Scarred,Classified,Snakebite Case,1.63,16.299999999999997,8.45,-7.85,-6.87,-42.15
1,XM1014,XOXO,Field-Tested,Classified,Snakebite Case,3.42,34.2,26.47,-7.73,-6.76,-19.77
0,XM1014,XOXO,Battle-Scarred,Classified,Snakebite Case,1.61,16.1,8.45,-7.65,-6.69,-41.55
0,XM1014,XOXO,Field-Tested,Classified,Snakebite Case,1.92,19.2,11.56,-7.64,-6.68,-34.79
0,MP9,Food Chain,Battle-Scarred,Classified,Snakebite Case,1.6,16.0,8.45,-7.55,-6.61,-41.31
